"","muni_county","county","municipality","registrants","late_registrants","election_day_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","auto_mark","total_election_inspectors","x16_17","x18_25","x26_40","x41_60","x61_70","provisional_no_dl","provisional_no_por","counted_id","rejected_id","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_absent","rejected_absent","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_unreturned","military_undeliverable","military_by_electionday","military_counted","military_rejected","military_late"
"1530","VILLAGE OF BRUCE RUSK","RUSK","VILLAGE OF BRUCE",419,0,2,46,46,16,0,30,0,3,0,0,0,0,3,0,0,0,0,12,4,3,0,7,8,1,0,0,0,0,0,0,0,0,0,0,0
"1531","VILLAGE OF BUTLER WAUKESHA","WAUKESHA","VILLAGE OF BUTLER",1130,2,6,203,202,0,202,0,0,3,0,0,0,1,0,0,0,0,0,43,2,15,5,22,22,1,0,0,0,0,0,0,0,0,0,0,0
"1532","VILLAGE OF BUTTERNUT ASHLAND","ASHLAND","VILLAGE OF BUTTERNUT",179,4,4,36,36,34,0,0,2,5,0,0,1,1,0,0,0,0,0,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1533","VILLAGE OF CADOTT CHIPPEWA","CHIPPEWA","VILLAGE OF CADOTT",694,4,0,59,59,0,38,21,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1534","VILLAGE OF CALEDONIA RACINE","RACINE","VILLAGE OF CALEDONIA",16576,13,92,2623,2623,0,2613,10,0,68,0,0,0,14,27,0,0,0,0,422,56,98,12,312,317,0,0,0,0,0,1,1,0,0,0,0,0
"1535","VILLAGE OF CAMBRIA COLUMBIA","COLUMBIA","VILLAGE OF CAMBRIA",415,0,3,60,60,0,60,0,0,5,0,0,0,2,2,0,0,0,0,10,2,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
"1536","VILLAGE OF CAMBRIDGE DANE","DANE","VILLAGE OF CAMBRIDGE",916,3,8,182,182,0,182,0,0,10,0,0,0,3,5,0,0,0,0,8,3,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"1537","VILLAGE OF CAMBRIDGE JEFFERSON","JEFFERSON","VILLAGE OF CAMBRIDGE",49,0,0,8,8,0,8,0,0,10,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1538","VILLAGE OF CAMERON BARRON","BARRON","VILLAGE OF CAMERON",857,0,6,74,74,2,0,72,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1539","VILLAGE OF CAMP DOUGLAS JUNEAU","JUNEAU","VILLAGE OF CAMP DOUGLAS",0,0,0,35,35,0,0,35,0,5,0,0,0,2,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1540","VILLAGE OF CAMPBELLSPORT FOND DU LAC","FOND DU LAC","VILLAGE OF CAMPBELLSPORT",1078,0,4,149,149,0,149,0,0,8,0,0,0,3,1,0,0,0,0,19,0,4,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
"1541","VILLAGE OF CASCADE SHEBOYGAN","SHEBOYGAN","VILLAGE OF CASCADE",387,0,3,63,63,0,8,55,0,4,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1542","VILLAGE OF CASCO KEWAUNEE","KEWAUNEE","VILLAGE OF CASCO",294,0,3,91,91,0,57,34,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1543","VILLAGE OF CASHTON MONROE","MONROE","VILLAGE OF CASHTON",483,0,4,60,60,13,0,47,0,3,0,0,0,0,1,0,0,0,0,11,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
"1544","VILLAGE OF CASSVILLE GRANT","GRANT","VILLAGE OF CASSVILLE",504,0,1,38,38,8,0,30,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1545","VILLAGE OF CATAWBA PRICE","PRICE","VILLAGE OF CATAWBA",63,0,2,16,16,7,0,9,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1546","VILLAGE OF CAZENOVIA RICHLAND","RICHLAND","VILLAGE OF CAZENOVIA",171,0,0,13,13,13,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1547","VILLAGE OF CAZENOVIA SAUK","SAUK","VILLAGE OF CAZENOVIA",14,0,0,1,1,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1548","VILLAGE OF CECIL SHAWANO","SHAWANO","VILLAGE OF CECIL",349,0,5,61,61,0,30,31,0,6,0,0,0,2,3,0,0,0,0,6,1,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"1549","VILLAGE OF CEDAR GROVE SHEBOYGAN","SHEBOYGAN","VILLAGE OF CEDAR GROVE",1315,0,7,222,222,0,140,82,0,6,0,0,0,0,4,0,0,0,0,10,7,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
"1550","VILLAGE OF CENTURIA POLK","POLK","VILLAGE OF CENTURIA",373,1,0,6,6,0,0,6,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1551","VILLAGE OF CHASEBURG VERNON","VERNON","VILLAGE OF CHASEBURG",173,0,0,32,32,2,0,30,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1552","VILLAGE OF CHENEQUA WAUKESHA","WAUKESHA","VILLAGE OF CHENEQUA",396,0,1,97,97,0,7,90,0,9,0,0,1,0,6,0,0,0,0,5,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"1553","VILLAGE OF CLAYTON POLK","POLK","VILLAGE OF CLAYTON",244,0,1,12,12,0,0,12,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1554","VILLAGE OF CLEAR LAKE POLK","POLK","VILLAGE OF CLEAR LAKE",535,0,0,45,45,1,0,44,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1555","VILLAGE OF CLEVELAND MANITOWOC","MANITOWOC","VILLAGE OF CLEVELAND",877,0,9,162,162,162,0,0,0,7,0,0,0,0,5,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1556","VILLAGE OF CLINTON ROCK","ROCK","VILLAGE OF CLINTON",1130,0,9,101,101,0,101,0,0,6,0,0,0,0,0,0,0,0,0,10,1,5,0,6,6,0,0,0,0,0,2,1,0,1,1,0,0
"1557","VILLAGE OF CLYMAN DODGE","DODGE","VILLAGE OF CLYMAN",222,1,0,37,37,37,0,0,0,6,0,0,0,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"1558","VILLAGE OF COBB IOWA","IOWA","VILLAGE OF COBB",277,0,11,154,154,23,0,131,0,6,0,0,0,1,5,0,0,0,0,20,7,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
"1559","VILLAGE OF COCHRANE BUFFALO","BUFFALO","VILLAGE OF COCHRANE",256,0,1,33,33,4,0,29,0,3,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1560","VILLAGE OF COLEMAN MARINETTE","MARINETTE","VILLAGE OF COLEMAN",386,0,2,65,65,10,0,55,0,6,0,0,2,0,1,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"1561","VILLAGE OF COLFAX DUNN","DUNN","VILLAGE OF COLFAX",575,0,4,80,80,0,54,26,0,3,0,0,0,0,2,0,0,0,0,15,2,3,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0
"1562","VILLAGE OF COLOMA WAUSHARA","WAUSHARA","VILLAGE OF COLOMA",219,0,2,42,42,2,0,40,0,3,0,0,0,1,1,0,0,0,0,3,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
"1563","VILLAGE OF COMBINED LOCKS OUTAGAMIE","OUTAGAMIE","VILLAGE OF COMBINED LOCKS",2043,4,12,285,285,0,205,80,0,9,0,0,1,1,4,0,0,0,0,64,5,7,0,56,57,0,0,0,0,0,0,0,0,0,0,0,0
"1564","VILLAGE OF CONRATH RUSK","RUSK","VILLAGE OF CONRATH",46,0,4,18,18,3,0,15,0,5,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1565","VILLAGE OF COON VALLEY VERNON","VERNON","VILLAGE OF COON VALLEY",471,3,3,86,86,9,0,77,0,3,0,0,0,0,0,0,0,0,0,12,2,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"1566","VILLAGE OF COTTAGE GROVE DANE","DANE","VILLAGE OF COTTAGE GROVE",4020,12,46,619,619,619,0,0,0,3,0,0,0,1,2,0,0,0,0,68,12,22,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"1567","VILLAGE OF COUDERAY SAWYER","SAWYER","VILLAGE OF COUDERAY",66,0,0,10,10,0,0,10,0,7,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1568","VILLAGE OF CRIVITZ MARINETTE","MARINETTE","VILLAGE OF CRIVITZ",571,0,5,93,93,22,0,71,0,13,0,0,3,3,3,0,0,0,0,19,18,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0
"1569","VILLAGE OF CROSS PLAINS DANE","DANE","VILLAGE OF CROSS PLAINS",2445,2,21,378,378,0,377,0,0,10,0,0,0,8,3,0,0,0,0,16,4,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
"1570","VILLAGE OF CURTISS CLARK","CLARK","VILLAGE OF CURTISS",63,0,0,15,15,0,15,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1571","VILLAGE OF DALLAS BARRON","BARRON","VILLAGE OF DALLAS",206,0,1,28,28,2,0,26,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1572","VILLAGE OF DANE DANE","DANE","VILLAGE OF DANE",620,1,6,111,111,0,111,0,0,5,0,0,0,1,1,0,0,0,0,10,0,0,0,10,10,0,0,0,0,0,1,0,1,0,0,0,0
"1573","VILLAGE OF DARIEN WALWORTH","WALWORTH","VILLAGE OF DARIEN",780,1,10,128,128,0,128,0,0,3,0,0,0,0,0,0,0,0,0,5,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"1574","VILLAGE OF DE SOTO CRAWFORD","CRAWFORD","VILLAGE OF DE SOTO",54,0,0,6,6,0,0,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1575","VILLAGE OF DE SOTO VERNON","VERNON","VILLAGE OF DE SOTO",149,0,1,21,21,2,0,19,0,3,0,0,0,0,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1576","VILLAGE OF DEER PARK ST. CROIX","ST. CROIX","VILLAGE OF DEER PARK",128,0,0,9,9,0,9,0,0,3,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"1577","VILLAGE OF DEERFIELD DANE","DANE","VILLAGE OF DEERFIELD",1414,1,15,217,217,217,0,0,0,5,0,0,0,0,4,0,0,0,0,7,3,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"1578","VILLAGE OF DEFOREST DANE","DANE","VILLAGE OF DEFOREST",5499,9,41,823,823,0,823,0,0,20,0,0,0,4,10,0,0,0,0,89,33,14,2,75,73,4,0,0,0,0,1,1,0,0,0,0,0
"1579","VILLAGE OF DENMARK BROWN","BROWN","VILLAGE OF DENMARK",1203,2,19,260,260,256,0,0,4,10,0,0,0,2,2,0,0,0,0,15,1,2,0,12,12,1,0,0,0,0,0,0,0,0,0,0,0
"1580","VILLAGE OF DICKEYVILLE GRANT","GRANT","VILLAGE OF DICKEYVILLE",0,0,46,46,46,0,46,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"1581","VILLAGE OF DORCHESTER CLARK","CLARK","VILLAGE OF DORCHESTER",353,0,2,47,47,46,0,1,0,6,0,0,0,0,4,0,0,0,0,8,0,1,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0
"1582","VILLAGE OF DORCHESTER MARATHON","MARATHON","VILLAGE OF DORCHESTER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1583","VILLAGE OF DOUSMAN WAUKESHA","WAUKESHA","VILLAGE OF DOUSMAN",1518,3,14,255,255,0,255,0,0,3,0,0,0,1,1,0,0,0,0,37,3,5,1,31,31,0,0,0,0,0,0,0,0,0,0,0,0
"1584","VILLAGE OF DOWNING DUNN","DUNN","VILLAGE OF DOWNING",121,0,0,7,7,0,0,7,0,7,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1585","VILLAGE OF DOYLESTOWN COLUMBIA","COLUMBIA","VILLAGE OF DOYLESTOWN",159,0,3,33,33,0,33,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1586","VILLAGE OF DRESSER POLK","POLK","VILLAGE OF DRESSER",475,0,0,31,31,9,0,22,0,14,0,0,3,0,2,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"1587","VILLAGE OF EAGLE WAUKESHA","WAUKESHA","VILLAGE OF EAGLE",1198,0,10,217,217,0,217,0,0,5,0,0,0,2,3,0,0,0,0,10,5,4,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"1588","VILLAGE OF EAST TROY WALWORTH","WALWORTH","VILLAGE OF EAST TROY",2600,5,5,428,428,1,427,0,0,14,0,1,0,7,3,0,0,0,0,72,4,12,2,59,1,1,0,0,0,0,1,0,0,1,1,0,0
"1589","VILLAGE OF EASTMAN CRAWFORD","CRAWFORD","VILLAGE OF EASTMAN",205,0,0,33,33,4,0,29,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1590","VILLAGE OF EDEN FOND DU LAC","FOND DU LAC","VILLAGE OF EDEN",456,0,2,45,45,0,45,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1591","VILLAGE OF EDGAR MARATHON","MARATHON","VILLAGE OF EDGAR",834,0,5,92,92,0,92,0,0,5,0,0,0,0,0,0,0,0,0,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"1592","VILLAGE OF EGG HARBOR DOOR","DOOR","VILLAGE OF EGG HARBOR",216,7,0,61,61,0,61,0,0,6,0,0,0,0,1,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"1593","VILLAGE OF ELAND SHAWANO","SHAWANO","VILLAGE OF ELAND",134,0,0,28,28,23,0,5,0,6,0,0,0,6,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1594","VILLAGE OF ELDERON MARATHON","MARATHON","VILLAGE OF ELDERON",86,0,0,16,16,0,16,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1595","VILLAGE OF ELEVA TREMPEALEAU","TREMPEALEAU","VILLAGE OF ELEVA",335,0,0,31,31,2,0,29,0,3,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1596","VILLAGE OF ELK MOUND DUNN","DUNN","VILLAGE OF ELK MOUND",412,0,5,63,63,0,18,45,0,10,0,0,0,1,3,0,0,0,0,4,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1597","VILLAGE OF ELKHART LAKE SHEBOYGAN","SHEBOYGAN","VILLAGE OF ELKHART LAKE",762,10,4,201,201,0,94,107,0,10,0,0,0,0,5,0,0,0,0,22,11,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"1598","VILLAGE OF ELLSWORTH PIERCE","PIERCE","VILLAGE OF ELLSWORTH",1679,0,6,98,98,14,0,84,0,9,0,0,0,4,0,0,0,0,0,17,0,3,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
"1599","VILLAGE OF ELM GROVE WAUKESHA","WAUKESHA","VILLAGE OF ELM GROVE",4755,4,28,1101,1101,0,1101,0,0,11,0,0,0,3,2,0,0,0,0,193,116,21,9,171,172,0,0,0,0,0,0,0,0,0,0,0,0
"1600","VILLAGE OF ELMWOOD PARK RACINE","RACINE","VILLAGE OF ELMWOOD PARK",364,0,3,80,80,0,80,0,0,12,0,0,1,2,9,0,0,0,0,9,0,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"1601","VILLAGE OF ELMWOOD PIERCE","PIERCE","VILLAGE OF ELMWOOD",431,0,1,48,48,0,9,39,0,6,0,0,0,4,2,0,0,0,0,15,0,0,0,15,9,6,0,0,0,0,0,0,0,0,0,0,0
"1602","VILLAGE OF EMBARRASS WAUPACA","WAUPACA","VILLAGE OF EMBARRASS",160,0,1,33,33,33,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1603","VILLAGE OF ENDEAVOR MARQUETTE","MARQUETTE","VILLAGE OF ENDEAVOR",239,0,2,37,37,37,0,0,0,4,0,0,1,1,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1604","VILLAGE OF EPHRAIM DOOR","DOOR","VILLAGE OF EPHRAIM",280,4,2,83,84,83,0,0,0,6,0,0,0,2,3,0,0,0,0,17,5,1,0,11,16,1,0,0,0,0,0,0,0,0,0,0,0
"1605","VILLAGE OF ETTRICK TREMPEALEAU","TREMPEALEAU","VILLAGE OF ETTRICK",287,0,1,40,40,4,0,36,0,5,0,0,0,0,2,0,0,0,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"1606","VILLAGE OF EXELAND SAWYER","SAWYER","VILLAGE OF EXELAND",97,0,0,23,23,4,0,19,0,3,0,0,1,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1607","VILLAGE OF FAIRCHILD EAU CLAIRE","EAU CLAIRE","VILLAGE OF FAIRCHILD",243,0,0,40,40,0,13,27,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1608","VILLAGE OF FAIRWATER FOND DU LAC","FOND DU LAC","VILLAGE OF FAIRWATER",209,0,0,33,33,0,33,0,0,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1609","VILLAGE OF FALL CREEK EAU CLAIRE","EAU CLAIRE","VILLAGE OF FALL CREEK",805,0,1,130,130,110,20,0,0,6,0,0,0,1,0,0,0,0,0,21,4,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"1610","VILLAGE OF FALL RIVER COLUMBIA","COLUMBIA","VILLAGE OF FALL RIVER",897,5,5,102,102,0,102,0,0,6,0,0,0,1,4,0,0,0,0,15,4,1,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0
"1611","VILLAGE OF FENWOOD MARATHON","MARATHON","VILLAGE OF FENWOOD",104,0,1,18,18,0,18,0,2,5,0,0,2,0,3,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"1612","VILLAGE OF FERRYVILLE CRAWFORD","CRAWFORD","VILLAGE OF FERRYVILLE",123,0,3,23,23,1,0,22,0,6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1613","VILLAGE OF FONTANA WALWORTH","WALWORTH","VILLAGE OF FONTANA",1075,2,7,177,177,177,0,0,0,5,0,0,0,0,5,0,0,0,0,19,2,0,0,15,17,2,0,0,0,0,0,0,0,0,0,0,0
"1614","VILLAGE OF FOOTVILLE ROCK","ROCK","VILLAGE OF FOOTVILLE",487,0,1,87,87,0,87,0,2,8,0,0,0,1,7,0,0,0,0,21,0,2,0,19,18,1,0,0,0,0,0,0,0,0,0,0,0
"1615","VILLAGE OF FORESTVILLE DOOR","DOOR","VILLAGE OF FORESTVILLE",287,0,1,38,38,0,38,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
"1616","VILLAGE OF FOX POINT MILWAUKEE","MILWAUKEE","VILLAGE OF FOX POINT",4981,17,44,1282,1282,0,1282,0,0,36,0,1,0,7,12,1,1,0,1,166,78,20,2,143,139,4,0,0,0,0,0,0,0,0,0,0,0
"1617","VILLAGE OF FRANCIS CREEK MANITOWOC","MANITOWOC","VILLAGE OF FRANCIS CREEK",419,0,0,67,67,0,0,67,0,3,0,0,0,0,1,0,0,0,0,7,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"1618","VILLAGE OF FREDERIC POLK","POLK","VILLAGE OF FREDERIC",562,0,1,54,545,17,0,36,0,7,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1619","VILLAGE OF FREDONIA OZAUKEE","OZAUKEE","VILLAGE OF FREDONIA",1327,2,9,250,250,250,0,0,0,9,0,0,0,2,4,0,0,0,0,16,3,1,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0
"1620","VILLAGE OF FREMONT WAUPACA","WAUPACA","VILLAGE OF FREMONT",442,1,3,77,77,12,0,65,0,5,0,0,0,0,3,0,0,0,0,12,3,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
"1621","VILLAGE OF FRIENDSHIP ADAMS","ADAMS","VILLAGE OF FRIENDSHIP",325,0,2,56,56,56,0,0,0,5,0,0,0,2,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1622","VILLAGE OF FRIESLAND COLUMBIA","COLUMBIA","VILLAGE OF FRIESLAND",194,0,1,39,39,0,39,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1623","VILLAGE OF GAYS MILLS CRAWFORD","CRAWFORD","VILLAGE OF GAYS MILLS",304,0,1,56,56,17,0,39,0,6,0,0,0,3,3,0,0,0,0,10,1,2,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"1624","VILLAGE OF GENOA CITY KENOSHA","KENOSHA","VILLAGE OF GENOA CITY",2,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1625","VILLAGE OF GENOA CITY WALWORTH","WALWORTH","VILLAGE OF GENOA CITY",1419,0,5,127,127,0,104,23,0,4,0,0,1,1,1,0,0,0,0,8,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"1626","VILLAGE OF GENOA VERNON","VERNON","VILLAGE OF GENOA",159,0,0,32,32,5,0,27,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1627","VILLAGE OF GERMANTOWN WASHINGTON","WASHINGTON","VILLAGE OF GERMANTOWN",13250,7,70,2440,2440,0,2440,0,0,60,0,1,0,5,23,0,0,0,0,328,86,24,1,299,77,229,1,0,0,0,2,1,0,0,0,0,0
"1628","VILLAGE OF GILMAN TAYLOR","TAYLOR","VILLAGE OF GILMAN",222,0,2,40,40,5,0,35,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1629","VILLAGE OF GLEN FLORA RUSK","RUSK","VILLAGE OF GLEN FLORA",47,0,0,11,11,2,0,9,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1630","VILLAGE OF GLENBEULAH SHEBOYGAN","SHEBOYGAN","VILLAGE OF GLENBEULAH",299,0,2,50,50,0,21,29,0,6,0,0,0,0,1,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1631","VILLAGE OF GRAFTON OZAUKEE","OZAUKEE","VILLAGE OF GRAFTON",7745,19,65,1352,1352,0,1352,0,0,33,0,0,0,5,9,1,0,1,0,229,32,33,2,190,194,0,0,0,0,0,1,1,0,0,0,0,0
"1632","VILLAGE OF GRANTON CLARK","CLARK","VILLAGE OF GRANTON",206,0,1,31,31,18,0,13,0,5,0,0,1,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"1633","VILLAGE OF GRANTSBURG BURNETT","BURNETT","VILLAGE OF GRANTSBURG",710,1,2,92,92,29,0,63,0,9,0,0,0,1,4,0,0,0,0,9,2,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"1634","VILLAGE OF GRATIOT LAFAYETTE","LAFAYETTE","VILLAGE OF GRATIOT",130,0,0,19,19,2,0,17,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1635","VILLAGE OF GREENDALE MILWAUKEE","MILWAUKEE","VILLAGE OF GREENDALE",9639,40,63,2435,2435,0,2435,0,0,33,0,1,0,4,6,0,0,0,0,360,59,76,11,4,259,6,0,0,0,0,0,0,0,0,0,0,0
"1636","VILLAGE OF GRESHAM SHAWANO","SHAWANO","VILLAGE OF GRESHAM",303,0,0,45,45,45,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1637","VILLAGE OF HALES CORNERS MILWAUKEE","MILWAUKEE","VILLAGE OF HALES CORNERS",5033,3,32,1121,1839,0,1121,0,0,75,0,0,0,6,27,0,1,0,0,200,18,73,2,164,168,2,0,0,0,0,0,0,0,0,0,0,0
"1638","VILLAGE OF HAMMOND ST. CROIX","ST. CROIX","VILLAGE OF HAMMOND",1041,0,3,192,192,0,192,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1639","VILLAGE OF HANCOCK WAUSHARA","WAUSHARA","VILLAGE OF HANCOCK",218,0,2,24,24,0,0,24,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1640","VILLAGE OF HARRISON CALUMET","CALUMET","VILLAGE OF HARRISON",5843,3,28,571,577,0,565,12,0,144,0,0,0,32,96,1,0,1,0,68,16,9,2,52,55,1,0,0,0,0,0,0,0,0,0,0,0
"1641","VILLAGE OF HARRISON OUTAGAMIE","OUTAGAMIE","VILLAGE OF HARRISON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
