"","reporting_unit","muni_county","county","municipality","registrants","late_registrants","election_day_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","auto_mark","total_election_inspectors","x16_17","x18_25","x26_40","x41_60","x61_70","provisional_no_dl","provisional_no_por","counted_id","rejected_id","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_absent","rejected_absent","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_unreturned","military_undeliverable","military_by_electionday","military_counted","military_rejected","military_late"
"2518","TOWN-OF-PINE-GROVE-WARD-1-2-PORTAGE","TOWN OF PINE GROVE PORTAGE","PORTAGE","TOWN OF PINE GROVE",436,0,3,66,66,65,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2519","TOWN-OF-PINE-LAKE-WARD-1-4-ONEIDA","TOWN OF PINE LAKE ONEIDA","ONEIDA","TOWN OF PINE LAKE",1774,2,70,927,927,0,926,1,0,8,0,0,0,1,3,0,0,0,0,102,17,8,0,87,90,1,0,0,0,0,1,0,0,1,1,0,0
"2520","TOWN-OF-PINE-RIVER-WARD-1-3-LINCOLN","TOWN OF PINE RIVER LINCOLN","LINCOLN","TOWN OF PINE RIVER",1249,1,1,186,186,0,186,0,0,4,0,0,0,0,0,0,0,0,0,11,0,5,0,6,5,1,0,0,0,0,2,0,0,2,2,0,0
"2521","TOWN-OF-PINE-VALLEY-WARD-1-2-CLARK","TOWN OF PINE VALLEY CLARK","CLARK","TOWN OF PINE VALLEY",719,0,1,78,78,0,53,25,0,3,0,0,0,0,2,0,0,0,0,8,1,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"2522","TOWN-OF-PITTSFIELD-WARD-1-3-BROWN","TOWN OF PITTSFIELD BROWN","BROWN","TOWN OF PITTSFIELD",1768,0,3,262,262,4,262,0,0,7,0,0,0,0,1,0,0,0,0,29,0,0,2,22,4,1,0,0,0,0,0,0,0,0,0,0,0
"2523","TOWN-OF-PLAINFIELD-WARD-1-WAUSHARA","TOWN OF PLAINFIELD WAUSHARA","WAUSHARA","TOWN OF PLAINFIELD",283,0,1,39,39,11,0,28,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2524","TOWN-OF-PLATTEVILLE-WARD-1-3-GRANT","TOWN OF PLATTEVILLE GRANT","GRANT","TOWN OF PLATTEVILLE",906,0,2,103,103,45,0,58,0,7,0,0,0,0,5,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"2525","TOWN-OF-PLEASANT-SPRINGS-WARD-1-4-DANE","TOWN OF PLEASANT SPRINGS DANE","DANE","TOWN OF PLEASANT SPRINGS",2317,7,15,505,505,1,505,0,0,10,0,0,0,2,8,0,0,0,0,0,12,45,3,30,29,0,0,0,0,0,1,1,0,0,0,0,0
"2526","TOWN-OF-PLEASANT-VALLEY-WARD-1-4-EAU-CLAIRE","TOWN OF PLEASANT VALLEY EAU CLAIRE","EAU CLAIRE","TOWN OF PLEASANT VALLEY",2269,0,11,343,343,0,343,0,0,10,0,0,0,4,4,0,0,0,0,11,6,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0
"2527","TOWN-OF-PLEASANT-VALLEY-WARD-1-ST.-CROIX","TOWN OF PLEASANT VALLEY ST. CROIX","ST. CROIX","TOWN OF PLEASANT VALLEY",319,0,0,23,23,0,23,0,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2528","TOWN-OF-PLOVER-WARD-1-3-PORTAGE","TOWN OF PLOVER PORTAGE","PORTAGE","TOWN OF PLOVER",962,0,4,159,159,0,159,0,0,10,0,0,0,1,6,0,0,0,0,10,1,3,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0
"2529","TOWN-OF-PLOVER-WARD-1-MARATHON","TOWN OF PLOVER MARATHON","MARATHON","TOWN OF PLOVER",369,0,2,34,34,0,34,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2530","TOWN-OF-PLUM-LAKE-WARD-1-2-VILAS","TOWN OF PLUM LAKE VILAS","VILAS","TOWN OF PLUM LAKE",419,0,5,153,153,0,153,0,0,5,0,0,0,2,1,0,0,0,0,20,4,3,0,17,18,0,0,0,0,0,0,0,0,0,0,0,0
"2531","TOWN-OF-PLYMOUTH-WARD-1-2-ROCK","TOWN OF PLYMOUTH ROCK","ROCK","TOWN OF PLYMOUTH",789,0,4,108,108,0,108,0,2,5,0,0,0,1,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"2532","TOWN-OF-PLYMOUTH-WARD-1-4-SHEBOYGAN","TOWN OF PLYMOUTH SHEBOYGAN","SHEBOYGAN","TOWN OF PLYMOUTH",2079,2,7,356,356,0,273,83,0,3,0,0,0,0,2,0,0,0,0,31,18,3,0,28,1,2,0,0,0,0,1,1,0,0,0,0,0
"2533","TOWN-OF-PLYMOUTH-WARD-1-JUNEAU","TOWN OF PLYMOUTH JUNEAU","JUNEAU","TOWN OF PLYMOUTH",399,0,1,63,63,17,0,46,0,3,0,0,0,1,0,0,0,0,0,11,2,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"2534","TOWN-OF-POLAR-WARD-1-2-LANGLADE","TOWN OF POLAR LANGLADE","LANGLADE","TOWN OF POLAR",673,0,3,78,78,32,0,46,0,3,0,0,0,0,3,0,0,0,0,6,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"2535","TOWN-OF-POLK-WARD-1-6-WASHINGTON","TOWN OF POLK WASHINGTON","WASHINGTON","TOWN OF POLK",2723,0,30,903,903,903,0,0,0,7,0,0,0,0,3,0,0,0,0,119,12,12,2,103,100,7,0,0,0,0,0,0,0,0,0,0,0
"2536","TOWN-OF-POPPLE-RIVER-WARD-1-FOREST","TOWN OF POPPLE RIVER FOREST","FOREST","TOWN OF POPPLE RIVER",26,0,0,10,10,0,0,10,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2537","TOWN-OF-PORT-EDWARD-WARD-1-4-WOOD","TOWN OF PORT EDWARDS WOOD","WOOD","TOWN OF PORT EDWARDS",759,0,2,146,146,0,146,0,1,4,0,0,0,0,2,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"2538","TOWN-OF-PORT-WASHINGTON-WARD-1-2-OZAUKEE","TOWN OF PORT WASHINGTON OZAUKEE","OZAUKEE","TOWN OF PORT WASHINGTON",1081,0,7,196,193,193,0,0,0,10,0,0,0,1,4,0,0,0,0,17,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
"2539","TOWN-OF-PORT-WING-WARD-1-BAYFIELD","TOWN OF PORT WING BAYFIELD","BAYFIELD","TOWN OF PORT WING",328,0,0,61,61,0,61,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2540","TOWN-OF-PORTER-WARD-1-ROCK","TOWN OF PORTER ROCK","ROCK","TOWN OF PORTER",676,0,3,62,62,0,62,0,0,4,0,1,0,0,1,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"2541","TOWN-OF-PORTERFIELD-WARD-1-3-MARINETTE","TOWN OF PORTERFIELD MARINETTE","MARINETTE","TOWN OF PORTERFIELD",1137,0,7,138,138,16,0,122,0,4,0,0,0,0,3,0,0,0,0,15,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
"2542","TOWN-OF-PORTLAND-WARD-1-2-DODGE","TOWN OF PORTLAND DODGE","DODGE","TOWN OF PORTLAND",649,0,10,112,112,0,112,0,0,6,0,0,0,2,1,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"2543","TOWN-OF-PORTLAND-WARD-1-MONROE","TOWN OF PORTLAND MONROE","MONROE","TOWN OF PORTLAND",422,0,2,54,54,11,0,43,0,5,0,0,0,0,1,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"2544","TOWN-OF-POTOSI-WARD-1-GRANT","TOWN OF POTOSI GRANT","GRANT","TOWN OF POTOSI",499,0,1,27,27,0,16,11,0,5,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2545","TOWN-OF-POUND-WARD-1-3-MARINETTE","TOWN OF POUND MARINETTE","MARINETTE","TOWN OF POUND",780,0,0,119,119,2,0,117,0,11,0,0,0,2,6,0,0,0,0,3,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"2546","TOWN-OF-POY-SIPPI-WARD-1-WAUSHARA","TOWN OF POY SIPPI WAUSHARA","WAUSHARA","TOWN OF POY SIPPI",549,0,88,88,88,15,0,73,0,3,0,0,0,1,0,0,0,0,0,10,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"2547","TOWN-OF-POYGAN-WARD-1-2-WINNEBAGO","TOWN OF POYGAN WINNEBAGO","WINNEBAGO","TOWN OF POYGAN",810,0,7,122,122,0,122,0,0,9,0,0,0,5,4,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"2548","TOWN-OF-PRAIRIE-DU-CHIEN-WARD-1-2-CRAWFORD","TOWN OF PRAIRIE DU CHIEN CRAWFORD","CRAWFORD","TOWN OF PRAIRIE DU CHIEN",510,0,6,80,80,30,0,50,0,4,0,0,0,1,0,0,0,0,0,9,2,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0
"2549","TOWN-OF-PRAIRIE-DU-SAC-WARD-1-2-SAUK","TOWN OF PRAIRIE DU SAC SAUK","SAUK","TOWN OF PRAIRIE DU SAC",695,0,3,113,113,0,109,4,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2550","TOWN-OF-PRAIRIE-FARM-WARD-1-2-BARRON","TOWN OF PRAIRIE FARM BARRON","BARRON","TOWN OF PRAIRIE FARM",322,0,3,41,41,2,0,39,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2551","TOWN-OF-PRAIRIE-LAKE-WARD-1-2-BARRON","TOWN OF PRAIRIE LAKE BARRON","BARRON","TOWN OF PRAIRIE LAKE",877,0,9,90,90,6,0,84,0,6,0,0,0,1,5,0,0,0,0,8,1,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0
"2552","TOWN-OF-PRENTICE-WARD-1-PRICE","TOWN OF PRENTICE PRICE","PRICE","TOWN OF PRENTICE",256,0,1,38,38,13,0,25,0,6,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2553","TOWN-OF-PRESQUE-ISLE-WARD-1-VILAS","TOWN OF PRESQUE ISLE VILAS","VILAS","TOWN OF PRESQUE ISLE",603,0,6,118,118,0,118,0,0,9,0,0,0,2,5,0,0,0,0,13,6,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0
"2554","TOWN-OF-PRESTON-WARD-1-2-ADAMS","TOWN OF PRESTON ADAMS","ADAMS","TOWN OF PRESTON",738,0,6,117,117,117,0,0,0,3,0,0,0,0,1,0,0,0,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"2555","TOWN-OF-PRESTON-WARD-1-3-TREMPEALEAU","TOWN OF PRESTON TREMPEALEAU","TREMPEALEAU","TOWN OF PRESTON",472,0,3,0,107,47,0,60,0,3,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2556","TOWN-OF-PRICE-WARD-1-2-LANGLADE","TOWN OF PRICE LANGLADE","LANGLADE","TOWN OF PRICE",146,0,0,27,27,27,0,0,0,6,0,0,0,1,5,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"2557","TOWN-OF-PRIMROSE-WARD-1-DANE","TOWN OF PRIMROSE DANE","DANE","TOWN OF PRIMROSE",457,0,1,106,106,105,0,0,1,8,0,0,0,2,3,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"2558","TOWN-OF-PRINCETON-WARD-1-4-GREEN-LAKE","TOWN OF PRINCETON GREEN LAKE","GREEN LAKE","TOWN OF PRINCETON",958,0,7,136,136,57,0,79,0,4,0,0,0,2,2,0,0,0,0,14,0,5,1,6,2,0,0,0,0,0,1,1,0,0,0,0,0
"2559","TOWN-OF-PULASKI-WARD-1-IOWA","TOWN OF PULASKI IOWA","IOWA","TOWN OF PULASKI",201,0,2,30,30,4,0,26,0,4,0,1,0,1,0,0,0,0,0,4,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"2560","TOWN-OF-QUINCY-WARD-1-3-ADAMS","TOWN OF QUINCY ADAMS","ADAMS","TOWN OF QUINCY",717,0,1,75,75,75,0,0,0,5,0,0,0,1,2,0,0,0,0,11,1,2,0,9,9,0,0,0,0,0,1,0,0,1,1,0,0
"2561","TOWN-OF-RADISSON-WARD-1-2-SAWYER","TOWN OF RADISSON SAWYER","SAWYER","TOWN OF RADISSON",246,0,9,33,33,0,0,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2562","TOWN-OF-RANDALL-WARD-1-7-KENOSHA","TOWN OF RANDALL KENOSHA","KENOSHA","TOWN OF RANDALL",1913,5,4,182,182,0,182,0,0,6,0,0,0,1,1,0,0,0,0,21,0,4,1,16,14,2,0,0,0,0,0,0,0,0,0,0,0
"2563","TOWN-OF-RANDOLPH-WARD-1-COLUMBIA","TOWN OF RANDOLPH COLUMBIA","COLUMBIA","TOWN OF RANDOLPH",470,0,0,48,48,0,48,0,0,6,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2564","TOWN-OF-RANTOUL-WARD-1-CALUMET","TOWN OF RANTOUL CALUMET","CALUMET","TOWN OF RANTOUL",485,0,1,56,56,0,51,4,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2565","TOWN-OF-RAYMOND-WARD-1-6-RACINE","TOWN OF RAYMOND RACINE","RACINE","TOWN OF RAYMOND",2698,4,0,414,414,0,414,0,0,3,0,0,0,1,5,0,0,0,0,45,3,16,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
"2566","TOWN-OF-RED-CEDAR-WARD-1-3-DUNN","TOWN OF RED CEDAR DUNN","DUNN","TOWN OF RED CEDAR",1351,0,4,135,135,0,86,49,0,10,0,0,0,5,5,0,0,0,0,4,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"2567","TOWN-OF-RED-RIVER-WARD-1-3-KEWAUNEE","TOWN OF RED RIVER KEWAUNEE","KEWAUNEE","TOWN OF RED RIVER",888,0,12,190,190,0,53,137,0,3,0,0,0,1,2,0,0,0,0,3,1,0,0,2,3,0,0,0,0,0,2,0,0,2,0,2,0
"2568","TOWN-OF-RED-SPRINGS-WARD-1-2-SHAWANO","TOWN OF RED SPRINGS SHAWANO","SHAWANO","TOWN OF RED SPRINGS",529,1,1,67,67,23,0,44,0,6,0,0,0,2,0,0,0,0,0,5,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"2569","TOWN-OF-REEDSBURG-WARD-1-3-SAUK","TOWN OF REEDSBURG SAUK","SAUK","TOWN OF REEDSBURG",726,1,4,111,111,111,0,0,0,5,0,0,0,0,4,1,0,1,0,7,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"2570","TOWN-OF-REID-WARD-1-2-MARATHON","TOWN OF REID MARATHON","MARATHON","TOWN OF REID",712,0,2,83,83,0,83,0,0,3,0,0,1,2,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"2571","TOWN-OF-REMINGTON-WARD-1-WOOD","TOWN OF REMINGTON WOOD","WOOD","TOWN OF REMINGTON",171,0,0,32,32,32,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2572","TOWN-OF-RESEBURG-WARD-1-2-CLARK","TOWN OF RESEBURG CLARK","CLARK","TOWN OF RESEBURG",215,0,0,32,32,10,0,22,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2573","TOWN-OF-RHINE-WARD-1-3-SHEBOYGAN","TOWN OF RHINE SHEBOYGAN","SHEBOYGAN","TOWN OF RHINE",1531,0,6,246,246,0,181,63,0,4,0,0,0,30,3,0,0,0,0,14,2,8,0,6,8,0,0,0,0,0,1,0,0,1,1,0,0
"2574","TOWN-OF-RIB-FALLS-WARD-1-MARATHON","TOWN OF RIB FALLS MARATHON","MARATHON","TOWN OF RIB FALLS",621,0,1,71,71,0,71,0,3,6,0,0,0,5,1,0,0,0,0,3,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
"2575","TOWN-OF-RIB-LAKE-WARD-1-2-TAYLOR","TOWN OF RIB LAKE TAYLOR","TAYLOR","TOWN OF RIB LAKE",450,0,2,63,63,40,0,23,0,3,0,0,0,2,1,0,0,0,0,11,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
"2576","TOWN-OF-RIB-MOUNTAIN-WARD-1-10-MARATHON","TOWN OF RIB MOUNTAIN MARATHON","MARATHON","TOWN OF RIB MOUNTAIN",0,0,19,682,682,682,0,0,0,5,0,0,0,0,2,0,0,0,0,71,8,10,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0
"2577","TOWN-OF-RICE-LAKE-WARD-1-4-BARRON","TOWN OF RICE LAKE BARRON","BARRON","TOWN OF RICE LAKE",1760,0,4,175,175,22,0,153,0,6,0,0,0,2,2,0,0,0,0,21,5,1,1,19,19,0,0,0,0,0,1,1,0,0,0,0,0
"2578","TOWN-OF-RICHFIELD-WARD-1-3-WOOD","TOWN OF RICHFIELD WOOD","WOOD","TOWN OF RICHFIELD",892,0,4,122,122,0,122,0,2,3,0,0,0,2,1,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"2579","TOWN-OF-RICHFIELD-WARD-1-ADAMS","TOWN OF RICHFIELD ADAMS","ADAMS","TOWN OF RICHFIELD",99,0,0,16,16,16,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2580","TOWN-OF-RICHFORD-WARD-1-2-WAUSHARA","TOWN OF RICHFORD WAUSHARA","WAUSHARA","TOWN OF RICHFORD",259,0,1,58,58,3,0,55,0,4,0,0,0,2,1,0,0,0,0,3,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"2581","TOWN-OF-RICHLAND-WARD-1-2-RUSK","TOWN OF RICHLAND RUSK","RUSK","TOWN OF RICHLAND",143,0,2,30,30,1,0,29,0,3,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2582","TOWN-OF-RICHLAND-WARD-1-4-RICHLAND","TOWN OF RICHLAND RICHLAND","RICHLAND","TOWN OF RICHLAND",750,0,3,111,111,22,0,89,0,4,0,0,0,1,3,0,0,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"2583","TOWN-OF-RICHMOND-WARD-1-3-SHAWANO","TOWN OF RICHMOND SHAWANO","SHAWANO","TOWN OF RICHMOND",1191,0,6,198,198,24,0,174,0,10,0,0,0,1,4,0,0,0,0,17,6,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
"2584","TOWN-OF-RICHMOND-WARD-1-3-WALWORTH","TOWN OF RICHMOND WALWORTH","WALWORTH","TOWN OF RICHMOND",1166,0,10,169,169,0,169,0,0,5,0,0,0,3,1,0,0,0,0,9,0,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"2585","TOWN-OF-RICHMOND-WARD-1-5-ST.-CROIX","TOWN OF RICHMOND ST. CROIX","ST. CROIX","TOWN OF RICHMOND",1934,3,1,81,81,0,81,0,0,6,0,0,1,1,2,0,0,0,0,10,1,0,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0
"2586","TOWN-OF-RICHWOOD-WARD-1-2-RICHLAND","TOWN OF RICHWOOD RICHLAND","RICHLAND","TOWN OF RICHWOOD",307,0,2,44,44,1,0,43,0,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2587","TOWN-OF-RIDGEVILLE-WARD-1-MONROE","TOWN OF RIDGEVILLE MONROE","MONROE","TOWN OF RIDGEVILLE",306,1,2,53,53,19,0,34,0,5,0,0,0,1,2,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"2588","TOWN-OF-RIDGEWAY-WARD-1-2-IOWA","TOWN OF RIDGEWAY IOWA","IOWA","TOWN OF RIDGEWAY",397,0,2,115,115,4,0,111,0,5,0,0,0,0,5,0,0,0,0,4,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
"2589","TOWN-OF-RIETBROCK-WARD-1-MARATHON","TOWN OF RIETBROCK MARATHON","MARATHON","TOWN OF RIETBROCK",538,0,0,37,37,0,37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2590","TOWN-OF-RINGLE-WARD-1-2-MARATHON","TOWN OF RINGLE MARATHON","MARATHON","TOWN OF RINGLE",1121,0,7,141,141,0,141,0,1,5,0,0,0,1,3,0,0,0,0,8,4,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
"2591","TOWN-OF-RIPON-WARD-1-2-FOND-DU-LAC","TOWN OF RIPON FOND DU LAC","FOND DU LAC","TOWN OF RIPON",881,0,1,126,126,0,126,0,0,3,0,0,0,1,1,0,0,0,0,5,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"2592","TOWN-OF-RIVER-FALLS-WARD-1-3-PIERCE","TOWN OF RIVER FALLS PIERCE","PIERCE","TOWN OF RIVER FALLS",1583,0,2,141,141,0,77,64,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"2593","TOWN-OF-RIVERVIEW-WARD-1-2-OCONTO","TOWN OF RIVERVIEW OCONTO","OCONTO","TOWN OF RIVERVIEW",551,2,3,109,109,24,0,85,0,6,0,0,0,0,2,0,0,0,0,25,0,1,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0
"2594","TOWN-OF-ROCK-CREEK-WARD-1-DUNN","TOWN OF ROCK CREEK DUNN","DUNN","TOWN OF ROCK CREEK",569,0,3,86,86,0,37,49,0,3,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2595","TOWN-OF-ROCK-ELM-WARD-1-PIERCE","TOWN OF ROCK ELM PIERCE","PIERCE","TOWN OF ROCK ELM",267,0,0,21,21,4,0,17,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2596","TOWN-OF-ROCK-FALLS-WARD-1-2-LINCOLN","TOWN OF ROCK FALLS LINCOLN","LINCOLN","TOWN OF ROCK FALLS",408,0,2,72,72,0,72,0,4,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2597","TOWN-OF-ROCK-WARD-1-7-ROCK","TOWN OF ROCK ROCK","ROCK","TOWN OF ROCK",1642,0,8,205,205,0,205,0,0,5,0,0,0,3,0,0,0,0,0,16,0,2,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
"2598","TOWN-OF-ROCK-WARD-1-WOOD","TOWN OF ROCK WOOD","WOOD","TOWN OF ROCK",514,0,0,96,96,0,96,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2599","TOWN-OF-ROCKBRIDGE-WARD-1-3-RICHLAND","TOWN OF ROCKBRIDGE RICHLAND","RICHLAND","TOWN OF ROCKBRIDGE",429,0,4,81,82,45,0,37,0,6,0,0,0,2,3,0,0,0,0,4,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"2600","TOWN-OF-ROCKLAND-WARD-1-2-MANITOWOC","TOWN OF ROCKLAND MANITOWOC","MANITOWOC","TOWN OF ROCKLAND",576,0,2,69,69,68,0,0,1,3,0,0,0,1,2,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"2601","TOWN-OF-ROCKLAND-WARD-1-3-BROWN","TOWN OF ROCKLAND BROWN","BROWN","TOWN OF ROCKLAND",1166,1,8,187,187,0,187,0,0,12,0,0,0,4,8,0,0,0,0,15,6,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0
"2602","TOWN-OF-ROLLING-WARD-1-2-LANGLADE","TOWN OF ROLLING LANGLADE","LANGLADE","TOWN OF ROLLING",884,0,2,104,104,26,0,78,0,3,0,0,0,1,0,0,0,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"2603","TOWN-OF-ROME-WARD-1-5-ADAMS","TOWN OF ROME ADAMS","ADAMS","TOWN OF ROME",2075,3,5,326,326,0,322,0,0,7,0,0,0,3,3,0,0,0,0,32,12,0,2,26,30,0,0,0,0,0,1,1,0,0,0,0,0
"2604","TOWN-OF-ROOSEVELT-WARD-1-BURNETT","TOWN OF ROOSEVELT BURNETT","BURNETT","TOWN OF ROOSEVELT",113,0,3,18,18,0,0,18,0,6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2605","TOWN-OF-ROOSEVELT-WARD-1-TAYLOR","TOWN OF ROOSEVELT TAYLOR","TAYLOR","TOWN OF ROOSEVELT",215,0,0,21,21,1,0,20,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2606","TOWN-OF-ROSE-WARD-1-2-WAUSHARA","TOWN OF ROSE WAUSHARA","WAUSHARA","TOWN OF ROSE",380,0,2,72,72,12,0,60,0,3,0,0,0,0,2,0,0,0,0,12,1,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0
"2607","TOWN-OF-ROSENDALE-WARD-2-FOND-DU-LAC","TOWN OF ROSENDALE FOND DU LAC","FOND DU LAC","TOWN OF ROSENDALE",450,1,1,70,70,0,70,0,0,5,0,0,0,3,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2608","TOWN-OF-ROSS-WARD-1-FOREST","TOWN OF ROSS FOREST","FOREST","TOWN OF ROSS",91,0,0,14,14,0,0,14,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2609","TOWN-OF-ROUND-LAKE-WARD-1-2-SAWYER","TOWN OF ROUND LAKE SAWYER","SAWYER","TOWN OF ROUND LAKE",779,2,13,238,238,73,0,175,0,9,0,0,0,1,7,0,0,0,0,25,5,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
