"","X","state","pollster","start.date","end.date","entry.date.time..et.","number.of.observations","population","mode","obama","romney","undecided","other","pollster.url","source.url","partisan","affiliation","question.text","question.iteration","other.nonas","decided.total","romney.defs","obama.defs","other.defs"
"505",506,"--","CNN","2011-08-05","2011-08-07","2011-08-08T17:46:14Z",930,"Registered Voters","Live Phone",48,49,2,NA,"http://elections.huffingtonpost.com/pollster/polls/cnn-11679","http://i2.cdn.turner.com/cnn/2011/images/08/08/poll2.aug8.pdf","Nonpartisan","None",NA,1,0,97,50.5154639175258,49.4845360824742,NA
"506",507,"--","Marist/McClatchy","2011-08-02","2011-08-04","2011-08-10T11:09:36Z",807,"Registered Voters","Live Phone",46,41,13,NA,"http://elections.huffingtonpost.com/pollster/polls/marist-mcclatchy-11687","http://maristpoll.marist.edu/wp-content/misc/usapolls/US110802/2012/Complete%20August%2010,%202011%20USA%20McClatchy-Marist%20Poll%20Release%20and%20Tables.pdf","Nonpartisan","None",NA,1,0,87,47.1264367816092,52.8735632183908,NA
"507",508,"--","FOX","2011-07-17","2011-07-19","2011-07-22T11:23:33Z",912,"Registered Voters","Live Phone",47,41,8,1,"http://elections.huffingtonpost.com/pollster/polls/fox-11620","http://crocodoc.com/BLJwBPd","Nonpartisan","None",NA,1,1,89,46.0674157303371,52.8089887640449,1.12359550561798
"508",509,"--","PPP (D)","2011-07-15","2011-07-17","2011-07-20T15:46:23Z",928,"Registered Voters","Automated Phone",45,45,10,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-11609","http://www.publicpolicypolling.com/pdf/PPP_Release_National_720925.pdf","Pollster","Dem",NA,1,0,90,50,50,NA
"509",510,"--","NBC/WSJ","2011-07-14","2011-07-17","2011-07-19T17:22:59Z",1000,"Adults","Live Phone",48,41,4,7,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-11606","http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/July_Poll.pdf","Nonpartisan","None",NA,1,7,96,42.7083333333333,50,7.29166666666667
"510",511,"--","ABC/Post","2011-07-14","2011-07-17","2011-07-19T12:46:43Z",NA,"Registered Voters","Live Phone",49,47,2,2,"http://elections.huffingtonpost.com/pollster/polls/abc-post-11602","http://www.washingtonpost.com/wp-srv/politics/polls/postabcpoll_071711.html","Nonpartisan","None",NA,1,2,98,47.9591836734694,50,2.04081632653061
"511",512,"--","Rasmussen","2011-06-24","2011-07-17","2011-07-20T15:51:42Z",1000,"Likely Voters","Automated Phone",42,43,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-11610","http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/election_2012_romney_43_obama_42","Nonpartisan","None",NA,1,0,85,50.5882352941176,49.4117647058824,NA
"512",513,"--","Zogby (Internet)","2011-07-08","2011-07-11","2011-07-12T16:55:10Z",2132,"Likely Voters","Internet",42,43,3,12,"http://elections.huffingtonpost.com/pollster/polls/zogby-internet-11568","http://www.zogby.com/news/2011/07/12/ibope-zogby-poll-christie-ahead-obama-hypothetical-6-others-dead-heat-president/","Nonpartisan","None",NA,1,12,97,44.3298969072165,43.298969072165,12.3711340206186
"513",514,"--","Quinnipiac","2011-07-05","2011-07-11","2011-07-13T12:33:11Z",2311,"Registered Voters","Live Phone",47,41,9,2,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-11572","http://www.quinnipiac.edu/x1295.xml?ReleaseID=1623","Nonpartisan","None",NA,1,2,90,45.5555555555556,52.2222222222222,2.22222222222222
"514",515,"--","YouGov/Economist","2011-06-25","2011-06-28","2011-06-30T17:02:06Z",1000,"Adults","Internet",46,43,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-11534","http://cdn.yougov.com/downloads/releases/econ/20110625_econToplines.pdf","Nonpartisan","None",NA,1,0,89,48.314606741573,51.685393258427,NA
"515",516,"--","Marist/McClatchy","2011-06-15","2011-06-23","2011-06-29T12:22:08Z",801,"Registered Voters","Live Phone",46,42,11,NA,"http://elections.huffingtonpost.com/pollster/polls/marist-mcclatchy-11522","http://maristpoll.marist.edu/wp-content/misc/usapolls/US110615/2012/Complete%20June%2029,%202011%20USA%20McClatchy-Marist%20Poll%20Release%20and%20Tables.pdf","Nonpartisan","None",NA,1,0,88,47.7272727272727,52.2727272727273,NA
"516",517,"--","Democracy Corps (D)","2011-06-18","2011-06-21","2011-06-27T12:44:30Z",1000,"Likely Voters","Live Phone",47,45,3,NA,"http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-11513","http://www.democracycorps.com/wp-content/files/110621-DCorps-FQ-Web.pdf","Pollster","Dem",NA,1,0,92,48.9130434782609,51.0869565217391,NA
"517",518,"--","Zogby (Internet)","2011-06-17","2011-06-21","2011-06-30T16:34:30Z",2013,"Likely Voters","Internet",42,41,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/zogby-internet-11533","http://www.zogby.com/news/2011/06/30/ibope-zogby-presidential-poll-bachmann-leads-among-gop-voters-romney-best-against-obama/","Nonpartisan","None",NA,1,0,83,49.3975903614458,50.6024096385542,NA
"518",519,"--","YouGov/Economist","2011-06-11","2011-06-14","2011-06-17T12:18:58Z",1000,"Adults","Internet",46,40,13,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-11480","http://big.assets.huffingtonpost.com/20110614econToplines.pdf","Nonpartisan","None",NA,1,0,86,46.5116279069767,53.4883720930233,NA
"519",520,"--","NBC/WSJ","2011-06-09","2011-06-13","2011-06-16T08:58:28Z",1000,"Adults","Live Phone",50,37,10,3,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-11473","http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/_Today_Stories_Teases/11236%20JUNE%20NBC-WSJ%20Final%20Filled-in.pdf","Nonpartisan","None",NA,1,3,90,41.1111111111111,55.5555555555556,3.33333333333333
"520",521,"--","PPP (D)","2011-06-09","2011-06-12","2011-06-15T12:14:07Z",520,"Registered Voters","Automated Phone",47,45,12,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-11468","http://www.publicpolicypolling.com/pdf/PPP_Release_National_615.pdf","Pollster","Dem",NA,1,0,92,48.9130434782609,51.0869565217391,NA
"521",522,"--","FOX","2011-06-05","2011-06-07","2011-06-09T10:22:54Z",912,"Registered Voters","Live Phone",48,48,7,1,"http://elections.huffingtonpost.com/pollster/polls/fox-11443","http://www.foxnews.com/interactive/us/2011/06/08/obama-approval-drops-romney-tops-gop-preference/","Nonpartisan","None",NA,1,1,97,49.4845360824742,49.4845360824742,1.03092783505155
"522",523,"--","Ipsos/Reuters","2011-06-03","2011-06-06","2011-06-09T10:47:11Z",1132,"Adults","Live Phone",51,38,5,5,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-11445","http://www.ipsos-na.com/download/pr.aspx?id=10797","Nonpartisan","None",NA,1,5,94,40.4255319148936,54.2553191489362,5.31914893617021
"523",524,"--","Quinnipiac","2011-05-31","2011-06-06","2011-06-08T17:09:22Z",1946,"Registered Voters","Live Phone",47,41,8,2,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-11440","http://www.quinnipiac.edu/x1295.xml?ReleaseID=1608","Nonpartisan","None",NA,1,2,90,45.5555555555556,52.2222222222222,2.22222222222222
"524",525,"--","ABC/Post","2011-06-02","2011-06-05","2011-06-07T10:35:22Z",874,"Registered Voters","Live Phone",46,49,3,2,"http://elections.huffingtonpost.com/pollster/polls/abc-post-11431","http://www.washingtonpost.com/wp-srv/politics/polls/postabcpoll_060511_ATMIDNIGHT.html","Nonpartisan","None",NA,1,2,97,50.5154639175258,47.4226804123711,2.06185567010309
"525",526,"--","YouGov/Economist","2011-05-28","2011-05-31","2011-06-03T12:34:02Z",1000,"Adults","Internet",47,38,16,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-11420","http://cdn.yougov.com/downloads/releases/econ/20110528_econToplines.pdf","Nonpartisan","None",NA,1,0,85,44.7058823529412,55.2941176470588,NA
"526",527,"--","PPP (D)","2011-05-23","2011-05-25","2011-05-26T15:10:43Z",600,"Registered Voters","Automated Phone",49,42,9,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-11387","http://www.publicpolicypolling.com/pdf/PPP_Release_US_0526.pdf","Pollster","Dem",NA,1,0,91,46.1538461538462,53.8461538461538,NA
"527",528,"--","Democracy Corps (D)/Women's Voices. Women Vote.","2011-05-21","2011-05-25","2011-06-03T12:40:49Z",1000,"Likely Voters","Live Phone",48,44,3,NA,"http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-women-s-voices-women-vote-11421","http://www.democracycorps.com/wp-content/files/wvwv052511fq5.pdf","Pollster","Dem",NA,1,0,92,47.8260869565217,52.1739130434783,NA
"528",529,"--","YouGov/Economist","2011-05-14","2011-05-17","2011-05-18T17:55:32Z",900,"Adults","Internet",42,45,13,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-11349","http://cdn.yougov.com/downloads/releases/econ/20110514_econToplines.pdf","Nonpartisan","None",NA,1,0,87,51.7241379310345,48.2758620689655,NA
"529",530,"--","Suffolk","2011-05-10","2011-05-17","2011-05-18T17:33:54Z",1070,"Likely Voters","Live Phone",46,43,10,1,"http://elections.huffingtonpost.com/pollster/polls/suffolk-11348","http://suffolk.edu/46652.html","Nonpartisan","None",NA,1,1,90,47.7777777777778,51.1111111111111,1.11111111111111
"530",531,"--","GWU/Politico (Lake/Tarrance)","2011-05-08","2011-05-12","2011-05-16T08:57:58Z",1000,"Likely Voters","Live Phone",52,40,9,NA,"http://elections.huffingtonpost.com/pollster/polls/gwu-politico-lake-tarrance-11338","http://www.politico.com/static/PPM170_110515_battlegroundfullresults.html","Nonpartisan","None",NA,1,0,92,43.4782608695652,56.5217391304348,NA
"531",532,"--","Ipsos/Reuters","2011-05-05","2011-05-09","2011-05-11T16:21:40Z",1029,"Adults","Live Phone",51,38,5,6,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-11323","http://www.ipsos-na.com/download/pr.aspx?id=10715","Nonpartisan","None",NA,1,6,95,40,53.6842105263158,6.31578947368421
"532",533,"--","PPP (D)","2011-05-05","2011-05-08","2011-05-11T15:43:37Z",814,"Registered Voters","Automated Phone",47,42,11,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-11322","http://www.publicpolicypolling.com/pdf/PPP_Release_US_0511424.pdf","Pollster","Dem",NA,1,0,89,47.1910112359551,52.8089887640449,NA
"533",534,"--","Newsweek/Daily Beast","2011-05-02","2011-05-03","2011-05-04T11:04:28Z",600,"Adults","Live Phone",42,36,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/newsweek-daily-beast-11287","http://www.thedailybeast.com/blogs-and-stories/2011-05-03/obama-approval-numbers-after-bin-laden-kill/","Pollster","Dem",NA,1,0,78,46.1538461538462,53.8461538461538,NA
"534",535,"--","Newsweek/Daily Beast","2011-04-30","2011-05-01","2011-05-04T11:02:11Z",600,"Adults","Live Phone",44,44,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/newsweek-daily-beast-11286","http://www.thedailybeast.com/blogs-and-stories/2011-05-03/obama-approval-numbers-after-bin-laden-kill/","Pollster","Dem",NA,1,0,88,50,50,NA
"535",536,"--","YouGov/Economist","2011-04-23","2011-04-26","2011-05-02T14:57:03Z",1000,"Adults","Internet",46,37,17,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-11274","http://big.assets.huffingtonpost.com/20110426econToplines.pdf","Nonpartisan","None",NA,1,0,83,44.578313253012,55.421686746988,NA
"536",537,"--","YouGov/Economist","2011-04-16","2011-04-19","2011-04-21T17:11:45Z",1000,"Adults","Internet",45,41,14,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-11230","http://cdn.yougov.com/downloads/releases/econ/20110416_econToplines.pdf","Nonpartisan","None",NA,1,0,86,47.6744186046512,52.3255813953488,NA
"537",538,"--","ABC/Post","2011-04-14","2011-04-17","2011-04-19T10:29:52Z",1001,"Adults","Live Phone",49,45,3,3,"http://elections.huffingtonpost.com/pollster/polls/abc-post-11215","http://www.washingtonpost.com/wp-srv/politics/polls/postpoll_04172011.html","Nonpartisan","None",NA,1,3,97,46.3917525773196,50.5154639175258,3.09278350515464
"538",539,"--","Marist/McClatchy","2011-04-10","2011-04-14","2011-04-20T17:18:48Z",1084,"Registered Voters","Live Phone",46,45,9,NA,"http://elections.huffingtonpost.com/pollster/polls/marist-mcclatchy-11226","http://maristpoll.marist.edu/wp-content/misc/usapolls/US110410/2012/Complete%20April%2020th,%202011%20USA%20Poll%20Release%20and%20Tables.pdf","Nonpartisan","None",NA,1,0,91,49.4505494505495,50.5494505494505,NA
"539",540,"--","Democracy Corps (D)/Campaign For America's Future","2011-04-10","2011-04-12","2011-04-15T16:46:48Z",1000,"Likely Voters","Live Phone",46,48,3,NA,"http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-campaign-for-america-s-future-11205","http://www.democracycorps.com/wp-content/files/fq4.pdf","Pollster","Dem",NA,1,0,94,51.063829787234,48.936170212766,NA
"540",541,"--","PPP (D)","2011-04-07","2011-04-10","2011-04-14T12:50:04Z",532,"Registered Voters","Automated Phone",47,41,12,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-11197","http://www.publicpolicypolling.com/pdf/PPP_Release_US_04131205.pdf","Pollster","Dem",NA,1,0,88,46.5909090909091,53.4090909090909,NA
"541",542,"--","Fairleigh Dickinson","2011-03-21","2011-03-28","2011-03-31T14:38:26Z",800,"Registered Voters","Live Phone",44,43,12,NA,"http://elections.huffingtonpost.com/pollster/polls/fairleigh-dickinson-11136","http://publicmind.fdu.edu/2011/1103prez/","Nonpartisan","None",NA,1,0,87,49.4252873563218,50.5747126436782,NA
"542",543,"--","PPP (D)","2011-03-10","2011-03-13","2011-03-16T16:41:35Z",642,"Registered Voters","Automated Phone",47,42,12,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-11070","http://www.publicpolicypolling.com/pdf/PPP_Release_US_0216424.pdf","Pollster","Dem",NA,1,0,89,47.1910112359551,52.8089887640449,NA
"543",544,"--","Rasmussen","2011-03-06","2011-03-09","2011-04-12T17:34:26Z",2000,"Likely Voters","Automated Phone",45,40,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-11189","http://www.rasmussenreports.com/public_content/politics/elections/election_2012/2012_presidential_matchups","Nonpartisan","None",NA,1,0,85,47.0588235294118,52.9411764705882,NA
"544",545,"--","NBC/WSJ","2011-02-24","2011-02-28","2011-03-03T10:13:43Z",1000,"Adults","Live Phone",49,40,5,6,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-11019","http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/2-24-28-11.pdf","Nonpartisan","None",NA,1,6,95,42.1052631578947,51.5789473684211,6.31578947368421
"545",546,"--","Newsweek/Daily Beast","2011-02-12","2011-02-15","2011-02-22T17:53:22Z",918,"Likely Voters","Live Phone",49,47,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/newsweek-daily-beast-10985","http://www.thedailybeast.com/blogs-and-stories/2011-02-21/obama-hits-50-percent-approval-rating-according-to-new-newsweekdaily-beast-poll/","Pollster","Dem",NA,1,0,96,48.9583333333333,51.0416666666667,NA
"546",547,"--","PPP (D)","2011-02-11","2011-02-13","2011-02-16T12:47:04Z",600,"Likely Voters","Automated Phone",46,41,13,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-10968","http://www.publicpolicypolling.com/pdf/PPP_Release_US_0216.pdf","Pollster","Dem",NA,1,0,87,47.1264367816092,52.8735632183908,NA
"547",548,"--","Democracy Corps (D)","2011-02-07","2011-02-09","2011-02-15T15:59:19Z",1001,"Likely Voters","Live Phone",48,46,3,2,"http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-10963","http://www.democracycorps.com/wp-content/files/dcor020911fq2.dcorps.pdf","Pollster","Dem",NA,1,2,96,47.9166666666667,50,2.08333333333333
"548",549,"--","FOX","2011-02-07","2011-02-09","2011-02-11T17:09:22Z",900,"Registered Voters","Live Phone",48,41,3,2,"http://elections.huffingtonpost.com/pollster/polls/fox-10952","http://www.foxnews.com/projects/pdf/021111_2012_election_web.pdf","Nonpartisan","None",NA,1,2,91,45.0549450549451,52.7472527472528,2.1978021978022
"549",550,"--","PPP (D)","2011-01-14","2011-01-16","2011-01-20T13:06:15Z",632,"Registered Voters","Automated Phone",48,43,9,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-10858","http://www.publicpolicypolling.com/pdf/PPP_Release_National_0120806.pdf","Pollster","Dem",NA,1,0,91,47.2527472527472,52.7472527472528,NA
"550",551,"--","Democracy Corps (D)/Campaign for America's Future","2011-01-09","2011-01-12","2011-01-18T16:52:51Z",800,"Likely Voters","Live Phone",48,46,3,2,"http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-campaign-for-america-s-future-10847","http://www.democracycorps.com/wp-content/files/dcor011211fqCAF.pdf","Pollster","Dem",NA,1,2,96,47.9166666666667,50,2.08333333333333
"551",552,"--","Marist/McClatchy","2011-01-06","2011-01-10","2011-01-14T10:11:10Z",827,"Registered Voters","Live Phone",51,38,11,NA,"http://elections.huffingtonpost.com/pollster/polls/marist-mcclatchy-10827","http://maristpoll.marist.edu/wp-content/misc/usapolls/US110106/Obama/Complete%20January%2014,%202011%20USA%20Poll%20Release%20and%20Tables.pdf","Nonpartisan","None",NA,1,0,89,42.6966292134831,57.3033707865169,NA
"552",553,"--","Rasmussen","2011-01-03","2011-01-04","2011-02-07T17:23:37Z",2000,"Likely Voters","Automated Phone",42,44,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-10923","http://www.rasmussenreports.com/public_content/politics/elections/election_2012/romney_huckabee_even_with_obama_other_gop_hopefuls_trail","Nonpartisan","None",NA,1,0,86,51.1627906976744,48.8372093023256,NA
"553",554,"--","Zogby (Internet)","2010-12-30","2011-01-03","2011-01-04T16:07:27Z",2073,"Likely Voters","Internet",41,41,6,12,"http://elections.huffingtonpost.com/pollster/polls/zogby-internet-10788","http://www.zogby.com/news/ReadNews.cfm?ID=1937","Nonpartisan","None",NA,1,12,94,43.6170212765958,43.6170212765958,12.7659574468085
"554",555,"--","NBC/WSJ","2010-12-09","2010-12-13","2010-12-16T11:16:33Z",1000,"Adults","Live Phone",47,40,7,6,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-10738","http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/101770%20Dec%20NBC-WSJ%20Filled%20inV1.pdf","Nonpartisan","None",NA,1,6,93,43.010752688172,50.5376344086022,6.45161290322581
"555",556,"--","Politico / Penn Schoen Berland","2010-12-03","2010-12-08","2010-12-15T17:47:12Z",1668,"Adults","Internet",40,33,27,NA,"http://elections.huffingtonpost.com/pollster/polls/politico-penn-schoen-berland-10735","http://www.politico.com/static/PPM187_politicoreport.html","Sponsor","Other",NA,1,0,73,45.2054794520548,54.7945205479452,NA
"556",557,"--","Zogby (Internet)","2010-11-19","2010-11-22","2010-11-22T17:52:37Z",2032,"Likely Voters","Internet",38,44,3,15,"http://elections.huffingtonpost.com/pollster/polls/zogby-internet-10655","http://www.zogby.com/news/ReadNews.cfm?ID=1924","Nonpartisan","None",NA,1,15,97,45.360824742268,39.1752577319588,15.4639175257732
"557",558,"--","PPP (D)","2010-11-19","2010-11-21","2010-11-29T16:01:16Z",707,"Registered Voters","Automated Phone",47,46,7,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-10667","http://www.publicpolicypolling.com/pdf/PPP_Release_National_1129.pdf","Pollster","Dem",NA,1,0,93,49.4623655913978,50.5376344086022,NA
"558",559,"--","Quinnipiac","2010-11-08","2010-11-15","2010-11-22T12:44:56Z",2424,"Registered Voters","Live Phone",44,45,9,2,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-10653","http://www.quinnipiac.edu/x1295.xml?ReleaseID=1538","Nonpartisan","None",NA,1,2,91,49.4505494505495,48.3516483516484,2.1978021978022
"559",560,"--","Politico / Penn Schoen Berland","2010-11-08","2010-11-11","2010-11-16T10:55:05Z",1668,"Adults","Internet",40,32,28,NA,"http://elections.huffingtonpost.com/pollster/polls/politico-penn-schoen-berland-10632","http://www.politico.com/static/PPM182_101115_report_nov.html","Sponsor","Other",NA,1,0,72,44.4444444444444,55.5555555555556,NA
"560",561,"--","CNN","2010-10-27","2010-10-30","2010-11-08T12:06:30Z",921,"Registered Voters","Live Phone",45,50,1,3,"http://elections.huffingtonpost.com/pollster/polls/cnn-10568","http://politicalticker.blogs.cnn.com/2010/11/04/cnn-poll-obama-vs-palin-in-2012/","Nonpartisan","None",NA,1,3,98,51.0204081632653,45.9183673469388,3.06122448979592
"561",562,"--","FOX","2010-09-28","2010-09-29","2010-11-08T12:04:22Z",900,"Registered Voters","Live Phone",41,40,11,7,"http://elections.huffingtonpost.com/pollster/polls/fox-10567","http://www.foxnews.com/projects/pdf/100110_fox_news_poll.pdf","Nonpartisan","None",NA,1,7,88,45.4545454545455,46.5909090909091,7.95454545454545
"562",563,"--","PPP (D)","2010-09-10","2010-09-13","2010-09-17T15:16:02Z",590,"Registered Voters","Automated Phone",46,43,11,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-9153","http://www.publicpolicypolling.com/pdf/PPP_Release_National_917.pdf","Pollster","Dem",NA,1,0,89,48.314606741573,51.685393258427,NA
"563",564,"--","Politico / Penn Schoen Berland","2010-08-06","2010-08-11","2010-11-08T12:00:01Z",1668,"Adults","Internet",42,33,24,NA,"http://elections.huffingtonpost.com/pollster/polls/politico-penn-schoen-berland-10566","http://www.politico.com/static/PPM152_1008013_politicoreport.html","Sponsor","Other",NA,1,0,75,44,56,NA
"564",565,"--","PPP (D)","2010-08-06","2010-08-09","2010-08-13T03:54:21Z",606,"Registered Voters","Automated Phone",45,42,13,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-8694","http://www.publicpolicypolling.com/pdf/PPP_Release_National_812.pdf","Pollster","Dem",NA,1,0,87,48.2758620689655,51.7241379310345,NA
"565",566,"--","Zogby (Internet)","2010-07-16","2010-07-19","2010-11-08T11:54:08Z",8487,"Likely Voters","Internet",45,43,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/zogby-internet-10565","http://politics.usnews.com/news/blogs/washington-whispers/2010/07/27/poll-obama-beats-romney-palin-and-dirty-harry","Nonpartisan","None",NA,1,0,88,48.8636363636364,51.1363636363636,NA
"566",567,"--","Politico / Penn Schoen Berland","2010-07-09","2010-07-14","2010-11-08T11:50:54Z",1011,"Adults","Internet",39,35,26,NA,"http://elections.huffingtonpost.com/pollster/polls/politico-penn-schoen-berland-10564","http://www.politico.com/static/PPM136_100718_poll_report.html","Sponsor","Other",NA,1,0,74,47.2972972972973,52.7027027027027,NA
"567",568,"--","PPP (D)","2010-07-09","2010-07-12","2010-07-15T08:49:24Z",667,"Registered Voters","Automated Phone",43,46,11,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-8343","http://www.publicpolicypolling.com/pdf/PPP_Release_National_715.pdf","Pollster","Dem",NA,1,0,89,51.685393258427,48.314606741573,NA
"568",569,"--","PPP (D)","2010-06-04","2010-06-07","2010-06-10T12:17:39Z",650,"Registered Voters","Automated Phone",45,42,13,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-8074","http://www.publicpolicypolling.com/pdf/PPP_Release_National_610.pdf","Pollster","Dem",NA,1,0,87,48.2758620689655,51.7241379310345,NA
"569",570,"--","PPP (D)","2010-05-07","2010-05-09","2010-05-12T15:17:23Z",707,"Registered Voters","Automated Phone",46,44,11,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-7857","http://www.publicpolicypolling.com/pdf/PPP_Release_National_512.pdf","Pollster","Dem",NA,1,0,90,48.8888888888889,51.1111111111111,NA
"570",571,"--","CNN","2010-04-09","2010-04-11","2010-11-08T11:40:42Z",907,"Registered Voters","Live Phone",53,45,NA,1,"http://elections.huffingtonpost.com/pollster/polls/cnn-10563","http://i2.cdn.turner.com/cnn/2010/images/04/13/rel7d.pdf","Nonpartisan","None",NA,1,1,99,45.4545454545455,53.5353535353535,1.01010101010101
"571",572,"--","PPP (D)","2010-04-09","2010-04-11","2010-04-15T09:22:40Z",622,"Registered Voters","Automated Phone",44,45,10,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-7610","http://www.publicpolicypolling.com/pdf/PPP_Release_National_415.pdf","Pollster","Dem",NA,1,0,89,50.561797752809,49.438202247191,NA
"572",573,"--","Clarus","2010-03-17","2010-03-20","2010-11-08T11:36:08Z",1050,"Registered Voters","Live Phone",45,41,14,NA,"http://elections.huffingtonpost.com/pollster/polls/clarus-10562","http://www.clarusrg.com/sites/default/files/Clarus_March%2025.pdf","Nonpartisan","None",NA,1,0,86,47.6744186046512,52.3255813953488,NA
"573",574,"--","PPP (D)","2010-03-12","2010-03-14","2010-03-18T09:19:18Z",1403,"Registered Voters","Automated Phone",44,44,12,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-7372","http://www.publicpolicypolling.com/pdf/PPP_Release_National_318.pdf","Pollster","Dem",NA,1,0,88,50,50,NA
"574",575,"--","PPP (D)","2010-02-13","2010-02-15","2010-02-18T10:39:08Z",743,"Registered Voters","Automated Phone",45,43,12,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-7167","http://www.publicpolicypolling.com/pdf/PPP_Release_National_2181205.pdf","Pollster","Dem",NA,1,0,88,48.8636363636364,51.1363636363636,NA
"575",576,"--","PPP (D)","2010-01-18","2010-01-19","2010-01-22T10:41:32Z",1151,"Registered Voters","Automated Phone",44,42,15,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-6970","http://www.publicpolicypolling.com/pdf/PPP_Release_National_122.pdf","Pollster","Dem",NA,1,0,86,48.8372093023256,51.1627906976744,NA
"576",577,"--","FOX","2010-01-12","2010-01-13","2010-11-08T11:26:58Z",900,"Registered Voters","Live Phone",47,35,10,5,"http://elections.huffingtonpost.com/pollster/polls/fox-10561","http://www.foxnews.com/projects/pdf/012110_poll.pdf","Nonpartisan","None",NA,1,5,87,40.2298850574713,54.0229885057471,5.74712643678161
"577",578,"--","PPP (D)","2009-12-04","2009-12-07","2009-12-10T08:10:07Z",1253,"Registered Voters","Automated Phone",47,42,12,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-6695","http://www.publicpolicypolling.com/pdf/surveys/2009_Archives/PPP_Release_National_1210.pdf","Pollster","Dem",NA,1,0,89,47.1910112359551,52.8089887640449,NA
"578",579,"--","Rasmussen","2009-11-24","2009-11-24","2009-11-25T08:50:13Z",800,"Likely Voters","Automated Phone",44,44,5,6,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-6608","http://www.rasmussenreports.com/public_content/politics/elections2/election_2012/toplines/toplines_lou_dobbs_november_24_2009","Nonpartisan","None",NA,1,6,94,46.8085106382979,46.8085106382979,6.38297872340426
"579",580,"--","PPP (D)","2009-11-13","2009-11-15","2009-11-20T08:45:21Z",1066,"Registered Voters","Automated Phone",48,43,9,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-6581","http://www.publicpolicypolling.com/pdf/surveys/2009_Archives/PPP_Release_National_1120.pdf","Pollster","Dem",NA,1,0,91,47.2527472527472,52.7472527472528,NA
