HINDI,County,Municipality,Reporting Unit,Registrants,Late Registrants,Election Day Registrants,Total Ballots,Total Voters,Paper Ballots,Optical Scan Ballots,DRE,Ballot Marking Device,Ballots Counted At,Total Election Inspectors,Split Shifts?,Difficulty Obtaining?,16-17,18-25,26-40,41-60,61-70,71+,Polling Place Name,Shared?,Provisional - Identification,Provisional - No DL,Counted,Rejected,Absentee Issued,Absentee In-Person,Absentee Not Returned,Absentee Undeliverable,Received by Election Day?,Counted?,Rejected2,Late (Received after the election),FWAB Received,FWAB Counted,FWAB Rejected,FWAB Late,Military Issued,Military Sent but not returned?,Military Undeliverable,Military Received by Election Day?,Military Counted,Military Rejected,Military Late,Overseas Issued,Overseas Sent but not returned?,Overseas Undeliverable,Overseas Received by Election Day?,Overseas Counted,Overseas Rejected,Overseas Late
49113,POLK COUNTY,VILLAGE OF CLEAR LAKE,Wards 1-2,563,11,79,500,500,42,0,458,0,Polling Place,4,No,3 Neither difficult nor easy,0,0,0,0,0,4,Clear Lake Muncipal Build,No,0,0,0,0,39,20,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49116,POLK COUNTY,VILLAGE OF DRESSER,Ward 1,498,10,74,433,433,234,0,199,0,Polling Place,14,Yes,2 Somewhat difficult,0,0,3,0,2,9,Village of Dresser,Yes,0,0,0,0,45,32,0,0,45,45,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
49126,POLK COUNTY,VILLAGE OF FREDERIC,Ward 1-2,587,0,87,521,521,281,0,240,0,Polling Place,9,Yes,2 Somewhat difficult,0,1,2,6,0,0,Frederic Village Hall,No,0,0,0,0,64,21,2,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49146,POLK COUNTY,VILLAGE OF LUCK,Ward 1-2,878,130,110,572,572,0,253,319,0,Polling Place,5,No,3 Neither difficult nor easy,0,0,0,0,2,3,Luck Village Hall,No,0,0,0,0,87,70,0,0,87,87,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
49151,POLK COUNTY,VILLAGE OF MILLTOWN,Ward 1,429,4,76,390,390,123,0,266,0,Polling Place,5,No,3 Neither difficult nor easy,0,0,0,2,2,1,Milltown community Center,No,0,0,0,0,26,15,0,1,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49165,POLK COUNTY,VILLAGE OF OSCEOLA,Ward 1-3,1466,10,236,1202,1202,0,331,871,0,Polling Place,14,Yes,1 Very difficult,0,0,0,3,6,5,Osceola High School,No,0,0,0,0,192,0,0,0,185,184,1,0,0,0,0,0,4,3,0,1,1,0,0,0,0,0,0,0,0,0
49186,POLK COUNTY,VILLAGE OF TURTLE LAKE,Ward 2A,43,0,5,34,34,3,0,31,0,Polling Place,9,Yes,1 Very difficult,0,0,1,1,4,4,Turtle Lake MunicipalBldg,Yes,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49186,POLK COUNTY,VILLAGE OF TURTLE LAKE,Ward 2B,0,0,0,0,0,0,0,0,0,Polling Place,9,Yes,1 Very difficult,0,0,1,1,4,4,Turtle Lake MunicipalBldg,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49201,POLK COUNTY,CITY OF AMERY,Wards 1-5,1603,48,207,1379,1379,348,0,1031,0,Polling Place,11,Yes,2 Somewhat difficult,0,0,0,1,3,7,Amery City Hall,Yes,0,2,0,2,367,165,4,0,346,346,4,2,0,0,0,0,5,1,0,4,4,0,0,1,0,0,1,1,0,0
49281,POLK COUNTY,CITY OF ST. CROIX FALLS,Ward 1-4,1371,31,201,1109,1111,309,0,800,0,Polling Place,13,Yes,2 Somewhat difficult,0,0,0,0,2,11,City Hall,No,4,0,1,3,218,149,3,2,213,213,0,0,0,0,0,0,3,0,0,3,3,0,0,1,1,0,0,0,0,0
50002,PORTAGE COUNTY,TOWN OF ALBAN,Ward 1,548,3,43,496,496,1,494,0,1,Polling Place,8,Yes,3 Neither difficult nor easy,0,0,0,3,3,2,Central WI Electric Coop,No,0,0,0,0,36,13,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
50004,PORTAGE COUNTY,TOWN OF ALMOND,Ward 1,434,2,48,400,400,400,0,0,0,Polling Place,5,No,5 Very easy,0,0,0,0,5,0,Almond American Legion,No,0,0,0,0,27,18,0,0,27,27,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0
50006,PORTAGE COUNTY,TOWN OF AMHERST,Wards 1-2,940,8,75,844,844,0,844,0,0,Polling Place,6,Yes,4 Somewhat easy,0,0,0,1,1,4,MUNICIPAL BUILDING,No,0,0,0,0,96,86,0,0,96,0,96,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
50008,PORTAGE COUNTY,TOWN OF BELMONT,Ward 1,390,2,39,350,350,350,0,0,0,Polling Place,5,No,5 Very easy,0,1,0,1,2,1,town hall,No,0,0,0,0,31,22,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50010,PORTAGE COUNTY,TOWN OF BUENA VISTA,Wards 1-2,741,1,42,666,666,0,666,0,0,Polling Place,5,No,3 Neither difficult nor easy,0,0,0,3,1,1,MUNICIPAL BUILDING,No,0,0,0,0,43,15,1,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50012,PORTAGE COUNTY,TOWN OF CARSON,Wards 1-2,891,3,73,827,827,827,0,0,0,Polling Place,5,No,2 Somewhat difficult,0,0,0,0,0,5,MUNICIPAL BUILDING,No,0,0,0,0,88,0,2,0,86,0,85,1,0,0,0,0,7,7,0,7,7,0,0,1,0,0,1,1,0,0
50014,PORTAGE COUNTY,TOWN OF DEWEY,Ward 1,638,10,38,585,585,0,585,0,0,Polling Place,5,No,4 Somewhat easy,0,0,1,2,2,0,TOWN HALL,No,0,0,0,0,57,30,1,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
50016,PORTAGE COUNTY,TOWN OF EAU PLEINE,Ward 1,628,2,57,583,583,583,0,0,0,Polling Place,7,No,5 Very easy,0,0,0,0,3,4,TOWN HALL,No,0,0,0,0,33,21,0,0,12,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
50018,PORTAGE COUNTY,TOWN OF GRANT,"Wards 1-2,4",988,7,92,899,899,0,899,0,0,Polling Place,9,Yes,4 Somewhat easy,0,0,0,3,4,2,TOWN HALL,Yes,0,0,0,0,81,50,2,0,79,0,78,1,0,0,0,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0
50018,PORTAGE COUNTY,TOWN OF GRANT,Ward 3,253,0,23,229,229,0,229,0,0,Polling Place,9,Yes,4 Somewhat easy,0,0,0,3,4,2,town hall,Yes,0,0,0,0,15,6,1,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
50020,PORTAGE COUNTY,TOWN OF HULL,Wards 1-3,1241,26,77,1101,1101,0,1101,0,0,Polling Place,11,No,3 Neither difficult nor easy,0,0,0,4,4,3,Town of Hull,Yes,0,0,0,0,395,358,3,0,392,392,0,0,0,0,0,1,2,1,0,1,1,0,0,1,0,0,1,1,0,0
50020,PORTAGE COUNTY,TOWN OF HULL,Wards 4-5,1141,40,73,1026,1026,0,1026,0,0,Polling Place,11,No,3 Neither difficult nor easy,0,0,0,4,4,3,Town of Hull,Yes,0,0,0,0,396,352,0,0,394,394,0,2,0,0,0,0,5,0,0,3,3,0,2,0,0,0,0,0,0,0
50020,PORTAGE COUNTY,TOWN OF HULL,Wards 6-8,1265,21,62,1130,1130,0,1130,0,0,Polling Place,11,No,3 Neither difficult nor easy,0,0,0,4,4,3,Town of Hull,Yes,0,0,0,0,470,429,4,0,464,464,1,1,0,0,0,0,3,0,0,2,2,0,1,2,0,0,2,2,0,0
50022,PORTAGE COUNTY,TOWN OF LANARK,Wards 1-2,982,8,97,871,871,0,871,0,0,Polling Place,10,Yes,4 Somewhat easy,0,0,0,1,6,3,Town Hall,No,0,0,0,0,101,59,0,0,101,101,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,2,0,0
50024,PORTAGE COUNTY,TOWN OF LINWOOD,Wards 1-2,768,1,46,676,676,676,0,0,0,Polling Place,5,No,4 Somewhat easy,0,0,0,0,4,2,TOWN HALL,No,0,0,0,0,58,30,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50026,PORTAGE COUNTY,TOWN OF NEW HOPE,Ward 1,553,2,36,490,490,490,0,0,0,Polling Place,5,No,3 Neither difficult nor easy,0,0,0,1,4,0,NORTH NEW HOPE CHURCH,No,0,0,0,0,47,28,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50028,PORTAGE COUNTY,TOWN OF PINE GROVE,Wards 1-2,435,0,50,376,376,375,0,0,1,Polling Place,6,No,2 Somewhat difficult,0,0,0,1,2,3,Municipal Center,No,0,0,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50030,PORTAGE COUNTY,TOWN OF PLOVER,Ward 1-3,989,20,79,882,882,1,881,0,0,Polling Place,13,Yes,4 Somewhat easy,0,1,0,1,8,3,TOWN OF PLOVER,No,0,0,0,0,204,183,1,0,203,202,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
50032,PORTAGE COUNTY,TOWN OF SHARON,Wards 1-3,1366,16,81,1232,1232,0,1232,0,0,Polling Place,5,No,4 Somewhat easy,0,0,1,1,1,2,SHARON TOWN HALL,Yes,0,0,0,0,135,89,2,0,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50034,PORTAGE COUNTY,TOWN OF STOCKTON,Ward 1-5,1960,39,151,1796,1796,0,1796,0,2,Polling Place,17,Yes,4 Somewhat easy,0,0,1,7,8,1,Town of Stockton,No,0,0,0,0,403,317,1,0,401,401,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
50101,PORTAGE COUNTY,VILLAGE OF ALMOND,Ward 1,226,0,30,200,200,200,0,0,0,Polling Place,5,No,3 Neither difficult nor easy,0,0,0,1,4,0,Almond municipal Center,No,1,0,0,0,6,4,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50102,PORTAGE COUNTY,VILLAGE OF AMHERST,Ward 1-2,675,3,57,569,569,569,0,0,0,Polling Place,12,Yes,5 Very easy,0,0,0,1,9,2,Village Hall,No,0,0,0,0,79,79,0,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50103,PORTAGE COUNTY,VILLAGE OF AMHERST JUNCTION,Ward 1,0,6,28,205,0,205,0,0,0,Polling Place,3,No,2 Somewhat difficult,0,0,0,2,1,0,VILLAGE HALL,No,0,0,0,0,17,13,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50141,PORTAGE COUNTY,VILLAGE OF JUNCTION CITY,Ward 1,209,1,24,190,190,190,0,0,0,Polling Place,6,Yes,3 Neither difficult nor easy,0,0,0,0,2,4,Village Hall,No,0,0,0,0,18,4,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50151,PORTAGE COUNTY,VILLAGE OF MILLADORE,Ward 2,4,0,1,3,3,3,0,0,0,Polling Place,7,Yes,1 Very difficult,0,0,0,0,5,2,Village of Milladore offi,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50161,PORTAGE COUNTY,VILLAGE OF NELSONVILLE,Ward 1,111,0,111,97,97,66,0,0,31,Polling Place,6,Yes,2 Somewhat difficult,0,0,1,0,0,5,TOMORROW VALLEY AG,No,0,0,0,0,4,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50171,PORTAGE COUNTY,VILLAGE OF PARK RIDGE,Ward 1,372,18,28,351,351,347,0,4,0,Polling Place,1,Yes,5 Very easy,0,0,0,3,6,2,Park Ridge Village Hall,No,0,0,0,0,44,33,0,0,44,44,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
50173,PORTAGE COUNTY,VILLAGE OF PLOVER,Ward 1-3,2444,137,189,2162,2163,0,2162,0,0,Polling Place,13,Yes,2 Somewhat difficult,0,0,1,1,2,9,Plover Municipal Building,Yes,0,0,0,0,1497,1387,6,0,1489,1488,1,1,0,0,0,0,4,1,0,3,3,0,0,2,0,0,2,2,0,0
50173,PORTAGE COUNTY,VILLAGE OF PLOVER,Ward 7-9,1990,104,311,1762,1762,0,1792,0,0,Polling Place,5,Yes,2 Somewhat difficult,0,0,0,1,2,2,Plover Municipal Building,Yes,5,0,1,4,1055,935,3,0,1051,1050,1,1,0,0,0,0,6,2,0,1,1,0,0,2,1,0,1,1,0,1
50173,PORTAGE COUNTY,VILLAGE OF PLOVER,Ward 4-6,2935,99,147,2580,2579,0,2580,0,0,Polling Place,13,Yes,2 Somewhat difficult,0,0,1,1,2,9,Plover Municipal Building,Yes,1,0,0,1,1887,1718,6,0,1881,1879,2,1,0,0,0,0,5,1,0,3,3,0,0,2,0,0,2,2,0,0
50176,PORTAGE COUNTY,VILLAGE OF ROSHOLT,Ward 1,280,8,41,249,249,227,0,0,22,Polling Place,6,Yes,3 Neither difficult nor easy,0,0,1,1,1,3,Rosholt Village Hall,No,0,0,0,0,30,27,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50191,PORTAGE COUNTY,VILLAGE OF WHITING,Wards 1-4,1089,23,80,988,986,0,986,0,0,Polling Place,10,Yes,1 Very difficult,0,0,0,0,2,8,Municipal Center,No,0,0,0,0,274,194,9,1,265,261,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50281,PORTAGE COUNTY,CITY OF STEVENS POINT,"Wards 37,39",0,1,1,2,2,0,2,0,0,Polling Place,11,Yes,2 Somewhat difficult,0,0,0,2,8,1,Stevens Point Transit,Yes,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50281,PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 19-21,1403,51,171,1159,1159,0,1159,0,0,Polling Place,11,Yes,2 Somewhat difficult,0,0,0,1,6,4,National Guard Armory,Yes,1,0,1,0,435,304,4,4,427,427,0,0,0,0,0,0,2,0,1,1,1,0,0,2,0,0,2,2,0,0
50281,PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 22-24,1623,52,128,1412,1412,0,1412,0,0,Polling Place,13,Yes,2 Somewhat difficult,0,0,1,2,4,6,St Pauls United Methodist,Yes,0,0,0,0,547,476,6,1,537,537,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
50281,PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 31-33,1731,66,320,1203,1203,0,1203,0,0,Polling Place,13,Yes,1 Very difficult,0,0,2,3,3,5,Convention & Visitors Bur,Yes,0,0,0,0,363,279,3,4,353,353,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50281,PORTAGE COUNTY,CITY OF STEVENS POINT,"Wards 34,42",0,0,0,0,0,0,0,0,0,Polling Place,13,Yes,1 Very difficult,0,0,2,3,3,5,Convention & Visitors Bur,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50281,PORTAGE COUNTY,CITY OF STEVENS POINT,"Wards 36,38,41",0,0,0,0,0,0,0,0,0,Polling Place,11,Yes,2 Somewhat difficult,0,0,0,1,6,4,National Guard Armory,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50281,PORTAGE COUNTY,CITY OF STEVENS POINT,"Wards 35,40,43",2,1,0,2,2,0,2,0,0,Polling Place,13,Yes,2 Somewhat difficult,0,0,1,2,4,6,St Pauls United Methodist,Yes,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50281,PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 28-30,1546,59,160,1287,1287,0,1287,0,0,Polling Place,12,Yes,2 Somewhat difficult,0,0,0,0,5,7,Health Care Center,No,0,0,0,0,519,456,3,5,511,511,0,0,0,0,0,0,2,1,0,1,1,0,0,2,0,0,2,2,0,0
50281,PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 25-27,1371,36,162,1117,1117,0,1117,0,0,Polling Place,11,Yes,2 Somewhat difficult,0,0,1,2,6,2,Lincoln Center,No,0,0,0,0,333,288,3,4,326,326,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0
50281,PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 16-18,1713,45,122,1523,1523,0,1523,0,0,Polling Place,11,Yes,2 Somewhat difficult,0,0,0,2,8,1,Stevens Point Transit,Yes,0,0,0,0,635,542,4,4,627,627,0,0,0,0,0,0,2,0,0,2,2,0,0,1,1,0,0,0,0,0
50281,PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 1-3,1742,86,306,1269,1269,0,1269,0,0,Polling Place,15,Yes,2 Somewhat difficult,0,0,1,4,6,4,Hi-Rise,No,1,1,1,0,419,379,2,4,413,412,1,0,0,0,0,0,3,1,0,2,2,0,0,3,0,0,3,3,0,0
50281,PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 4-6,1890,79,335,1384,1384,0,1384,0,0,Polling Place,15,Yes,2 Somewhat difficult,0,0,1,3,4,7,Recreation Center,No,0,0,0,0,476,434,1,1,474,474,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0
50281,PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 7-9,1763,85,382,1336,1336,0,1336,0,0,Polling Place,13,Yes,2 Somewhat difficult,0,0,0,0,8,5,Dreyfus Center,No,0,0,0,0,391,343,3,3,385,385,0,0,0,0,0,0,2,1,0,1,1,0,0,2,0,0,2,2,0,0
50281,PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 10-12,1410,48,176,1088,1088,0,1088,0,0,Polling Place,11,Yes,2 Somewhat difficult,0,0,0,3,2,6,Mid-State,No,0,0,0,0,311,262,2,6,303,303,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,1,1,0,0
50281,PORTAGE COUNTY,CITY OF STEVENS POINT,Wards 13-15,1505,45,162,1221,1221,0,1221,0,0,Polling Place,11,Yes,2 Somewhat difficult,0,0,0,4,5,2,Jefferson School,No,0,0,0,0,398,360,2,0,395,395,0,1,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,2,0,0
51002,PRICE COUNTY,TOWN OF CATAWBA,Ward 1,162,1,8,137,137,79,0,58,0,Polling Place,3,No,3 Neither difficult nor easy,0,0,0,1,1,1,,No,0,0,0,0,18,11,0,0,18,18,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
51004,PRICE COUNTY,TOWN OF EISENSTEIN,Wards 1-2,438,0,22,359,359,237,0,122,0,Polling Place,5,No,2 Somewhat difficult,0,0,0,1,0,4,,No,0,0,0,0,29,1,2,0,27,27,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
51006,PRICE COUNTY,TOWN OF ELK,Wards 1-2,717,0,30,625,625,306,0,319,0,Polling Place,6,Yes,2 Somewhat difficult,0,0,1,0,4,1,,No,0,0,0,0,89,17,0,0,89,86,3,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
51008,PRICE COUNTY,TOWN OF EMERY,Ward 1,216,0,16,188,188,101,0,87,0,Polling Place,5,Yes,5 Very easy,0,0,0,3,2,0,,No,0,0,0,0,23,5,1,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51010,PRICE COUNTY,TOWN OF FIFIELD,Ward 1,437,5,24,378,378,224,0,154,0,Polling Place,5,No,2 Somewhat difficult,0,0,0,0,1,4,,No,0,0,0,0,37,16,1,0,36,36,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
51010,PRICE COUNTY,TOWN OF FIFIELD,Ward 2,206,5,4,190,190,55,0,135,0,Polling Place,3,No,2 Somewhat difficult,0,0,0,0,2,1,,No,0,0,0,0,26,19,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51012,PRICE COUNTY,TOWN OF FLAMBEAU,Ward 1,338,4,22,294,294,132,0,162,0,Polling Place,7,Yes,4 Somewhat easy,0,0,1,0,5,1,,No,0,0,0,0,26,11,2,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51014,PRICE COUNTY,TOWN OF GEORGETOWN,Ward 1,114,0,6,88,88,55,0,33,0,Polling Place,4,Yes,3 Neither difficult nor easy,0,0,0,0,3,1,Kennan-Georgetown Mun. Bl,Yes,0,0,0,0,3,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51016,PRICE COUNTY,TOWN OF HACKETT,Ward 1,129,1,4,117,117,20,0,97,0,Polling Place,6,Yes,2 Somewhat difficult,0,0,0,2,3,1,Hackett Town Hall,No,0,0,0,0,9,7,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51018,PRICE COUNTY,TOWN OF HARMONY,Ward 1,143,0,12,134,134,16,0,118,0,Polling Place,3,No,5 Very easy,0,0,0,0,3,0,,No,0,0,0,0,10,4,0,0,10,10,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
51020,PRICE COUNTY,TOWN OF HILL,Ward 1,210,1,19,203,203,27,0,176,0,Polling Place,3,No,3 Neither difficult nor easy,0,0,0,2,1,0,,No,0,0,0,0,25,13,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51022,PRICE COUNTY,TOWN OF KENNAN,Ward 1,204,3,24,167,169,110,0,57,0,Polling Place,5,Yes,2 Somewhat difficult,0,0,0,1,0,4,Kennan-Georgetown Mun Bld,Yes,0,0,0,0,5,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51024,PRICE COUNTY,TOWN OF KNOX,Ward 1,209,0,12,169,169,8,0,161,0,Polling Place,3,No,2 Somewhat difficult,0,0,0,0,0,3,,No,0,0,0,0,6,2,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51026,PRICE COUNTY,TOWN OF LAKE,Wards 1-2,779,7,49,675,675,562,0,113,0,Polling Place,10,Yes,3 Neither difficult nor easy,0,0,0,0,2,8,,No,0,0,0,0,71,48,4,0,49,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51028,PRICE COUNTY,TOWN OF OGEMA,Ward 1,451,0,54,416,416,146,0,270,0,Polling Place,5,Yes,4 Somewhat easy,0,0,1,1,2,1,,No,0,0,0,0,36,3,0,36,0,35,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
51030,PRICE COUNTY,TOWN OF PRENTICE,Ward 1,263,0,24,241,241,129,0,112,0,Polling Place,6,Yes,5 Very easy,0,0,0,0,6,0,,No,0,0,0,0,7,4,1,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51032,PRICE COUNTY,TOWN OF SPIRIT,Ward 1,191,0,22,180,180,87,0,93,0,Polling Place,5,No,3 Neither difficult nor easy,0,0,0,0,2,3,,No,0,0,0,0,8,2,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51034,PRICE COUNTY,TOWN OF WORCESTER,Wards 1-3,1130,15,70,1005,1005,393,0,612,0,Polling Place,6,Yes,5 Very easy,0,0,0,0,6,0,,No,0,0,0,0,135,71,2,1,133,133,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
51111,PRICE COUNTY,VILLAGE OF CATAWBA,Ward 1,67,0,4,57,57,27,0,30,0,Polling Place,3,No,2 Somewhat difficult,0,0,0,0,1,2,,Yes,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51141,PRICE COUNTY,VILLAGE OF KENNAN,Ward 1,86,0,5,64,64,22,0,42,0,Polling Place,3,No,3 Neither difficult nor easy,0,0,0,0,2,1,,Yes,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51171,PRICE COUNTY,VILLAGE OF PRENTICE,Ward 1,320,1,26,280,280,183,0,97,0,Polling Place,6,Yes,2 Somewhat difficult,0,0,0,0,6,0,,No,0,0,0,0,19,7,1,0,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51271,PRICE COUNTY,CITY OF PARK FALLS,Wards 1-7,1242,30,91,1074,1074,773,0,301,0,Polling Place,14,Yes,3 Neither difficult nor easy,0,0,0,1,7,6,,No,0,0,0,0,197,114,4,0,193,193,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
51272,PRICE COUNTY,CITY OF PHILLIPS,Wards 1-4,799,13,72,644,644,399,0,305,0,Polling Place,5,Yes,2 Somewhat difficult,0,1,0,1,2,1,,No,0,0,0,0,120,66,2,0,118,118,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
52002,RACINE COUNTY,TOWN OF BURLINGTON,Wards 1-7,2363,36,218,2102,2102,0,2100,2,0,Polling Place,11,No,2 Somewhat difficult,2,0,0,0,0,9,Town Hall,No,0,0,0,0,528,460,5,2,521,521,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
52002,RACINE COUNTY,TOWN OF BURLINGTON,Wards 8-10,1115,13,138,1001,1001,0,1001,0,0,Polling Place,11,No,2 Somewhat difficult,2,0,0,0,0,9,Bohners Lake Fire Station,Yes,0,0,0,0,147,113,5,0,142,142,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
52002,RACINE COUNTY,TOWN OF BURLINGTON,Ward 11,449,7,44,397,397,0,397,0,0,Polling Place,3,No,2 Somewhat difficult,0,0,0,0,0,3,Bohners Lake Fire Station,Yes,0,0,0,0,75,59,0,0,16,16,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
52006,RACINE COUNTY,TOWN OF DOVER,Wards 1-8,2305,13,186,2005,2005,0,1998,7,0,Polling Place,15,Yes,3 Neither difficult nor easy,0,0,0,5,6,4,Town Hall,No,0,0,0,0,621,467,6,1,614,613,1,1,0,0,0,0,4,1,0,3,3,0,0,0,0,0,0,0,0,0
52010,RACINE COUNTY,TOWN OF NORWAY,Wards 1-11,5402,118,366,4827,4827,0,4813,14,0,Polling Place,37,Yes,3 Neither difficult nor easy,0,0,1,4,17,15,Norway Town Hall,No,0,0,0,0,1654,1424,4,0,1647,1646,1,3,0,0,0,0,11,1,0,10,10,0,0,2,0,0,2,2,0,0
