"","muni_county","county","municipality","registrants","late_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","auto_mark","total_election_inspectors","x16_17","x18_25","x26_40","x41_60","x61_70","x71","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_absent","rejected_absent","late_received_after_the_election","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_sent_but_not_returned","military_undeliverable","military_received_by_election_day","military_counted","military_rejected","military_late","overseas_issued","overseas_sent_but_not_returned","overseas_undeliverable","overseas_received_by_election_day","overseas_counted","overseas_rejected","overseas_late"
"1584","VILLAGE OF DORCHESTER CLARK","CLARK","VILLAGE OF DORCHESTER",375,5,292,292,292,0,0,0,6,0,0,0,1,5,0,16,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1585","VILLAGE OF DORCHESTER MARATHON","MARATHON","VILLAGE OF DORCHESTER",0,0,3,3,3,0,0,0,12,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1586","VILLAGE OF DOUSMAN WAUKESHA","WAUKESHA","VILLAGE OF DOUSMAN",1492,56,1377,1376,0,1376,0,0,5,0,0,0,2,1,2,430,358,3,0,69,430,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,0,1,0,0,0
"1587","VILLAGE OF DOWNING DUNN","DUNN","VILLAGE OF DOWNING",117,0,96,100,6,0,96,0,5,0,0,0,0,1,4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1588","VILLAGE OF DOYLESTOWN COLUMBIA","COLUMBIA","VILLAGE OF DOYLESTOWN",171,0,142,142,0,142,0,0,3,0,0,1,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1589","VILLAGE OF DRESSER POLK","POLK","VILLAGE OF DRESSER",486,1,431,431,224,0,207,0,13,0,0,3,2,4,4,36,16,0,0,36,36,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"1590","VILLAGE OF EAGLE WAUKESHA","WAUKESHA","VILLAGE OF EAGLE",1243,7,1116,1116,1116,0,0,0,7,0,1,0,3,1,2,265,208,5,0,258,258,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0
"1591","VILLAGE OF EAST TROY WALWORTH","WALWORTH","VILLAGE OF EAST TROY",2707,75,2445,2445,0,2445,0,0,35,6,3,0,11,4,11,701,508,8,1,674,677,1,1,0,0,0,0,10,0,4,6,6,0,0,0,0,0,0,0,0,0
"1592","VILLAGE OF EASTMAN CRAWFORD","CRAWFORD","VILLAGE OF EASTMAN",231,0,175,175,31,0,144,0,5,0,0,0,0,1,4,10,0,1,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1593","VILLAGE OF EDEN FOND DU LAC","FOND DU LAC","VILLAGE OF EDEN",461,2,418,418,0,418,0,0,3,0,1,0,0,1,1,29,5,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1594","VILLAGE OF EDGAR MARATHON","MARATHON","VILLAGE OF EDGAR",935,5,781,781,0,781,0,5,10,0,0,0,0,3,7,103,59,2,0,101,101,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0
"1595","VILLAGE OF EGG HARBOR DOOR","DOOR","VILLAGE OF EGG HARBOR",219,3,200,200,0,134,66,0,6,0,0,0,2,3,1,72,36,2,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"1596","VILLAGE OF ELAND SHAWANO","SHAWANO","VILLAGE OF ELAND",157,0,127,127,119,0,8,0,8,0,0,0,2,2,4,13,12,1,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1597","VILLAGE OF ELDERON MARATHON","MARATHON","VILLAGE OF ELDERON",97,11,79,79,0,79,0,6,3,0,0,0,0,2,1,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1598","VILLAGE OF ELEVA TREMPEALEAU","TREMPEALEAU","VILLAGE OF ELEVA",330,1,288,288,30,0,258,0,5,0,0,0,1,3,1,22,16,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1599","VILLAGE OF ELK MOUND DUNN","DUNN","VILLAGE OF ELK MOUND",441,1,376,376,0,170,206,0,9,0,0,0,0,4,5,28,19,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1600","VILLAGE OF ELKHART LAKE SHEBOYGAN","SHEBOYGAN","VILLAGE OF ELKHART LAKE",764,10,681,682,0,527,154,0,10,0,0,0,0,3,7,153,99,4,0,149,149,0,0,0,0,0,0,3,0,0,3,3,0,0,1,0,0,1,1,0,0
"1601","VILLAGE OF ELLSWORTH PIERCE","PIERCE","VILLAGE OF ELLSWORTH",1779,15,1462,1462,7,1084,371,0,9,0,0,0,3,5,1,165,92,0,0,161,164,0,1,0,0,0,0,3,0,0,2,3,0,0,1,0,0,1,1,0,0
"1602","VILLAGE OF ELM GROVE WAUKESHA","WAUKESHA","VILLAGE OF ELM GROVE",4958,94,4414,4414,11,4401,2,0,27,0,0,2,10,5,10,1848,1413,17,0,1831,1840,5,1,0,0,0,0,0,0,0,0,0,0,0,27,3,0,24,24,0,0
"1603","VILLAGE OF ELMWOOD PARK RACINE","RACINE","VILLAGE OF ELMWOOD PARK",368,6,338,338,0,338,0,0,6,0,0,0,2,4,0,40,4,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1604","VILLAGE OF ELMWOOD PIERCE","PIERCE","VILLAGE OF ELMWOOD",485,17,413,413,18,48,347,0,6,0,0,0,3,5,2,57,8,2,1,50,51,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0
"1605","VILLAGE OF EMBARRASS WAUPACA","WAUPACA","VILLAGE OF EMBARRASS",177,0,153,153,14,0,139,0,4,0,0,0,0,1,3,5,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1606","VILLAGE OF ENDEAVOR MARQUETTE","MARQUETTE","VILLAGE OF ENDEAVOR",292,3,218,218,22,0,195,0,4,0,0,1,3,0,0,21,9,2,0,20,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1607","VILLAGE OF EPHRAIM DOOR","DOOR","VILLAGE OF EPHRAIM",280,4,249,249,0,249,0,0,6,0,0,1,1,3,1,75,46,2,0,73,73,0,0,1,1,0,0,0,0,0,0,0,0,0,5,1,0,4,4,0,0
"1608","VILLAGE OF ETTRICK TREMPEALEAU","TREMPEALEAU","VILLAGE OF ETTRICK",305,0,250,250,32,0,218,0,9,0,0,0,0,3,6,13,3,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1609","VILLAGE OF EXELAND SAWYER","SAWYER","VILLAGE OF EXELAND",112,0,89,89,32,0,57,0,4,0,0,1,0,1,2,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1610","VILLAGE OF FAIRCHILD EAU CLAIRE","EAU CLAIRE","VILLAGE OF FAIRCHILD",260,3,218,218,0,137,81,0,5,0,0,0,1,4,0,18,12,2,0,16,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1611","VILLAGE OF FAIRWATER FOND DU LAC","FOND DU LAC","VILLAGE OF FAIRWATER",202,0,187,187,0,130,57,0,4,0,0,0,1,2,1,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1612","VILLAGE OF FALL CREEK EAU CLAIRE","EAU CLAIRE","VILLAGE OF FALL CREEK",868,1,750,749,0,616,134,0,22,0,0,1,3,8,10,99,72,2,1,97,97,0,0,0,0,0,0,5,4,0,1,1,0,0,1,0,0,1,0,1,0
"1613","VILLAGE OF FALL RIVER COLUMBIA","COLUMBIA","VILLAGE OF FALL RIVER",901,14,839,839,0,839,0,0,6,0,0,0,0,3,3,102,74,0,0,102,102,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1614","VILLAGE OF FENWOOD MARATHON","MARATHON","VILLAGE OF FENWOOD",106,0,84,84,0,84,0,9,5,0,0,1,4,1,0,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1615","VILLAGE OF FERRYVILLE CRAWFORD","CRAWFORD","VILLAGE OF FERRYVILLE",137,0,104,104,6,0,98,0,7,0,0,0,1,4,2,7,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1616","VILLAGE OF FONTANA WALWORTH","WALWORTH","VILLAGE OF FONTANA",1040,36,956,956,0,956,0,0,13,0,0,0,2,6,5,261,165,2,0,258,258,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"1617","VILLAGE OF FOOTVILLE ROCK","ROCK","VILLAGE OF FOOTVILLE",503,0,417,417,0,417,0,0,8,0,0,0,1,4,3,51,51,0,0,51,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1618","VILLAGE OF FORESTVILLE DOOR","DOOR","VILLAGE OF FORESTVILLE",287,0,251,251,179,72,0,0,6,0,0,0,1,3,2,11,2,1,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1619","VILLAGE OF FOX POINT MILWAUKEE","MILWAUKEE","VILLAGE OF FOX POINT",5093,102,4645,4645,0,4641,4,0,50,0,2,2,11,11,24,2030,1563,21,1,1989,2003,0,5,2,1,1,0,8,1,0,7,7,0,0,25,3,0,21,22,0,0
"1620","VILLAGE OF FRANCIS CREEK MANITOWOC","MANITOWOC","VILLAGE OF FRANCIS CREEK",427,0,395,395,0,0,0,395,3,0,0,0,0,0,3,44,44,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1621","VILLAGE OF FREDERIC POLK","POLK","VILLAGE OF FREDERIC",608,83,496,496,221,0,275,0,13,2,2,4,3,1,1,51,23,2,0,46,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1622","VILLAGE OF FREDONIA OZAUKEE","OZAUKEE","VILLAGE OF FREDONIA",1400,21,1250,1250,2,1214,34,0,11,0,0,0,0,6,5,191,152,0,0,190,191,0,0,0,0,0,0,5,4,0,3,4,0,0,1,0,0,1,1,0,0
"1623","VILLAGE OF FREMONT WAUPACA","WAUPACA","VILLAGE OF FREMONT",480,1,412,412,102,0,310,0,9,0,0,0,0,6,3,56,30,1,0,56,56,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1624","VILLAGE OF FRIENDSHIP ADAMS","ADAMS","VILLAGE OF FRIENDSHIP",372,13,299,300,300,0,0,0,5,0,0,0,5,0,0,62,48,1,0,60,61,0,0,0,0,0,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0
"1625","VILLAGE OF FRIESLAND COLUMBIA","COLUMBIA","VILLAGE OF FRIESLAND",202,1,179,179,0,179,0,12,3,0,0,0,0,2,1,15,7,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1626","VILLAGE OF GAYS MILLS CRAWFORD","CRAWFORD","VILLAGE OF GAYS MILLS",328,2,257,257,91,0,166,0,6,0,0,0,3,3,0,27,12,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"1627","VILLAGE OF GENOA CITY KENOSHA","KENOSHA","VILLAGE OF GENOA CITY",2,0,2,2,2,0,0,0,5,0,0,0,2,2,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1628","VILLAGE OF GENOA CITY WALWORTH","WALWORTH","VILLAGE OF GENOA CITY",1489,50,1311,1311,1,1311,0,0,5,0,0,0,2,2,1,180,130,0,0,180,179,1,0,0,0,0,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0
"1629","VILLAGE OF GENOA VERNON","VERNON","VILLAGE OF GENOA",160,0,130,130,61,0,69,0,3,0,0,0,0,2,1,4,4,0,0,4,4,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"1630","VILLAGE OF GERMANTOWN WASHINGTON","WASHINGTON","VILLAGE OF GERMANTOWN",12963,242,12379,12381,0,12379,0,0,69,0,1,4,13,35,29,4418,3369,56,10,4338,4358,3,0,2,1,1,0,13,3,0,10,10,0,0,5,1,0,4,4,0,0
"1631","VILLAGE OF GILMAN TAYLOR","TAYLOR","VILLAGE OF GILMAN",223,0,192,192,71,0,121,0,3,0,0,0,1,2,0,23,17,0,0,22,22,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1632","VILLAGE OF GLEN FLORA RUSK","RUSK","VILLAGE OF GLEN FLORA",38,0,34,34,7,0,27,0,3,0,0,0,3,0,0,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1633","VILLAGE OF GLENBEULAH SHEBOYGAN","SHEBOYGAN","VILLAGE OF GLENBEULAH",297,0,283,283,0,140,143,0,6,0,0,0,0,4,2,13,5,1,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1634","VILLAGE OF GRAFTON OZAUKEE","OZAUKEE","VILLAGE OF GRAFTON",8066,195,7290,7290,0,7283,0,0,31,0,1,0,10,15,5,2609,1922,25,6,2538,2357,23,9,0,0,0,0,13,7,0,4,5,1,1,12,4,0,7,8,0,0
"1635","VILLAGE OF GRANTON CLARK","CLARK","VILLAGE OF GRANTON",206,0,169,169,89,0,80,0,6,0,0,0,2,1,3,10,9,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1636","VILLAGE OF GRANTSBURG BURNETT","BURNETT","VILLAGE OF GRANTSBURG",775,9,668,668,403,0,265,0,12,0,0,1,2,5,4,77,34,1,0,75,76,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1637","VILLAGE OF GRATIOT LAFAYETTE","LAFAYETTE","VILLAGE OF GRATIOT",145,1,114,114,26,0,88,0,4,0,0,0,0,4,0,5,2,1,0,5,5,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1638","VILLAGE OF GREENDALE MILWAUKEE","MILWAUKEE","VILLAGE OF GREENDALE",10052,194,9164,9164,0,9029,135,0,35,0,0,0,8,11,16,2761,2115,51,17,2664,2687,6,0,1,1,0,1,13,3,0,8,9,0,1,12,1,0,10,10,0,1
"1639","VILLAGE OF GRESHAM SHAWANO","SHAWANO","VILLAGE OF GRESHAM",304,4,275,275,0,85,190,0,6,0,0,0,0,3,3,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1640","VILLAGE OF HALES CORNERS MILWAUKEE","MILWAUKEE","VILLAGE OF HALES CORNERS",5205,153,4759,4759,0,4759,0,0,24,0,0,0,3,12,9,1529,1116,17,7,1499,1502,0,3,0,0,0,0,6,4,0,2,2,0,0,3,0,0,3,3,0,0
"1641","VILLAGE OF HAMMOND ST. CROIX","ST. CROIX","VILLAGE OF HAMMOND",1093,7,897,897,0,823,74,0,5,0,0,1,2,1,1,81,74,0,0,81,81,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
"1642","VILLAGE OF HANCOCK WAUSHARA","WAUSHARA","VILLAGE OF HANCOCK",252,0,219,219,67,0,152,219,3,0,1,1,1,0,0,20,10,0,0,19,19,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1643","VILLAGE OF HARTLAND WAUKESHA","WAUKESHA","VILLAGE OF HARTLAND",5998,184,5393,5393,0,5362,4,0,56,0,0,1,13,31,11,1977,1603,46,9,1964,92,5,1,0,0,0,0,4,1,0,3,3,0,0,2,0,0,2,2,0,0
"1644","VILLAGE OF HATLEY MARATHON","MARATHON","VILLAGE OF HATLEY",324,1,279,279,0,279,0,5,7,0,0,0,0,2,5,18,8,0,0,10,18,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1645","VILLAGE OF HAUGEN BARRON","BARRON","VILLAGE OF HAUGEN",194,0,149,149,37,0,112,0,3,0,0,0,0,1,2,9,9,2,0,7,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1646","VILLAGE OF HAWKINS RUSK","RUSK","VILLAGE OF HAWKINS",200,0,146,146,58,0,88,0,5,0,0,0,0,0,5,12,8,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1647","VILLAGE OF HAZEL GREEN GRANT","GRANT","VILLAGE OF HAZEL GREEN",620,12,590,590,361,0,229,0,6,0,0,0,0,6,0,55,29,1,0,53,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1648","VILLAGE OF HAZEL GREEN LAFAYETTE","LAFAYETTE","VILLAGE OF HAZEL GREEN",10,0,7,7,6,0,1,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1649","VILLAGE OF HEWITT WOOD","WOOD","VILLAGE OF HEWITT",536,0,449,449,0,449,0,0,5,0,0,0,0,3,2,24,37,0,0,24,24,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1650","VILLAGE OF HIGHLAND IOWA","IOWA","VILLAGE OF HIGHLAND",484,1,423,423,206,0,217,0,10,0,0,0,1,4,5,37,18,2,0,35,35,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1651","VILLAGE OF HILBERT CALUMET","CALUMET","VILLAGE OF HILBERT",662,7,575,575,0,575,0,0,6,0,0,0,1,1,4,67,34,1,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1652","VILLAGE OF HIXTON JACKSON","JACKSON","VILLAGE OF HIXTON",283,0,226,226,54,0,172,0,6,0,0,0,2,0,4,26,12,0,0,25,25,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1653","VILLAGE OF HOBART BROWN","BROWN","VILLAGE OF HOBART",4309,97,4078,4078,0,4078,0,0,28,0,0,6,18,4,0,1905,1485,20,3,1861,1871,0,0,0,0,0,0,10,4,0,5,6,0,0,2,2,0,0,0,0,0
"1654","VILLAGE OF HOLLANDALE IOWA","IOWA","VILLAGE OF HOLLANDALE",195,1,146,146,12,0,134,0,3,0,0,0,0,2,1,11,2,0,0,11,11,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1655","VILLAGE OF HOLMEN LA CROSSE","LA CROSSE","VILLAGE OF HOLMEN",5130,150,4670,4671,0,4670,0,0,24,0,0,2,4,8,10,1602,1378,9,1,1590,1595,1,0,0,0,0,0,13,3,0,10,10,0,0,1,0,0,1,1,0,0
"1656","VILLAGE OF HORTONVILLE OUTAGAMIE","OUTAGAMIE","VILLAGE OF HORTONVILLE",1653,17,1510,1510,3,1137,370,0,13,0,0,0,3,2,8,176,111,1,0,174,175,0,0,0,0,0,0,4,2,0,2,2,0,0,2,0,0,2,2,0,0
"1657","VILLAGE OF HOWARD BROWN","BROWN","VILLAGE OF HOWARD",11500,263,9978,9978,0,9978,0,3,181,0,0,5,47,62,67,3144,2196,31,11,3100,9,3,0,0,0,0,0,22,8,0,8,10,1,0,8,2,0,6,3,0,0
"1658","VILLAGE OF HOWARD OUTAGAMIE","OUTAGAMIE","VILLAGE OF HOWARD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1659","VILLAGE OF HOWARDS GROVE SHEBOYGAN","SHEBOYGAN","VILLAGE OF HOWARDS GROVE",2192,33,1960,1960,0,1711,244,0,18,3,0,0,1,11,3,520,440,7,0,507,510,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1660","VILLAGE OF HUSTISFORD DODGE","DODGE","VILLAGE OF HUSTISFORD",610,4,609,609,0,572,37,0,7,0,0,0,0,4,3,75,55,0,0,74,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1661","VILLAGE OF HUSTLER JUNEAU","JUNEAU","VILLAGE OF HUSTLER",117,1,92,92,12,0,80,0,3,0,0,0,0,1,2,7,2,0,0,7,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1662","VILLAGE OF INGRAM RUSK","RUSK","VILLAGE OF INGRAM",64,0,42,42,14,0,28,0,3,0,0,0,1,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1663","VILLAGE OF IOLA WAUPACA","WAUPACA","VILLAGE OF IOLA",727,11,661,661,0,387,274,0,5,0,0,0,2,0,3,108,65,0,0,108,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1664","VILLAGE OF IRON RIDGE DODGE","DODGE","VILLAGE OF IRON RIDGE",589,3,516,516,0,514,2,0,5,0,0,0,0,0,5,30,17,0,0,30,30,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1665","VILLAGE OF IRONTON SAUK","SAUK","VILLAGE OF IRONTON",121,0,111,111,0,61,50,0,3,0,0,3,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1666","VILLAGE OF JACKSON WASHINGTON","WASHINGTON","VILLAGE OF JACKSON",4153,96,3937,3937,0,3935,0,0,19,0,0,0,2,9,8,2018,1644,9,1,2021,2021,3,0,0,0,0,0,7,3,0,3,4,0,1,0,0,0,0,0,0,0
"1667","VILLAGE OF JOHNSON CREEK JEFFERSON","JEFFERSON","VILLAGE OF JOHNSON CREEK",1737,33,1459,1459,0,1459,0,0,5,0,0,0,0,1,4,310,235,2,0,305,308,0,0,1,0,1,0,6,1,0,5,5,0,0,0,0,0,0,0,0,0
"1668","VILLAGE OF JUNCTION CITY PORTAGE","PORTAGE","VILLAGE OF JUNCTION CITY",224,0,205,205,205,0,0,0,5,0,0,0,0,0,5,21,4,2,0,18,18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1669","VILLAGE OF KEKOSKEE DODGE","DODGE","VILLAGE OF KEKOSKEE",117,1,103,103,0,33,70,0,3,0,0,1,0,2,0,5,1,0,0,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1670","VILLAGE OF KELLNERSVILLE MANITOWOC","MANITOWOC","VILLAGE OF KELLNERSVILLE",208,2,172,172,169,0,0,3,3,0,0,0,0,1,2,12,1,2,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1671","VILLAGE OF KENDALL MONROE","MONROE","VILLAGE OF KENDALL",244,4,195,195,22,0,173,0,6,0,0,0,0,2,4,20,8,3,0,17,17,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1672","VILLAGE OF KENNAN PRICE","PRICE","VILLAGE OF KENNAN",84,0,65,65,65,0,0,0,3,0,0,0,2,1,0,3,0,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1673","VILLAGE OF KEWASKUM FOND DU LAC","FOND DU LAC","VILLAGE OF KEWASKUM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1674","VILLAGE OF KEWASKUM WASHINGTON","WASHINGTON","VILLAGE OF KEWASKUM",2520,44,2297,2298,1,2292,4,0,14,0,0,0,0,0,0,549,423,1,0,548,548,0,0,1,0,1,0,6,2,0,4,4,0,0,0,0,0,0,0,0,0
"1675","VILLAGE OF KIMBERLY OUTAGAMIE","OUTAGAMIE","VILLAGE OF KIMBERLY",4164,147,3636,3636,0,3646,0,0,31,13,2,2,3,12,2,1449,1183,4,4,1443,1444,1,0,0,0,0,0,8,1,0,7,7,0,0,1,0,0,1,1,0,0
"1676","VILLAGE OF KINGSTON GREEN LAKE","GREEN LAKE","VILLAGE OF KINGSTON",215,0,182,182,10,0,172,0,4,0,0,0,2,0,2,10,4,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1677","VILLAGE OF KNAPP DUNN","DUNN","VILLAGE OF KNAPP",268,0,238,238,35,0,203,0,5,0,0,0,2,1,2,28,2,0,0,28,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1678","VILLAGE OF KOHLER SHEBOYGAN","SHEBOYGAN","VILLAGE OF KOHLER",1527,21,1364,1364,7,1134,223,0,10,0,0,0,3,2,5,414,317,4,0,402,409,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"1679","VILLAGE OF KRONENWETTER MARATHON","MARATHON","VILLAGE OF KRONENWETTER",4242,84,3944,3944,0,3944,0,0,18,0,0,0,5,12,1,1224,953,7,0,1211,1216,0,1,0,0,0,0,4,0,0,3,3,0,1,0,0,0,0,0,0,0
"1680","VILLAGE OF LA FARGE VERNON","VERNON","VILLAGE OF LA FARGE",420,5,336,336,176,0,160,0,4,0,0,0,1,1,2,31,20,0,0,31,30,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1681","VILLAGE OF LAC LA BELLE JEFFERSON","JEFFERSON","VILLAGE OF LAC LA BELLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1682","VILLAGE OF LAC LA BELLE WAUKESHA","WAUKESHA","VILLAGE OF LAC LA BELLE",246,7,223,223,223,0,0,0,6,0,0,0,1,5,0,43,43,0,1,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1683","VILLAGE OF LAKE DELTON SAUK","SAUK","VILLAGE OF LAKE DELTON",1449,24,1230,1231,0,407,823,0,8,0,0,2,5,1,0,253,185,2,0,66,255,2,0,0,0,0,0,3,0,0,3,3,0,0,2,0,0,2,2,0,0
"1684","VILLAGE OF LAKE HALLIE CHIPPEWA","CHIPPEWA","VILLAGE OF LAKE HALLIE",3616,98,3314,3309,0,3293,21,0,16,0,0,1,10,2,3,776,683,9,0,762,767,0,0,0,0,0,0,7,4,0,2,3,0,0,4,1,0,3,3,0,0
"1685","VILLAGE OF LAKE NEBAGAMON DOUGLAS","DOUGLAS","VILLAGE OF LAKE NEBAGAMON",851,3,747,747,0,0,747,0,5,0,0,0,2,3,0,107,75,0,0,106,107,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"1686","VILLAGE OF LANNON WAUKESHA","WAUKESHA","VILLAGE OF LANNON",788,9,691,691,0,688,3,0,11,0,0,0,3,4,4,73,42,0,0,73,73,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,2,0,0
