"","county","muni_county","municipality","votes_rec_clinton","votes_rec_other","votes_rec_sanders","votes_tot","votes_perc_clinton","votes_perc_other","votes_perc_sanders","clinton_prim_won","total_ballots","tch_prop","turnout_perc","sameday_reg_prop","counted_absent_prop","rejected_absent_prop","registrants","late_registrants","Total.Voter.Reg","TotalTurnout_2016","Hillary.Clinton_2016","Donald.J..Trump_2016","other_2016","Total_2016","HRCmargin_2016","change._D","change._R","change._other","change._Total","HRC._2016","DJT._2016","other._2016","County._2016","Dwin_2016..1.Dem.win.","Switch..1.switch.","county_paper_or_paperplusmachine","Obama_2012","Romney_2012","Others_2012","Total_2012","BHO._2012","MR._2012","other._2012","County_2012","Dwin_2012","Method_2012..1.paper.only..2.paper.and.machine.combo.","pop_2014_est","pop_voterage_2014_est_calc","pop_2010_real","X.under18_2013","X.whitewithlatino_2013","X.blackonly_2013","pop_blackonly_2013_calc","X.whitenolatino_2013","pop_whitenolatino_2013_calc","pop_nonwhite_2013_calc","coll_deg_plus25_2013","pop_collegedegreepersons25._2013_calc","ratio_white_nonwhite","ratio_white_black","ratio_nocollege_college","medianhouseholdincome_2009.2013","pop_sq_mile_2010","percentage_d_2008","percentage_r_2008","votes_d_2008","votes_r_2008","county_fips","percentage_d_2012","percentage_i_2012","percentage_r_2012","votes_d_2012","votes_i_2012","votes_r_2012","percentage_d_2016","percentage_i_2016","percentage_r_2016","votes_d_2016","votes_i_2016","votes_r_2016","inc_2013","inc_2014","inc_2015","inc_rank","pct_chg_2014","pct_chg_2015","pct_rank","state","name","labor_force","employed","unemp_level","unemp_rate","total_pop","pct_male","pct_female","pct_old","pct_latino","pct_white","pct_black","pct_no_hs","pct_some_hs","pct_hs","pct_some_college","pct_associates","pct_bachelors","pct_graduate","pct_hs_less","electronic","paper","electronic_2012","paper_2012","dem_votes_state","rep_votes_state","dem_votes_state_2012","rep_votes_state_2012","diff","diff_r","paper_ind","electronic_ind","no_paper_trail","has_electronic","swing_state_dummy","swing_state_dummy_exit_small","swing_state_dummy_fte","swing_state_dummy_exit_large","swing_state_dummy_onepct","swing_state_dummy_twopct","swing_state_dummy_threepct","swing_state_dummy_fourpct","swing_state_dummy_fivepct","swing_state_dummy_five_varied","non_swing_states","non_swing_states_dem","swing_states","temp","resid","mean_pop","elec_X_resid","sig","pred_diff_no_electronic","pred_votes_no_electronic","pred_votes_swing","X_Iswing_sta_2","X_Iswing_sta_3","X_Iswing_sta_4","X_Iswing_sta_5","X_Iswing_sta_6","X_Iswing_sta_7","X_Iswing_sta_8","X_Iswing_sta_9","X_Iswing_sta_10","X_Iswing_sta_11","X_Iswing_sta_12","X_IswiXelec_2","X_IswiXelec_3","X_IswiXelec_4","X_IswiXelec_5","X_IswiXelec_6","X_IswiXelec_7","X_IswiXelec_8","X_IswiXelec_9","X_IswiXelec_10","X_IswiXelec_11","X_IswiXelec_12","X_Istate_2","X_Istate_3","X_Istate_4","X_Istate_5","X_Istate_6","X_Istate_7","X_Istate_8","X_Istate_9","X_Istate_10","X_Istate_11","X_Istate_12","X_Istate_13","X_Istate_14","X_Istate_15","X_Istate_16","X_Istate_17","X_Istate_18","X_Istate_19","X_Istate_20","X_Istate_21","X_Istate_22","X_Istate_23","X_Istate_24","X_Istate_25","X_Istate_26","X_Istate_27","X_Istate_28","X_Istate_29","X_Istate_30","X_Istate_31","X_Istate_32","X_Istate_33","X_Istate_34","X_Istate_35","X_Istate_36","X_Istate_37","X_Istate_38","X_Istate_39","X_Istate_40","X_Istate_41","X_Istate_42","X_Istate_43","X_Istate_44","X_Istate_45","X_Istate_46","X_Istate_47","X_Istate_48","X_Istate_49","X_Istate_50","pred_diff_r_no_electronic","pred_votes_r_no_electronic","pred_votes_r_swing","dem_votes_state_no_electronic","rep_votes_state_no_electronic","unemp_test","inc_test","d_pct_no_elec","r_pct_no_elec","dem_pct_state","rep_pct_state","dem_win","dem_win_2012","dem_win_no_electronic","os_model_off","tch_bmd_model_off","tch_use_off","bmd_use_off","os_use_off","tch_model_off","bmd_model_off","tch_use_off_true","tch_model_off_full","log.pop.sq.mile.2010","muni.dense"
"13","ASHLAND","CITY OF ASHLAND ASHLAND","CITY OF ASHLAND",673,7,1308,1988,33.8531187122736,0.352112676056338,65.79476861167,0,667,0,0.145031528593172,0.0119591215481626,0.125937031484258,0.00149925037481259,4599,0.0104947526236882,"9844","80.52%","4,136","3,428",362,"7,926",708,"-23.39%","21.56%","136.60%","-5.33%","52.18%","43.25%","4.57%","0.27%",1,0,1,"5,399","2,820","153","8,372","64.49%","33.68%","1.83%","0.27%",1,1,16103,12464,16157,22.6,84.7,0.5,62,83.5,10407,2057,21.7,2705,5.1,167,3.6,38550,15.5,68,31,5818,2634,55003,64.6,0.32,33.8,5387,27.8,2816,52.2,0.92,43.3,4136,72.4,3428,33815,34645,36003,66,2.5,3.9,20,"WI","Ashland County, WI",8127,"      7,784 ",343,4.2,16065,49.9,50.1,20.5,2.2,83.3,0.3,2.4,7,35,21.7,11.5,14.5,7.8,44.4,0,1,NA,NA,1382210,1409467,1613950,1408746,-12.4,9.5,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-8.581595,-3.818402,100005.8,NA,0,-12.3716,4137.175,1.174738,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-12.5983,3421.202,-6.797867,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"ES&S M100","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",2.7408400239252,140.119903759785
"14","EAU CLAIRE","CITY OF AUGUSTA EAU CLAIRE","CITY OF AUGUSTA",71,2,93,166,42.7710843373494,1.20481927710843,56.0240963855422,0,82,0.536585365853659,0.115983026874116,0,0.0975609756097561,0,707,0,"65486","82.58%","27,271","23,301",3508,"54,080",3970,"-11.07%","0.19%","296.83%","-1.32%","50.43%","43.09%","6.49%","1.84%",1,0,2,"30,666","23,256","884","54,806","55.95%","42.43%","1.61%","1.79%",1,2,101564,80642,98736,20.6,93.1,1,806,91.4,73707,6935,31,24999,10.6,91.4,2.2,48090,154.8,61,38,33146,20959,55035,56.1,0.26,42.5,30618,151.8,23218,50.4,1.3,43.1,27271,701.6,23301,40646,42699,43747,25,5.1,2.5,55,"WI","Eau Claire County, WI",59099,"     57,348 ",1751,3,100607,49.1,50.9,16.6,2.1,91.4,0.7,3.1,3.6,27.1,22.1,12.9,19.9,11.3,33.8,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-5.699997,0.5999985,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-4.789639,-0.910358,100005.8,-91.58309,0,-2.944325,28022.5,751.4993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-8.003139,22764.35,-536.6552,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",5.04213396115563,129.029003955841
"15","SAUK","CITY OF BARABOO SAUK","CITY OF BARABOO",940,10,1535,2485,37.8269617706237,0.402414486921529,61.7706237424547,0,1245,0,0.195754716981132,0.00817610062893082,0.232931726907631,0.00160642570281125,6360,0.00963855421686747,"37195","91.00%","16,050","15,871",1927,"33,848",179,"-14.34%","23.63%","445.89%","6.02%","47.42%","46.89%","5.69%","1.15%",1,0,1,"18,736","12,838","353","31,927","58.68%","40.21%","1.11%","1.04%",1,2,63379,48675,61976,23.2,95.9,0.8,389,91.7,44635,4040,21,10222,11,114.6,3.8,52140,74.6,61,38,18617,11562,55111,58.8,0.18,40.3,18718,57,12829,47.4,1.16,46.9,16050,385.4,15871,40248,41960,43763,24,4.3,4.3,9,"WI","Sauk County, WI",35075,"     33,994 ",1081,3.1,62681,49.8,50.2,19.6,4.6,92,0.5,3.4,7,36.6,21.5,9.6,15,6.9,47,0,1,NA,NA,1382210,1409467,1613950,1408746,-11.4,6.600002,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-8.195365,-3.204633,100005.8,NA,0,-11.3716,16054.56,4.55864,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-11.5983,15839.53,-31.47285,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",4.31214050720972,357.655743057851
"16","BARRON","CITY OF BARRON BARRON","CITY OF BARRON",184,3,190,377,48.8063660477454,0.795755968169761,50.3978779840849,0,181,0.740331491712707,0.119078947368421,0.00328947368421053,0.176795580110497,0.0165745856353591,1520,0.0110497237569061,"26333","85.50%","7,881","13,595",1038,"22,514",-5714,"-27.63%","18.81%","189.14%","-0.78%","35.00%","60.38%","4.61%","0.76%",0,0,2,"10,890","11,443","359","22,692","47.99%","50.43%","1.58%","0.74%",0,2,45455,35591,45870,21.7,96.1,1.1,392,94.1,33491,2100,16.2,5766,15.9,85.5,5.2,44054,53.2,53,46,12078,10457,55005,48.2,0.22,50.5,10883,57.4,11413,35,0.92,60.4,7881,207.6,13595,40803,42782,44261,20,4.9,3.5,33,"WI","Barron County, WI",24604,"     23,765 ",839,3.4,45718,50.4,49.6,22.9,2.2,94.4,1.2,4.1,6.9,40.8,19.4,12.2,10.5,6.1,51.8,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-13.2,9.900002,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-10.12024,-3.079762,100005.8,-140.7924,0,-10.44433,8098.174,217.1745,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-15.50314,13281.89,-313.1122,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",3.9740583963476,215.529057124623
"17","BAYFIELD","CITY OF BAYFIELD BAYFIELD","CITY OF BAYFIELD",92,0,145,237,38.8185654008439,0,61.1814345991561,0,189,0,0.480916030534351,0.0178117048346056,0.158730158730159,0,393,0,"11299","84.00%","4,953","4,125",413,"9,491",828,"-17.90%","14.39%","177.18%","-3.03%","52.19%","43.46%","4.35%","0.32%",1,0,1,"6,033","3,606","149","9,788","61.64%","36.84%","1.52%","0.32%",1,1,14985,12228,15014,18.4,86.2,0.6,73,85.4,10443,1785,28.5,3485,5.8,142.3,2.5,44944,10.2,63,36,5972,3365,55007,61.7,0.28,36.9,6025,27.4,3597,52.2,0.88,43.5,4953,82.6,4125,38776,40817,41869,41,5.3,2.6,53,"WI","Bayfield County, WI",7489,"      7,130 ",359,4.8,15064,51.5,48.5,28.3,1.3,85.7,0.6,1.8,4.4,31.2,23.7,10.7,18,10.3,37.4,0,1,NA,NA,1382210,1409467,1613950,1408746,-9.5,6.599998,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.917643,-1.582357,100005.8,NA,0,-9.471598,4954.407,1.406788,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-9.698304,4116.82,-8.180047,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"ES&S M100","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",2.32238772029023,197.505505097126
"18","DODGE","CITY OF BEAVER DAM DODGE","CITY OF BEAVER DAM",1049,5,1521,2575,40.7378640776699,0.194174757281553,59.0679611650485,0,998,0,0.123928970569974,0.00484291568359618,0.113226452905812,0,8053,0.0110220440881764,"50327","85.08%","13,968","26,643",2207,"42,818",-12675,"-25.55%","5.68%","328.54%","-3.75%","32.62%","62.22%","5.15%","1.45%",0,0,2,"18,762","25,211","515","44,488","42.17%","56.67%","1.16%","1.45%",0,2,88574,70062,88759,20.9,95,3,2102,90.9,63686,6376,15.8,11070,10,30.3,5.3,53075,101.4,45,54,19183,23015,55027,42.2,0.2,56.8,18745,88.8,25190,32.6,1.04,62.2,13968,441.4,26643,38477,39957,41055,45,3.8,2.7,50,"WI","Dodge County, WI",47874,"     46,390 ",1484,3.1,88589,52.4,47.6,19.1,4.3,91.1,2.7,4,8.5,39.5,22,10.2,10.9,4.8,52,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-9.600002,5.400002,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-9.768308,0.1683054,100005.8,14.90915,0,-6.844331,14352.91,384.9122,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-11.90314,26029.37,-613.6262,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion (Premier)-Accuvote-OS","Dominion (Premier)-Accuvote TSX",1,0,1,"Dominion (Premier)-Accuvote TSX",NA,0,"Dominion (Premier)-Accuvote TSX",4.61907309115708,400.680900609278
"19","ROCK","CITY OF BELOIT ROCK","CITY OF BELOIT",2142,26,3181,5349,40.0448681996635,0.486072163021125,59.4690596373154,0,1299,0,0.0800221770467566,0.00123205815314483,0.173979984603541,0.00769822940723634,16233,0.00846805234795997,"92058","81.52%","39,336","31,483",4224,"75,043",7853,"-20.08%","3.17%","342.77%","-7.00%","52.42%","41.95%","5.63%","2.55%",1,0,1,"49,219","30,517","954","80,690","61.00%","37.82%","1.18%","2.63%",1,1,161188,122503,160331,24,91,5.1,6248,83.9,102780,19723,19.4,23766,5.2,16.5,4.2,49435,223.3,64,35,50529,27364,55105,61.1,0.2,37.9,49158,162.4,30492,52.4,1.12,42,39336,844.8,31483,38349,38470,40026,50,0.3,4,12,"WI","Rock County, WI",86729,"     83,383 ",3346,3.9,160465,49.1,50.9,17.6,7.9,84.1,3.4,3.4,8.2,36.9,21.8,9.7,13,7,48.5,0,1,NA,NA,1382210,1409467,1613950,1408746,-8.699997,4.099998,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.946287,-0.7537098,100005.8,NA,0,-8.671595,39347.17,11.1725,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-8.898301,31420.57,-62.4321,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.40851615884611,390.079190274967
"20","GREEN LAKE","CITY OF BERLIN GREEN LAKE","CITY OF BERLIN",243,2,303,548,44.3430656934307,0.364963503649635,55.2919708029197,0,265,0.830188679245283,0.102593883081688,0.00580720092915215,0.109433962264151,0.00377358490566038,2583,0.0226415094339623,"11154","83.51%","2,700","6,210",405,"9,315",-3510,"-28.82%","7.40%","305.00%","-3.72%","28.99%","66.67%","4.35%","0.32%",0,0,2,"3,793","5,782","100","9,675","39.20%","59.76%","1.03%","0.32%",0,2,18836,14523,19051,22.9,97.6,0.6,87,93.3,13550,973,16.6,2411,13.9,155.5,5,46994,54.5,42,57,4000,5393,55047,39.2,0.16,59.8,3790,17.6,5779,29,0.86,66.7,2700,81,6210,41975,44410,45805,14,5.8,3.1,44,"WI","Green Lake County, WI",9844,"      9,443 ",401,4.1,19001,50.1,49.9,24.5,4.3,93.6,0.5,4.6,7.7,42.3,19.9,8.2,11.6,5.7,54.6,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-10.2,6.899998,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-10.70792,0.5079165,100005.8,9.650363,0,-7.444329,2774.403,74.40314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-12.50314,6066.975,-143.0251,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",3.9982007016692,184.180110607907
"21","JACKSON","CITY OF BLACK RIVER FALLS JACKSON","CITY OF BLACK RIVER FALLS",244,2,353,599,40.7345575959933,0.333889816360601,58.9315525876461,0,305,0.0327868852459016,0.164597949271452,0.00971397733405289,0.0983606557377049,0,1853,0.059016393442623,"11091","82.97%","3,821","4,907",474,"9,202",-1086,"-27.88%","25.82%","312.17%","-1.19%","41.52%","53.33%","5.15%","0.31%",0,1,2,"5,298","3,900","115","9,313","56.89%","41.88%","1.23%","0.30%",1,2,20652,15985,20449,22.6,88.9,2.1,336,86.8,13875,2110,14.8,2366,6.6,41.3,5.8,44149,20.7,60,39,5572,3552,55053,57,0.18,42,5297,18.6,3900,41.5,1.04,53.3,3821,94.8,4907,37716,39635,40316,49,5.1,1.7,66,"WI","Jackson County, WI",10438,"     10,079 ",359,3.4,20543,53.6,46.4,20.6,2.9,87,2.2,4.3,9.3,42.8,20.3,9.4,9.6,4.3,56.4,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-15.5,11.3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-11.36707,-4.132934,100005.8,-84.89796,0,-12.74433,3926.294,105.2942,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-17.80314,4793.985,-113.0152,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",3.03013370027132,176.645142253413
"22","TREMPEALEAU","CITY OF BLAIR TREMPEALEAU","CITY OF BLAIR",104,0,71,175,59.4285714285714,0,40.5714285714286,1,134,0.917910447761194,0.227504244482173,0.0271646859083192,0.082089552238806,0,589,0,"16077","84.47%","5,645","7,370",566,"13,581",-1725,"-25.77%","29.14%","234.91%","0.74%","41.57%","54.27%","4.17%","0.46%",0,1,2,"7,605","5,707","169","13,481","56.41%","42.33%","1.25%","0.44%",1,2,29509,22309,28816,24.4,97.5,0.4,89,91.7,20457,1852,17.5,3904,11,229.3,4.7,49143,39.3,63,36,8321,4808,55121,56.5,0.22,42.4,7601,30.4,5703,41.6,0.8,54.3,5645,113.2,7370,39706,41023,42272,37,3.3,3,45,"WI","Trempealeau County, WI",16759,"     16,273 ",486,2.9,29274,50.5,49.5,20,6.2,92,0.4,5.5,7.1,39.1,19.7,10.5,12.1,6,51.7,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-14.9,11.9,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-9.395039,-5.504963,100005.8,-161.143,0,-12.14433,5800.558,155.5577,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-17.20314,7200.258,-169.7416,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.67122451887522,60.1757975662112
"23","CHIPPEWA","CITY OF BLOOMER CHIPPEWA","CITY OF BLOOMER",211,3,261,475,44.421052631579,0.631578947368421,54.9473684210526,0,232,0.181034482758621,0.119587628865979,0.00360824742268041,0.146551724137931,0,1940,0,"36107","87.16%","11,875","17,912",1684,"31,471",-6037,"-22.06%","16.90%","351.47%","1.74%","37.73%","56.92%","5.35%","1.07%",0,0,2,"15,237","15,322","373","30,932","49.26%","49.53%","1.21%","1.01%",0,2,63460,48928,62415,22.9,95.4,1.5,734,94.3,46139,2789,18.6,9101,16.5,62.9,4.4,50551,61.9,54,45,16239,13492,55017,49.2,0.2,49.7,15211,66.4,15371,37.7,1.06,56.9,11875,336.8,17912,39315,41347,42518,34,5.2,2.8,48,"WI","Chippewa County, WI",33622,"     32,534 ",1088,3.2,63051,51.8,48.2,18.6,1.4,94.2,1.4,2.9,5.6,38.6,20.6,13,13.8,5.4,47.1,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-11.5,7.200001,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-8.766504,-2.733496,100005.8,-172.3397,0,-8.744328,12202.24,327.236,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-13.80314,17499.46,-412.5388,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",4.12552017969055,260.008053940443
"24","GRANT","CITY OF BOSCOBEL GRANT","CITY OF BOSCOBEL",189,7,341,537,35.195530726257,1.30353817504655,63.5009310986965,0,160,0,0.110880110880111,0.00346500346500346,0,0,1443,0,"29547","81.40%","10,047","12,347",1657,"24,051",-2300,"-26.09%","20.40%","315.29%","-0.81%","41.77%","51.34%","6.89%","0.82%",0,1,2,"13,594","10,255","399","24,248","56.06%","42.29%","1.65%","0.79%",1,2,51829,41100,51208,20.7,97,1.2,493,95.8,39374,1726,19.1,7850,22.8,79.8,4.2,46963,44.7,61,38,14875,9068,55043,56.2,0.26,42.4,13574,66.2,10255,41.8,1.4,51.3,10047,331.4,12347,37757,37989,38413,56,0.6,1.1,69,"WI","Grant County, WI",28730,"     27,824 ",906,3.2,51272,51.9,48.1,19.3,1.3,95.8,1.3,3.9,5.4,39.1,20.5,10.9,12.9,7.3,48.4,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-14.4,8.899998,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-9.567014,-4.832988,100005.8,-247.7826,0,-11.64433,10323.86,276.8623,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-16.70314,12062.63,-284.369,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",3.79997350161952,185.800965788221
"25","CALUMET","CITY OF BRILLION CALUMET","CITY OF BRILLION",152,2,211,365,41.6438356164384,0.547945205479452,57.8082191780822,0,201,0.248756218905473,0.118514150943396,0.0017688679245283,0.144278606965174,0,1696,0.0348258706467662,"30495","86.67%","9,634","15,345",1450,"26,429",-5711,"-16.15%","5.54%","269.90%","0.03%","36.45%","58.06%","5.49%","0.90%",0,0,2,"11,489","14,539","392","26,420","43.49%","55.03%","1.48%","0.86%",0,2,49491,36772,48971,25.7,95.4,0.6,221,91.9,33793,2979,27.6,10149,11.3,153.2,2.6,65130,153.9,50,48,13295,12722,55015,43.6,0.26,55.1,11477,68,14519,36.5,1.08,58.1,9634,290,15345,41188,43803,44892,16,6.3,2.5,54,"WI","Calumet County, WI",27894,"     27,106 ",788,2.8,49502,50.2,49.8,15.1,3.7,92.1,0.5,3.2,4.2,34.5,18.3,11.7,20.2,7.8,41.9,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-7.099998,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-6.372703,-0.7272959,100005.8,-36.00052,0,-4.344327,9899.481,265.4814,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-9.403141,14991.58,-353.4172,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion (Premier)-Accuvote-OS","Dominion (Premier)-Accuvote TSX",1,0,1,"Dominion (Premier)-Accuvote TSX",NA,0,"Dominion (Premier)-Accuvote TSX",5.03630304084483,247.647300455222
