"","hindi","county","municipality","reporting_unit","registrants","late_registrants","election_day_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","auto_mark","ballots_counted_at","total_election_inspectors","split_shifts","difficulty_obtaining","x16_17","x18_25","x26_40","x41_60","x61_70","x71","polling_place_name","shared","provisional_identification","provisional_no_dl","counted","rejected","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_2","rejected2","late_received_after_the_election","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_sent_but_not_returned","military_undeliverable","military_received_by_election_day","military_counted","military_rejected","military_late","overseas_issued","overseas_sent_but_not_returned","overseas_undeliverable","overseas_received_by_election_day","overseas_counted","overseas_rejected","overseas_late","muni_county","reporting_unit_orig"
"2815",55186,"RUSK","VILLAGE OF TONY","VILLAGE-OF-TONY-WARD-1-RUSK","57",0,"5","57","57","11","0","46","0","Polling Place",6,"Yes","1 Very difficult",0,0,1,1,2,2,"DEWEY TOWN HALL","Yes",0,0,0,0,"2","0",0,0,"2","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF TONY RUSK","VILLAGE OF TONY WARD 1 RUSK"
"2816",55191,"RUSK","VILLAGE OF WEYERHAEUSER","VILLAGE-OF-WEYERHAEUSER-WARD-1-2-RUSK","109",0,"21","106","106","27","0","79","0","Polling Place",5,"No","3 Neither difficult nor easy",0,0,0,2,2,1,"VILLAGE HALL","No",0,0,0,0,"6","3",0,0,"3","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF WEYERHAEUSER RUSK","VILLAGE OF WEYERHAEUSER WARD 1-2 RUSK"
"2817",55246,"RUSK","CITY OF LADYSMITH","CITY-OF-LADYSMITH-WARD-1-15-RUSK","1,651",25,"187","1,414","1,414","2","1,366","46","0","Polling Place",14,"Yes","5 Very easy",0,0,1,0,13,0,"Ladysmith Fire Hall","No",4,0,3,1,"285","119",15,0,"270","269",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"CITY OF LADYSMITH RUSK","CITY OF LADYSMITH WARD 1-15 RUSK"
"2818",56002,"ST. CROIX","TOWN OF BALDWIN","TOWN-OF-BALDWIN-WARD-1-2-ST.-CROIX","589",2,"83","550","550","0","550","0","0","Polling Place",7,"No","5 Very easy",0,0,0,2,5,0,"Baldwin Town Hall","No",0,0,0,0,"40","30",0,0,"40","40",0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"TOWN OF BALDWIN ST. CROIX","TOWN OF BALDWIN WARDS 1-2 ST. CROIX"
"2819",56004,"ST. CROIX","TOWN OF CADY","TOWN-OF-CADY-WARD-1-ST.-CROIX","541",3,"44","474","474","0","468","0","6","Polling Place",10,"Yes","4 Somewhat easy",0,2,0,4,1,3,"Town Hall","No",0,0,0,0,"33","10",0,0,"33","33",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,"TOWN OF CADY ST. CROIX","TOWN OF CADY WARD 1 ST. CROIX"
"2820",56006,"ST. CROIX","TOWN OF CYLON","TOWN-OF-CYLON-WARD-1-ST.-CROIX","386",1,"49","371","371","0","371","0","0","Polling Place",3,"No","3 Neither difficult nor easy",0,0,0,0,2,1,"Cylon-Deer Park Comm Cntr","Yes",0,0,0,0,"29","9",1,0,"28","28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF CYLON ST. CROIX","TOWN OF CYLON WARD 1 ST. CROIX"
"2821",56008,"ST. CROIX","TOWN OF EAU GALLE","TOWN-OF-EAU-GALLE-WARD-1-2-ST.-CROIX","722",0,"49","671","671","0","671","0","0","Polling Place",8,"Yes","1 Very difficult",0,0,0,0,5,3,"Eau Galle Town Hall","No",0,0,0,0,"29","21",0,0,"29","29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF EAU GALLE ST. CROIX","TOWN OF EAU GALLE WARDS 1-2 ST. CROIX"
"2822",56010,"ST. CROIX","TOWN OF EMERALD","TOWN-OF-EMERALD-WARD-1-ST.-CROIX","444",0,"73","411","411","0","411","0","0","Polling Place",4,"Yes","3 Neither difficult nor easy",0,0,0,1,2,1,"Emerald Town Hall","No",0,0,0,0,"16","3",1,0,"15","15",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"TOWN OF EMERALD ST. CROIX","TOWN OF EMERALD WARD 1 ST. CROIX"
"2823",56012,"ST. CROIX","TOWN OF ERIN PRAIRIE","TOWN-OF-ERIN-PRAIRIE-WARD-1-ST.-CROIX","436",12,"65","398","398","0","398","0","0","Polling Place",10,"Yes","4 Somewhat easy",0,0,0,0,9,1,"Erin Prairie Town Hall","No",0,0,0,0,"33","20",1,0,"32","32",0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,"TOWN OF ERIN PRAIRIE ST. CROIX","TOWN OF ERIN PRAIRIE WARD 1 ST. CROIX"
"2824",56014,"ST. CROIX","TOWN OF FOREST","TOWN-OF-FOREST-WARD-1-ST.-CROIX","423",0,"42","317","317","0","317","0","0","Polling Place",4,"No","1 Very difficult",0,0,1,0,2,1,"Forest Town Hall","No",0,0,0,0,"10","3",1,0,"9","8",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF FOREST ST. CROIX","TOWN OF FOREST WARD 1 ST. CROIX"
"2825",56016,"ST. CROIX","TOWN OF GLENWOOD","TOWN-OF-GLENWOOD-WARD-1-ST.-CROIX","458",0,"39","380","380","0","380","0","0","Polling Place",5,"No","2 Somewhat difficult",0,0,1,2,2,0,"Town of Glenwood-Shop","No",0,0,0,0,"21","14",2,0,"19","19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF GLENWOOD ST. CROIX","TOWN OF GLENWOOD WARD 1 ST. CROIX"
"2826",56018,"ST. CROIX","TOWN OF HAMMOND","TOWN-OF-HAMMOND-WARD-1-3-ST.-CROIX","1,399",0,"222","1,266","1,266","0","1,266","0","0","Polling Place",13,"Yes","3 Neither difficult nor easy",2,0,1,2,7,1,"Town of Hammond","No",0,0,0,0,"105","75",2,0,"103","103",0,2,0,0,0,0,4,1,0,3,3,0,0,0,0,0,0,0,0,0,"TOWN OF HAMMOND ST. CROIX","TOWN OF HAMMOND WARDS 1-3 ST. CROIX"
"2827",56020,"ST. CROIX","TOWN OF HUDSON","TOWN-OF-HUDSON-WARD-1-14-ST.-CROIX","5,879",140,"396","5,038","5,038","0","5,038","0","0","Polling Place",24,"Yes","2 Somewhat difficult",0,0,0,6,15,3,"","No",0,0,0,0,"1,750","1,374",19,4,"1,713","1,713",0,8,0,0,0,0,14,1,0,11,11,0,0,5,1,0,3,3,0,0,"TOWN OF HUDSON ST. CROIX","TOWN OF HUDSON WARDS 1-14 ST. CROIX"
"2828",56022,"ST. CROIX","TOWN OF KINNICKINNIC","TOWN-OF-KINNICKINNIC-WARD-1-3-ST.-CROIX","1,200",11,"117","1,075","1,075","906","0","0","169","Polling Place",14,"Yes","3 Neither difficult nor easy",0,0,0,0,14,0,"Town of Kinnickinnic","No",0,0,0,0,"183","122",2,0,"181","181",0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,"TOWN OF KINNICKINNIC ST. CROIX","TOWN OF KINNICKINNIC WARDS 1-3 ST. CROIX"
"2829",56024,"ST. CROIX","TOWN OF PLEASANT VALLEY","TOWN-OF-PLEASANT-VALLEY-WARD-1-ST.-CROIX","326",1,"25","277","277","0","277","0","0","Polling Place",10,"Yes","2 Somewhat difficult",1,0,1,2,4,2,"Pleasant Valley Town Hall","No",0,0,0,0,"16","2",1,0,"14","14",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF PLEASANT VALLEY ST. CROIX","TOWN OF PLEASANT VALLEY WARD 1 ST. CROIX"
"2830",56026,"ST. CROIX","TOWN OF RICHMOND","TOWN-OF-RICHMOND-WARD-3-5-ST.-CROIX","980",17,"166","912","912","0","912","0","0","Polling Place",11,"Yes","5 Very easy",0,0,0,2,4,5,"Richmond Town Hall","Yes",0,0,0,0,"95","53",3,1,"92","91",1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF RICHMOND ST. CROIX","TOWN OF RICHMOND WARDS 3-5 ST. CROIX"
"2831",56026,"ST. CROIX","TOWN OF RICHMOND","TOWN-OF-RICHMOND-WARD-1-2-ST.-CROIX","1,092",23,"173","800","800","0","800","0","0","Polling Place",10,"Yes","5 Very easy",0,0,0,2,4,5,"Richmond Town Hall","Yes",0,0,0,0,"113","75",4,0,"109","109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF RICHMOND ST. CROIX","TOWN OF RICHMOND WARDS 1-2 ST. CROIX"
"2832",56028,"ST. CROIX","TOWN OF RUSH RIVER","TOWN-OF-RUSH-RIVER-WARD-1-ST.-CROIX","338",2,"26","291","291","291","0","0","0","Polling Place",4,"No","4 Somewhat easy",0,0,0,0,3,1,"Rush River Town Hall","No",0,0,0,0,"18","4",3,0,"15","15",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF RUSH RIVER ST. CROIX","TOWN OF RUSH RIVER WARD 1 ST. CROIX"
"2833",56030,"ST. CROIX","TOWN OF ST. JOSEPH","TOWN-OF-ST.-JOSEPH-WARD-1-6-ST.-CROIX","2,728",126,"241","2,465","2,463","0","2,465","0","0","Polling Place",16,"No","2 Somewhat difficult",0,0,1,5,7,3,"Town Hall","No",0,0,0,0,"590","438",9,0,"581","581",0,1,0,0,0,1,2,0,0,2,2,0,0,2,2,0,2,2,0,0,"TOWN OF ST. JOSEPH ST. CROIX","TOWN OF ST. JOSEPH WARD 1-6 ST. CROIX"
"2834",56032,"ST. CROIX","TOWN OF SOMERSET","TOWN-OF-SOMERSET-WARD-1-6-ST.-CROIX","2,626",37,"310","2,350","2,350","0","2,350","0","0","Polling Place",17,"Yes","3 Neither difficult nor easy",0,0,0,5,11,1,"Somerset Town Hall","No",5,0,0,5,"392","270",122,0,"387","387",0,1,0,0,0,0,4,3,0,2,2,0,0,5,5,0,5,5,0,0,"TOWN OF SOMERSET ST. CROIX","TOWN OF SOMERSET WARDS 1-6 ST. CROIX"
"2835",56034,"ST. CROIX","TOWN OF SPRINGFIELD","TOWN-OF-SPRINGFIELD-WARD-1-ST.-CROIX","571",1,"58","503","503","0","503","0","0","Polling Place",7,"Yes","3 Neither difficult nor easy",0,0,0,1,5,1,"Springfield Town Hall","No",0,0,0,0,"40","14",0,0,"40","40",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,"TOWN OF SPRINGFIELD ST. CROIX","TOWN OF SPRINGFIELD WARD 1 ST. CROIX"
"2836",56036,"ST. CROIX","TOWN OF STANTON","TOWN-OF-STANTON-WARD-1-ST.-CROIX","564",7,"82","511","511","0","511","0","0","Polling Place",9,"Yes","3 Neither difficult nor easy",0,0,0,2,2,5,"Stanton Town Hall","No",0,0,0,0,"47","0",1,0,"46","45",1,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,1,1,0,0,"TOWN OF STANTON ST. CROIX","TOWN OF STANTON WARD 1 ST. CROIX"
"2837",56038,"ST. CROIX","TOWN OF STAR PRAIRIE","TOWN-OF-STAR-PRAIRIE-WARD-1-6-ST.-CROIX","2,192",45,"284","1,992","1,992","0","1,992","0","0","Polling Place",17,"Yes","3 Neither difficult nor easy",0,0,0,4,13,0,"Town of Star Prairie","No",0,0,0,0,"533","462",9,0,"536","1",1,2,0,0,0,0,3,1,0,2,2,0,0,2,1,0,0,1,0,0,"TOWN OF STAR PRAIRIE ST. CROIX","TOWN OF STAR PRAIRIE WARDS 1-6 ST. CROIX"
"2838",56040,"ST. CROIX","TOWN OF TROY","TOWN-OF-TROY-WARD-1-7-ST.-CROIX","3,535",72,"310","3,254","3,254","0","3,254","0","3,254","Polling Place",28,"Yes","4 Somewhat easy",0,1,1,9,10,7,"Troy Town Hall","No",2,0,0,0,"1,068","860",8,0,"1,059","1,058",1,1,0,0,0,0,6,2,0,4,4,0,0,2,0,0,2,2,0,0,"TOWN OF TROY ST. CROIX","TOWN OF TROY WARD 1-7 ST. CROIX"
"2839",56042,"ST. CROIX","TOWN OF WARREN","TOWN-OF-WARREN-WARD-1-3-ST.-CROIX","1,102",23,"116","994","994","0","994","0","0","Polling Place",15,"Yes","2 Somewhat difficult",0,0,0,2,9,4,"Waren Community Center","No",0,0,0,0,"150","101",4,0,"146","146",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF WARREN ST. CROIX","TOWN OF WARREN WARDS 1-3 ST. CROIX"
"2840",56106,"ST. CROIX","VILLAGE OF BALDWIN","VILLAGE-OF-BALDWIN-WARD-1-6-ST.-CROIX","2,215",10,"387","1,941","1,941","0","1,935","6","0","Polling Place",14,"Yes","2 Somewhat difficult",0,0,2,9,3,0,"Baldwin Municipal Center","No",0,0,0,0,"483","412",5,0,"478","478",0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,"VILLAGE OF BALDWIN ST. CROIX","VILLAGE OF BALDWIN WARD 1-6 ST. CROIX"
"2841",56116,"ST. CROIX","VILLAGE OF DEER PARK","VILLAGE-OF-DEER-PARK-WARD-1-ST.-CROIX","121",0,"29","113","113","0","113","0","0","Polling Place",3,"Yes","2 Somewhat difficult",0,0,1,0,2,0,"Deer Park Community Cente","Yes",0,0,0,0,"4","2",0,0,"4","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF DEER PARK ST. CROIX","VILLAGE OF DEER PARK WARD 1 ST. CROIX"
"2842",56136,"ST. CROIX","VILLAGE OF HAMMOND","VILLAGE-OF-HAMMOND-WARD-1-4-ST.-CROIX","1,004",4,"143","929","929","929","0","0","0","Polling Place",3,"No","4 Somewhat easy",0,0,0,1,2,0,"","No",0,0,0,0,"159","35",1,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF HAMMOND ST. CROIX","VILLAGE OF HAMMOND WARDS 1-4 ST. CROIX"
"2843",56161,"ST. CROIX","VILLAGE OF NORTH HUDSON","VILLAGE-OF-NORTH-HUDSON-WARD-1-6-ST.-CROIX","2,619",63,"229","2,241","2,241","0","2,241","0","152","Polling Place",16,"Yes","3 Neither difficult nor easy",0,0,0,2,7,7,"North Hudson Village Hall","No",0,0,0,0,"720","616",4,0,"720","720",0,1,0,0,0,0,4,2,0,2,2,0,0,3,0,0,3,3,0,0,"VILLAGE OF NORTH HUDSON ST. CROIX","VILLAGE OF NORTH HUDSON WARD 1-6 ST. CROIX"
"2844",56176,"ST. CROIX","VILLAGE OF ROBERTS","VILLAGE-OF-ROBERTS-WARD-1-4-ST.-CROIX","994",0,"160","821","821","0","821","0","0","Polling Place",9,"Yes","2 Somewhat difficult",0,0,0,0,9,0,"1","No",0,0,0,0,"70","50",0,0,"70","70",0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,2,0,0,"VILLAGE OF ROBERTS ST. CROIX","VILLAGE OF ROBERTS WARDS 1-4 ST. CROIX"
"2845",56181,"ST. CROIX","VILLAGE OF SOMERSET","VILLAGE-OF-SOMERSET-WARD-1-4-ST.-CROIX","44",41,"279","1,165","1,166","0","1,165","241","0","Polling Place",16,"Yes","4 Somewhat easy",0,0,0,4,6,6,"Somerset Village Hall","No",0,3,1,2,"147","115",2,0,"144","143",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF SOMERSET ST. CROIX","VILLAGE OF SOMERSET WARD 1-4 ST. CROIX"
"2846",56182,"ST. CROIX","VILLAGE OF STAR PRAIRIE","VILLAGE-OF-STAR-PRAIRIE-WARD-1-ST.-CROIX","378",10,"64","320","320","0","320","0","0","Polling Place",5,"Yes","4 Somewhat easy",0,0,0,1,2,2,"StarPrairieCommunityCente","No",1,0,0,1,"30","25",0,0,"30","30",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF STAR PRAIRIE ST. CROIX","VILLAGE OF STAR PRAIRIE WARD 1 ST. CROIX"
"2847",56184,"ST. CROIX","VILLAGE OF SPRING VALLEY","VILLAGE-OF-SPRING-VALLEY-WARD-3-ST.-CROIX","7",0,"0","6","6","0","0","6","0","Polling Place",12,"Yes","3 Neither difficult nor easy",0,0,0,4,7,1,"Village Hall","Yes",0,0,0,0,"0","0",0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF SPRING VALLEY ST. CROIX","VILLAGE OF SPRING VALLEY WARD 3 ST. CROIX"
"2848",56191,"ST. CROIX","VILLAGE OF WILSON","VILLAGE-OF-WILSON-WARD-1-ST.-CROIX","119",0,"11","97","97","0","97","0","0","Polling Place",4,"No","1 Very difficult",0,0,0,1,2,1,"Village of Wilson","No",0,0,0,0,"7","4",0,0,"7","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF WILSON ST. CROIX","VILLAGE OF WILSON WARD 1 ST. CROIX"
"2849",56192,"ST. CROIX","VILLAGE OF WOODVILLE","VILLAGE-OF-WOODVILLE-WARD-1-2-ST.-CROIX","700",18,"97","604","604","0","427","0","177","Polling Place",5,"No","1 Very difficult",0,0,0,0,0,5,"","No",0,0,0,0,"69","35",0,0,"67","67",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF WOODVILLE ST. CROIX","VILLAGE OF WOODVILLE WARD 1-2 ST. CROIX"
"2850",56231,"ST. CROIX","CITY OF GLENWOOD CITY","CITY-OF-GLENWOOD-CITY-WARD-1-2-ST.-CROIX","677",11,"107","562","562","0","562","0","105","Polling Place",6,"Yes","5 Very easy",0,0,0,2,3,1,"","No",0,0,0,0,"48","33",1,0,"47","47",0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,1,1,0,0,"CITY OF GLENWOOD CITY ST. CROIX","CITY OF GLENWOOD CITY WARD 1-2 ST. CROIX"
"2851",56236,"ST. CROIX","CITY OF HUDSON","CITY-OF-HUDSON-WARD-1-2-ST.-CROIX","1,209",63,"234","1,011","1,011","0","1,011","0","0","Polling Place",11,"Yes","2 Somewhat difficult",0,0,0,2,3,6,"Hudson City Hall","Yes",0,0,0,0,"361","300",2,0,"359","359",0,0,0,0,0,0,2,1,0,1,1,0,0,3,0,0,3,3,0,0,"CITY OF HUDSON ST. CROIX","CITY OF HUDSON WARD 1-2 ST. CROIX"
"2852",56236,"ST. CROIX","CITY OF HUDSON","CITY-OF-HUDSON-WARD-3-4-ST.-CROIX","1,939",73,"239","1,688","1,688","0","1,688","0","0","Polling Place",9,"Yes","2 Somewhat difficult",0,0,0,3,0,6,"Faith Community Church","Yes",0,0,0,0,"740","605",5,0,"733","733",0,2,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"CITY OF HUDSON ST. CROIX","CITY OF HUDSON WARD 3-4 ST. CROIX"
"2853",56236,"ST. CROIX","CITY OF HUDSON","CITY-OF-HUDSON-WARD-5-6-ST.-CROIX","1,462",36,"141","1,229","1,230","0","1,229","0","0","Polling Place",8,"Yes","2 Somewhat difficult",0,0,0,3,1,4,"Hudson United Methodist","Yes",1,0,0,1,"523","484",18,0,"505","505",0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,0,0,"CITY OF HUDSON ST. CROIX","CITY OF HUDSON WARD 5-6 ST. CROIX"
"2854",56236,"ST. CROIX","CITY OF HUDSON","CITY-OF-HUDSON-WARD-7-8-ST.-CROIX","1,501",43,"181","1,196","1,196","0","1,196","0","0","Polling Place",9,"Yes","2 Somewhat difficult",0,0,0,2,3,4,"Hudson United Methodist","Yes",0,0,0,0,"444","351",3,0,"439","439",0,2,0,0,0,0,2,1,0,1,1,0,0,2,0,0,0,0,0,2,"CITY OF HUDSON ST. CROIX","CITY OF HUDSON WARD 7-8 ST. CROIX"
"2855",56236,"ST. CROIX","CITY OF HUDSON","CITY-OF-HUDSON-WARD-9-10-ST.-CROIX","1,465",44,"120","1,204","1,204","0","1,204","0","0","Polling Place",11,"Yes","2 Somewhat difficult",0,0,0,3,1,7,"Hudson City Hall","Yes",0,0,0,0,"403","339",5,0,"396","396",0,2,0,0,0,0,2,1,0,1,1,0,0,2,1,0,0,0,0,1,"CITY OF HUDSON ST. CROIX","CITY OF HUDSON WARD 9-10 ST. CROIX"
"2856",56236,"ST. CROIX","CITY OF HUDSON","CITY-OF-HUDSON-WARD-11-12-ST.-CROIX","1,504",35,"117","1,240","1,240","0","1,240","0","0","Polling Place",9,"Yes","2 Somewhat difficult",0,0,0,2,2,5,"Faith Community Church","Yes",0,0,0,0,"527","436",2,0,"524","524",0,1,0,0,0,0,2,1,0,1,1,0,0,6,0,0,6,0,0,0,"CITY OF HUDSON ST. CROIX","CITY OF HUDSON WARD 11-12 ST. CROIX"
"2857",56261,"ST. CROIX","CITY OF NEW RICHMOND","CITY-OF-NEW-RICHMOND-WARD-1-6-ST.-CROIX","2,199",109,"401","1,899","1,921","0","1,899","0","0","Polling Place",11,"No","2 Somewhat difficult",0,0,0,0,7,4,"Civic Center","Yes",0,0,0,0,"610","416",9,0,"596","596",0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,1,1,0,0,"CITY OF NEW RICHMOND ST. CROIX","CITY OF NEW RICHMOND WARDS 1-6 ST. CROIX"
"2858",56261,"ST. CROIX","CITY OF NEW RICHMOND","CITY-OF-NEW-RICHMOND-WARD-7-12-ST.-CROIX","2,420",91,"388","2,152","2,152","0","2,152","0","0","Polling Place",11,"No","2 Somewhat difficult",0,0,0,1,6,4,"civic center","Yes",0,0,0,0,"775","660",6,0,"768","768",1,0,0,0,0,0,4,1,0,3,3,0,0,1,0,0,1,1,0,0,"CITY OF NEW RICHMOND ST. CROIX","CITY OF NEW RICHMOND WARDS 7-12 ST. CROIX"
"2859",56276,"ST. CROIX","CITY OF RIVER FALLS","CITY-OF-RIVER-FALLS-WARD-1-4-15-ST.-CROIX","2,217",90,"284","1,942","1,942","0","1,459","483","0","Polling Place with Central Count Absentee",20,"Yes","3 Neither difficult nor easy",0,0,0,3,7,10,"RIVER FALLS PUBLIC LIBRAR","No",0,3,0,3,"768","568",21,3,"743","743",0,1,0,0,0,0,4,0,0,4,4,0,0,3,1,0,2,2,0,0,"CITY OF RIVER FALLS ST. CROIX","CITY OF RIVER FALLS WARDS 1-4,15 ST. CROIX"
"2860",57002,"SAUK","TOWN OF BARABOO","TOWN-OF-BARABOO-WARD-1-4-SAUK","1,231",18,"86","1,067","1,067","1,067","0","0","0","Polling Place",5,"No","4 Somewhat easy",0,0,0,1,2,2,"Baraboo Town Hall","No",0,0,0,0,"205","178",2,0,"203","203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF BARABOO SAUK","TOWN OF BARABOO WARDS 1-4 SAUK"
"2861",57004,"SAUK","TOWN OF BEAR CREEK","TOWN-OF-BEAR-CREEK-WARD-1-SAUK","388",0,"28","350","350","0","350","0","0","Polling Place",5,"No","4 Somewhat easy",0,0,0,3,1,2,"Town Hall","No",0,0,0,0,"26","0",0,0,"26","26",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"TOWN OF BEAR CREEK SAUK","TOWN OF BEAR CREEK WARD 1 SAUK"
"2862",57006,"SAUK","TOWN OF DELLONA","TOWN-OF-DELLONA-WARD-1-2-SAUK","1,012",6,"119","901","901","901","0","0","0","Polling Place",13,"Yes","3 Neither difficult nor easy",0,0,0,5,4,4,"Dellona Town Hall","No",0,0,0,0,"91","44",3,0,"88","88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF DELLONA SAUK","TOWN OF DELLONA WARDS 1-2 SAUK"
"2863",57008,"SAUK","TOWN OF DELTON","TOWN-OF-DELTON-WARD-1-4-SAUK","1,364",19,"104","1,177","1,177","1,177","0","0","0","Polling Place",11,"No","4 Somewhat easy",0,0,0,5,4,2,"Marshall memorial Hall","No",0,0,0,0,"200","159",3,0,"197","197",0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,"TOWN OF DELTON SAUK","TOWN OF DELTON WARDS 1-4 SAUK"
"2864",57010,"SAUK","TOWN OF EXCELSIOR","TOWN-OF-EXCELSIOR-WARD-1-3-SAUK","1,040",19,"91","920","924","0","918","1","0","Polling Place",5,"Yes","3 Neither difficult nor easy",0,0,0,0,5,0,"Excelsior Town Hall","No",1,0,1,0,"153","114",2,0,"153","153",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"TOWN OF EXCELSIOR SAUK","TOWN OF EXCELSIOR WARDS 1-3 SAUK"
"2865",57012,"SAUK","TOWN OF FAIRFIELD","TOWN-OF-FAIRFIELD-WARD-1-2-SAUK","746",0,"63","664","664","664","0","0","0","Polling Place",10,"Yes","4 Somewhat easy",0,0,0,0,5,5,"Fairfield Town Hall","No",0,0,0,0,"68","37",1,0,"67","63",4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,"TOWN OF FAIRFIELD SAUK","TOWN OF FAIRFIELD WARDS 1-2 SAUK"
"2866",57014,"SAUK","TOWN OF FRANKLIN","TOWN-OF-FRANKLIN-WARD-1-3-SAUK","432",2,"42","386","386","0","386","0","0","Polling Place",12,"Yes","3 Neither difficult nor easy",0,0,0,3,4,5,"Town Hall","No",0,0,0,0,"28","8",1,0,"27","26",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF FRANKLIN SAUK","TOWN OF FRANKLIN WARD 1-3 SAUK"
"2867",57016,"SAUK","TOWN OF FREEDOM","TOWN-OF-FREEDOM-WARD-1-2-SAUK","310",0,"23","264","264","264","0","0","0","Polling Place",5,"Yes","3 Neither difficult nor easy",0,0,1,2,2,0,"North Freedom Community C","Yes",0,0,0,0,"8","5",0,0,"8","8",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,"TOWN OF FREEDOM SAUK","TOWN OF FREEDOM WARDS 1-2 SAUK"
"2868",57018,"SAUK","TOWN OF GREENFIELD","TOWN-OF-GREENFIELD-WARD-1-SAUK","609",13,"47","593","593","593","0","0","0","Polling Place",7,"Yes","3 Neither difficult nor easy",0,0,0,2,2,3,"Greenfield Town Hall","No",1,0,0,0,"34","14",3,0,"31","31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF GREENFIELD SAUK","TOWN OF GREENFIELD WARD 1 SAUK"
"2869",57020,"SAUK","TOWN OF HONEY CREEK","TOWN-OF-HONEY-CREEK-WARD-1-SAUK","482",0,"34","432","432","432","0","0","0","Polling Place",3,"No","5 Very easy",0,0,0,0,0,3,"Honey Creek Town Hall","No",0,0,0,0,"34","20",4,0,"30","30",0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,"TOWN OF HONEY CREEK SAUK","TOWN OF HONEY CREEK WARD 1 SAUK"
