ELECTION,ELECTION,ELECTION,OFFICE TYPE,OFFICE,US CONGRESS,STATE SENATE,STATE ASSEMBLY,COURT OF APPEALS,COUNTY,COUNTY,MUNICIPALITY,MUNICIPALITY,MUNICIPALITY,HINDI,ORDER,REPORTING UNIT,Democrat,Republican,Richard V. Campagna/ Michael Badnarik,Patricia LaMarche/ David Cobb,Peter Miguel Camejo/ Ralph Nader,Margaret Trowe/ James Harris,Mary Alice Herbert/ Walter F. Brown,Scattering ,other.votes,Total.votes
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,6,Cylon,56006,2,,158,190,1,0,2,0,0,0,3,351
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,8,Eau Galle,56008,2,Wards 1 & 2,274,332,2,0,5,0,0,1,8,614
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,10,Emerald,56010,2,Wards 1 & 2,201,193,1,0,4,0,0,1,6,400
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,12,Erin Prairie,56012,2,,159,204,0,1,0,0,0,1,2,365
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,14,Forest,56014,2,,165,176,1,0,4,0,0,0,5,346
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,16,Glenwood,56016,2,,205,193,0,0,3,0,0,0,3,401
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,18,Hammond,56018,2,,323,553,2,0,5,0,0,1,8,884
02-Nov-04,FALL,GENERAL,PRES,President,3,10,30,3,56,St. Croix,Town,20,Hudson,56020,2,Wards 1 - 11,1674,2656,12,5,18,0,0,2,37,4367
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,22,Kinnickinnic,56022,2,Wards 1 - 3,472,543,1,0,1,0,0,2,4,1019
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,24,Pleasant Valley,56024,2,,131,129,0,0,2,0,0,0,2,262
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,26,Richmond,56026,2,Wards 1 - 3,571,736,3,0,5,0,0,0,8,1315
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,28,Rush River,56028,2,,147,152,2,0,1,0,0,1,4,303
02-Nov-04,FALL,GENERAL,PRES,President,3,10,30,3,56,St. Croix,Town,30,St Joseph,56030,2,Wards 1 - 7,919,1293,4,0,10,0,1,3,18,2230
02-Nov-04,FALL,GENERAL,PRES,President,3,10,28,3,56,St. Croix,Town,32,Somerset,56032,2,"Wards 1, 3 - 5",737,957,5,2,7,0,0,2,16,1710
02-Nov-04,FALL,GENERAL,PRES,President,3,10,30,3,56,St. Croix,Town,32,Somerset,56032,3,Ward 2,76,142,3,0,3,1,0,0,7,225
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,34,Springfield,56034,2,,247,241,0,1,3,0,0,1,5,493
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,36,Stanton,56036,2,Wards 1 & 2,244,298,1,1,3,0,0,0,5,547
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,38,Star Prairie,56038,2,Wards 1 - 5,729,954,3,1,12,0,0,1,17,1700
02-Nov-04,FALL,GENERAL,PRES,President,3,10,30,3,56,St. Croix,Town,40,Troy,56040,2,Wards 1 - 7,1081,1573,3,2,10,0,0,1,16,2670
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,42,Warren,56042,2,Wards 1 & 2,345,536,4,0,3,0,0,0,7,888
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Village,106,Baldwin,56106,2,Wards 1 - 5,789,851,3,2,5,0,1,1,12,1652
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Village,116,Deer Park,56116,2,,60,68,2,0,2,0,0,0,4,132
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Village,136,Hammond,56136,2,Wards 1 & 2,494,481,0,2,9,1,0,0,12,987
02-Nov-04,FALL,GENERAL,PRES,President,3,10,30,3,56,St. Croix,Village,161,North Hudson,56161,2,Wards 1 - 6,934,1237,12,1,9,0,0,3,25,2196
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Village,176,Roberts,56176,2,Wards 1 & 2,348,430,2,2,1,0,0,0,5,783
02-Nov-04,FALL,GENERAL,PRES,President,3,10,28,3,56,St. Croix,Village,181,Somerset,56181,2,Wards 1 & 2,453,558,0,1,9,0,0,0,10,1021
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Village,182,Star Prairie,56182,2,,175,178,0,1,4,0,0,2,7,360
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Village,184,Spring Valley,56184,2,Ward 3,0,2,0,0,0,0,0,0,0,2
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Village,191,Wilson,56191,2,,57,47,0,0,0,0,0,0,0,104
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Village,192,Woodville,56192,2,Wards 1 & 2,257,344,7,1,3,0,0,0,11,612
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,City,231,Glenwood City,56231,2,Wards 1 & 2,330,271,1,1,4,0,0,0,6,607
02-Nov-04,FALL,GENERAL,PRES,President,3,10,30,3,56,St. Croix,City,236,Hudson,56236,13,Wards 1 - 14,3059,3228,10,0,32,0,1,7,50,6337
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,City,261,New Richmond,56261,13,Wards 1 - 6,890,750,4,2,8,0,0,0,14,1654
02-Nov-04,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,City,261,New Richmond,56261,14,Wards 7 - 13,880,978,2,1,7,0,0,3,13,1871
02-Nov-04,FALL,GENERAL,PRES,President,3,10,30,3,56,St. Croix,City,276,River Falls,56276,3,Wards 1 & 2,757,624,4,2,6,0,0,1,13,1394
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,2,Aurora,61002,2,,80,102,0,0,1,0,0,0,1,183
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,4,Browning,61004,2,Wards 1 & 2,146,298,2,1,1,0,0,2,6,450
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,6,Chelsea,61006,2,,131,261,1,0,2,0,0,0,3,395
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,8,Cleveland,61008,2,,42,94,1,0,1,0,0,0,2,138
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,10,Deer Creek,61010,2,Wards 1 & 2,109,234,0,0,4,0,0,0,4,347
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,12,Ford,61012,2,,69,85,0,1,0,0,0,0,1,155
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,14,Goodrich,61014,2,,85,173,0,0,0,0,0,0,0,258
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,16,Greenwood,61016,2,,136,183,3,2,6,0,2,1,14,333
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,18,Grover,61018,2,,35,99,2,2,4,0,0,0,8,142
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,20,Hammel,61020,2,Wards 1 & 2,156,234,0,3,3,0,0,0,6,396
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,22,Holway,61022,2,,113,154,0,0,5,0,0,0,5,272
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,24,Jump River,61024,2,,80,69,0,0,0,0,0,0,0,149
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,26,Little Black,61026,2,Wards 1 & 2,252,339,3,0,5,1,0,0,9,600
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,28,Maplehurst,61028,2,Wards 1 & 2,84,92,0,0,3,0,0,0,3,179
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,30,McKinley,61030,2,,75,104,0,0,2,0,0,3,5,184
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,32,Medford,61032,2,Wards 1 - 3,391,840,0,3,7,0,0,0,10,1241
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,34,Molitor,61034,2,,68,97,0,0,3,0,0,0,3,168
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,36,Pershing,61036,2,,63,24,0,0,1,0,0,0,1,88
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,38,Rib Lake,61038,2,Wards 1 & 2,164,255,1,1,2,0,0,0,4,423
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,40,Roosevelt,61040,2,,126,80,0,0,1,0,0,0,1,207
02-Nov-04,FALL,GENERAL,PRES,President,7,23,69,3,61,Taylor,Town,42,Taft,61042,2,,78,99,0,0,0,0,0,0,0,177
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,44,Westboro,61044,2,,141,246,0,0,1,0,1,0,2,389
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Village,131,Gilman,61131,2,,120,126,0,0,2,0,0,0,2,248
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Village,146,Lublin,61146,2,,48,28,0,0,2,0,0,0,2,78
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Village,176,Rib Lake,61176,2,,209,213,0,0,5,0,0,1,6,428
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Village,181,Stetsonville,61181,2,,136,147,0,0,5,0,0,0,5,288
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,City,251,Medford,61251,7,Wards 1 & 2,215,233,0,0,6,0,0,1,7,455
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,City,251,Medford,61251,8,Wards 3 & 4,161,239,0,1,1,0,0,0,2,402
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,City,251,Medford,61251,9,Wards 5 & 6,171,231,2,1,8,0,0,0,11,413
02-Nov-04,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,City,251,Medford,61251,10,Wards 7 & 8,145,203,1,0,6,0,1,1,9,357
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,2,Albion,62002,2,Wards 1 & 2,201,150,1,0,1,0,0,0,2,353
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,4,Arcadia,62004,2,Wards 1 - 3,469,353,1,0,7,0,0,0,8,830
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,6,Burnside,62006,2,Wards 1 & 2,194,67,0,0,2,0,0,0,2,263
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,8,Caledonia,62008,2,,212,254,0,0,2,0,0,0,2,468
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,10,Chimney Rock,62010,2,,85,45,0,0,3,0,0,0,3,133
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,12,Dodge,62012,2,,142,95,0,0,0,0,0,0,0,237
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,14,Ettrick,62014,2,Wards 1 & 2,405,304,0,0,3,0,0,1,4,713
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,16,Gale,62016,2,Wards 1 & 2,365,414,5,0,3,1,0,1,10,789
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,18,Hale,62018,2,Wards 1 - 3,339,191,0,1,0,0,0,0,1,531
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,20,Lincoln,62020,2,Wards 1 & 2,245,120,0,0,0,0,0,0,0,365
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,22,Pigeon,62022,2,Wards 1 & 2,257,133,0,0,0,0,0,0,0,390
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,24,Preston,62024,2,Wards 1 - 3,231,179,0,1,2,0,0,0,3,413
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,26,Sumner,62026,2,,229,228,1,0,1,0,0,0,2,459
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,28,Trempealeau,62028,2,Wards 1 - 3,477,460,0,0,5,0,0,0,5,942
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,30,Unity,62030,2,Wards 1 & 2,154,120,0,0,3,0,0,0,3,277
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Village,121,Eleva,62121,2,,240,112,1,0,3,0,0,0,4,356
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Village,122,Ettrick,62122,2,,156,112,0,0,0,0,0,0,0,268
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Village,173,Pigeon Falls,62173,2,,155,79,0,0,0,0,0,0,0,234
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Village,181,Strum,62181,2,Wards 1 & 2,377,188,0,1,1,0,0,0,2,567
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Village,186,Trempealeau,62186,2,Wards 1 & 2,431,370,2,2,7,0,0,1,12,813
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,City,201,Arcadia,62201,2,Wards 1 - 3,563,398,1,0,7,0,0,0,8,969
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,City,206,Blair,62206,2,Wards 1 - 3,388,201,1,1,3,0,0,0,5,594
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,City,231,Galesville,62231,2,Wards 1 - 3,401,369,4,1,5,0,0,0,10,780
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,City,241,Independence,62241,2,Wards 1 - 3,386,183,1,0,0,0,0,0,1,570
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,City,265,Osseo,62265,2,Wards 1 - 4,489,408,1,2,4,0,0,1,8,905
02-Nov-04,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,City,291,Whitehall,62291,3,Wards 1 - 4,484,345,2,1,9,0,0,2,14,843
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,2,Bergen,63002,2,Wards 1 - 3,419,390,0,0,2,0,0,1,3,812
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,4,Christiana,63004,2,Wards 1 & 2,270,232,0,0,1,0,1,0,2,504
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,6,Clinton,63006,2,Wards 1 & 2,143,119,1,0,4,0,0,0,5,267
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,8,Coon,63008,2,Wards 1 & 2,254,185,0,0,4,0,0,1,5,444
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,10,Forest,63010,2,,139,132,1,0,2,0,0,0,3,274
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,12,Franklin,63012,2,,220,304,2,0,3,0,0,0,5,529
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,14,Genoa,63014,2,Wards 1 & 2,246,159,2,1,1,0,0,0,4,409
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,16,Greenwood,63016,2,,110,121,0,0,2,0,0,1,3,234
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,18,Hamburg,63018,2,Wards 1 & 2,266,264,1,0,1,0,0,0,2,532
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,20,Harmony,63020,2,,194,170,0,1,1,0,0,0,2,366
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,22,Hillsboro,63022,2,Wards 1 & 2,182,186,0,0,0,0,0,7,7,375
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,24,Jefferson,63024,3,Wards 1 - 4,347,264,1,2,3,0,0,0,6,617
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,26,Kickapoo,63026,2,,174,102,0,0,3,0,0,2,5,281
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,28,Liberty,63028,2,,64,74,0,0,1,0,0,0,1,139
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,30,Stark,63030,2,Wards 1 & 2,122,80,2,1,1,0,0,0,4,206
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,32,Sterling,63032,2,,129,193,0,1,4,0,0,0,5,327
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,34,Union,63034,2,Wards 1 & 2,114,96,0,0,2,0,0,3,5,215
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,36,Viroqua,63036,2,Wards 1 - 4,480,444,3,1,10,0,2,2,18,942
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,38,Webster,63038,2,,207,120,1,1,1,0,0,0,3,330
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,40,Wheatland,63040,2,,193,107,1,0,2,0,0,0,3,303
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,42,Whitestown,63042,2,,103,122,0,0,3,0,0,0,3,228
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Village,111,Chaseburg,63111,2,,66,87,0,3,2,0,0,0,5,158
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Village,112,Coon Valley,63112,2,,223,220,0,0,3,0,0,0,3,446
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Village,116,De Soto,63116,2,Ward 1,68,58,0,0,2,0,0,0,2,128
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Village,131,Genoa,63131,2,,100,58,0,0,1,0,0,0,1,159
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Village,146,La Farge,63146,2,,251,127,0,0,1,0,0,0,1,379
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Village,165,Ontario,63165,2,,112,92,1,1,1,0,0,0,3,207
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Village,176,Readstown,63176,2,,120,103,0,0,2,0,0,0,2,225
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Village,181,Stoddard,63181,2,,269,178,0,1,2,0,0,0,3,450
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Village,186,Viola,63186,2,Ward 1,42,65,0,0,0,0,1,0,1,108
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,City,236,Hillsboro,63236,3,Wards 1 - 4,335,315,0,1,7,0,0,0,8,658
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,City,286,Viroqua,63286,10,Wards 1 - 9,1259,1133,1,1,14,0,1,3,20,2412
02-Nov-04,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,City,291,Westby,63291,4,Wards 1 - 5,703,474,2,1,1,0,0,0,4,1181
02-Nov-04,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,2,Arbor Vitae,64002,3,Wards 1 - 4,850,1183,6,4,15,0,0,1,26,2059
02-Nov-04,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,4,Boulder Junction,64004,2,Wards 1 & 2,299,446,0,0,6,0,0,2,8,753
02-Nov-04,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,6,Cloverland,64006,3,,256,396,2,0,2,0,0,3,7,659
02-Nov-04,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,8,Conover,64008,2,Wards 1 - 3,329,479,1,0,3,0,0,1,5,813
02-Nov-04,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,10,Lac du Flambeau,64010,2,Wards 1 - 3,933,650,0,1,7,0,0,2,10,1593
02-Nov-04,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,12,Land O'Lakes,64012,2,,220,404,1,1,4,0,0,1,7,631
02-Nov-04,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,14,Lincoln,64014,3,Wards 1 - 4,640,1011,3,1,5,0,1,2,12,1663
02-Nov-04,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,16,Manitowish Waters,64016,2,,212,348,0,0,2,0,0,0,2,562
02-Nov-04,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,18,Phelps,64018,2,Wards 1 & 2,324,528,2,0,10,0,0,1,13,865
02-Nov-04,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,20,Plum Lake,64020,2,Wards 1 & 2,133,226,0,0,2,0,0,0,2,361
02-Nov-04,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,22,Presque Isle,64022,2,,223,330,1,0,1,0,0,0,2,555
02-Nov-04,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,24,St Germain,64024,2,Wards 1 & 2,502,882,1,1,8,0,0,3,13,1397
02-Nov-04,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,26,Washington,64026,3,Wards 1 - 3,395,631,2,1,5,1,0,1,10,1036
02-Nov-04,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,28,Winchester,64028,2,,141,210,2,0,3,0,0,1,6,357
02-Nov-04,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,City,221,Eagle River,64221,3,Wards 1 - 5,256,431,3,2,3,0,0,3,11,698
02-Nov-04,FALL,GENERAL,PRES,President,1,11,32,2,65,Walworth,Town,2,Bloomfield,65002,2,Wards 1 - 7,874,1152,8,2,9,0,0,1,20,2046
02-Nov-04,FALL,GENERAL,PRES,President,1,11,32,2,65,Walworth,Town,4,Darien,65004,2,Wards 1 - 6,317,531,0,1,2,0,0,0,3,851
02-Nov-04,FALL,GENERAL,PRES,President,1,11,32,2,65,Walworth,Town,6,Delavan,65006,2,Wards 1 - 6,1111,1631,3,1,12,0,0,3,19,2761
02-Nov-04,FALL,GENERAL,PRES,President,1,28,83,2,65,Walworth,Town,8,East Troy,65008,2,Wards 1 - 6,719,1738,7,4,16,0,3,1,31,2488
02-Nov-04,FALL,GENERAL,PRES,President,1,11,32,2,65,Walworth,Town,10,Geneva,65010,3,Wards 1 - 8,760,1251,2,1,9,0,0,0,12,2023
02-Nov-04,FALL,GENERAL,PRES,President,1,11,31,2,65,Walworth,Town,12,Lafayette,65012,2,Wards 1 - 4,332,765,2,3,8,0,1,1,15,1112
02-Nov-04,FALL,GENERAL,PRES,President,1,11,31,2,65,Walworth,Town,14,La Grange,65014,2,Wards 1 - 3,460,930,4,2,11,0,0,1,18,1408
02-Nov-04,FALL,GENERAL,PRES,President,1,11,32,2,65,Walworth,Town,16,Linn,65016,3,"Wards 1, 2 & 4",353,626,4,2,2,0,0,0,8,987
02-Nov-04,FALL,GENERAL,PRES,President,1,11,32,2,65,Walworth,Town,16,Linn,65016,4,Wards 3 & 5,90,164,1,0,3,0,0,0,4,258
02-Nov-04,FALL,GENERAL,PRES,President,1,11,32,2,65,Walworth,Town,18,Lyons,65018,2,Wards 1 - 6,729,1221,6,0,8,1,0,1,16,1966
02-Nov-04,FALL,GENERAL,PRES,President,1,15,45,2,65,Walworth,Town,20,Richmond,65020,2,Wards 1 - 3,446,630,3,2,3,2,0,2,12,1088
02-Nov-04,FALL,GENERAL,PRES,President,1,11,32,2,65,Walworth,Town,22,Sharon,65022,2,,178,321,0,0,3,0,0,1,4,503
02-Nov-04,FALL,GENERAL,PRES,President,1,11,31,2,65,Walworth,Town,24,Spring Prairie,65024,2,Wards 1 - 4,376,902,3,1,6,0,0,0,10,1288
02-Nov-04,FALL,GENERAL,PRES,President,1,11,31,2,65,Walworth,Town,26,Sugar Creek,65026,2,Wards 1 - 5,691,1261,3,1,11,0,1,1,17,1969
02-Nov-04,FALL,GENERAL,PRES,President,1,11,31,2,65,Walworth,Town,28,Troy,65028,2,Wards 1 - 3,470,965,1,3,14,0,0,3,21,1456
02-Nov-04,FALL,GENERAL,PRES,President,1,11,32,2,65,Walworth,Town,30,Walworth,65030,2,Wards 1 - 4,255,672,3,0,2,0,0,2,7,934
02-Nov-04,FALL,GENERAL,PRES,President,1,15,43,2,65,Walworth,Town,32,Whitewater,65032,2,Wards 1 - 3,334,534,3,2,2,0,0,4,11,879
02-Nov-04,FALL,GENERAL,PRES,President,1,11,32,2,65,Walworth,Village,116,Darien,65116,2,Wards 1 & 2,265,386,2,2,5,0,1,0,10,661
02-Nov-04,FALL,GENERAL,PRES,President,1,28,83,2,65,Walworth,Village,121,East Troy,65121,3,Wards 1 - 6,711,1467,5,0,18,0,1,3,27,2205
02-Nov-04,FALL,GENERAL,PRES,President,1,11,32,2,65,Walworth,Village,126,Fontana,65126,2,Wards 1 - 4,367,675,2,2,4,0,0,0,8,1050
02-Nov-04,FALL,GENERAL,PRES,President,1,11,32,2,65,Walworth,Village,131,Genoa City,65131,2,Wards 1 - 3,416,709,7,2,6,0,0,1,16,1141
02-Nov-04,FALL,GENERAL,PRES,President,1,28,83,2,65,Walworth,Village,153,Mukwonago,65153,3,Ward 9,7,15,0,0,0,0,0,0,0,22
02-Nov-04,FALL,GENERAL,PRES,President,1,11,32,2,65,Walworth,Village,181,Sharon,65181,2,Wards 1 & 2,338,374,0,0,5,0,0,0,5,717
02-Nov-04,FALL,GENERAL,PRES,President,1,11,32,2,65,Walworth,Village,191,Walworth,65191,2,Wards 1 - 3,462,767,1,0,6,1,2,5,15,1244
02-Nov-04,FALL,GENERAL,PRES,President,1,11,32,2,65,Walworth,Village,192,Williams Bay,65192,3,Wards 1 - 4,545,910,2,0,8,0,0,2,12,1467
02-Nov-04,FALL,GENERAL,PRES,President,1,22,66,2,65,Walworth,City,206,Burlington,65206,2,Ward 17,0,0,0,0,0,0,0,0,0,0
02-Nov-04,FALL,GENERAL,PRES,President,1,11,32,2,65,Walworth,City,216,Delavan,65216,2,Wards 1 - 11,1559,1824,8,2,21,0,0,4,35,3418
02-Nov-04,FALL,GENERAL,PRES,President,1,11,31,2,65,Walworth,City,221,Elkhorn,65221,10,"Wards 1 - 3, 6, 10, 12 & 13",735,937,4,1,10,0,0,1,16,1688
