County Name,Municipality Name,Reporting Unit,Original or recount,Total Votes,Donald J. Trump / Michael R. Pence,Hillary Clinton / Tim Kaine,Darrell L. Castle / Scott N. Bradley,Gary Johnson / Bill Weld,Jill Stein / Ajamu Baraka,Monica Moorehead / Lamont Lilly,Rocky Roque De La Fuente / Michael Steinberg,Cherunda Fox / Roger Kushner (write-in),Evan McMullin / Nathan Johnson (write-in),Michael A. Maturen / Juan Munoz (write-in),Marshall Schoenke / James Creighton Mitchell Jr. (write-in),Chris Keniston / Deacon Taylor (write-in),Laurence Kotlikoff / Edward E. Leamer (write-in),Tom Hoefling / Steve Schulin (write-in),Joseph Maldonado (write-in),Emidio Soltysik / Angela Nicole Walker (write-in),SCATTERING
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 172,Recount,475,21,446,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 173,Recount,617,18,588,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 174,Recount,824,26,782,1,3,4,1,0,0,0,0,0,0,0,0,0,0,7
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 175,Recount,567,41,509,2,10,4,0,0,0,1,0,0,0,0,0,0,0,0
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 176,Recount,739,20,711,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 177,Recount,1806,324,1330,4,96,26,1,2,0,2,0,0,0,0,0,0,0,21
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 178,Recount,1300,245,919,2,92,19,3,1,0,4,0,0,0,0,0,0,0,15
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 179,Recount,1579,240,1183,4,93,32,1,1,0,0,0,0,0,0,0,0,0,25
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 180,Recount,1132,192,845,2,54,10,1,1,0,7,0,0,0,0,0,0,0,20
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 181,Recount,1493,320,1068,1,62,14,1,0,0,7,0,0,0,0,0,0,0,20
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 182,Recount,1466,276,1047,1,86,31,0,2,0,4,0,0,0,0,0,0,1,18
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 183,Recount,1936,419,1343,5,106,36,1,3,0,4,0,0,2,0,0,0,0,17
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 184,Recount,1447,361,953,7,84,22,1,2,0,2,0,0,0,0,0,0,0,15
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 185,Recount,1965,462,1328,8,108,23,1,0,0,12,0,0,0,0,0,0,1,22
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 186,Recount,2001,554,1267,4,120,15,0,2,0,8,0,0,0,0,0,0,0,31
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 187,Recount,537,115,374,2,31,8,1,0,0,1,0,0,0,0,0,0,0,5
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 188,Recount,462,120,299,0,28,6,0,0,0,1,0,0,0,0,0,0,0,8
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 189,Recount,617,95,484,1,20,5,0,0,0,0,0,0,0,0,0,0,0,12
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 190,Recount,1369,355,866,8,96,13,2,3,0,4,4,0,0,0,0,0,0,18
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 191,Recount,1004,299,633,4,49,10,0,0,0,2,2,0,0,0,0,0,0,5
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 192,Recount,999,253,665,5,48,5,0,0,0,6,2,0,1,0,0,0,0,14
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 193,Recount,621,30,564,2,4,13,2,0,0,1,0,0,0,0,0,0,1,4
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 194,Recount,548,51,465,1,20,8,0,0,0,0,0,0,0,0,0,0,0,3
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 195,Recount,469,35,419,0,4,9,1,0,0,0,0,0,0,0,0,0,0,1
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 196,Recount,820,61,718,1,18,13,2,1,0,2,0,0,0,0,0,0,0,4
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 197,Recount,323,24,290,0,4,3,0,0,0,2,0,0,0,0,0,0,0,0
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 198,Recount,791,65,704,3,6,5,0,0,0,0,0,0,0,0,0,0,0,8
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 199,Recount,579,24,534,0,7,6,1,0,0,2,0,0,0,0,0,0,0,5
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 200,Recount,374,26,329,0,8,6,0,0,0,1,0,0,0,0,0,0,0,4
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 201,Recount,372,29,330,2,2,4,0,0,0,0,0,0,1,0,0,0,0,4
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 202,Recount,736,114,571,1,23,15,1,0,0,1,0,0,0,0,0,0,0,10
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 203,Recount,957,213,678,0,35,18,1,0,0,2,0,0,0,0,0,0,0,10
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 204,Recount,814,184,558,5,33,18,0,0,0,3,0,0,0,0,0,0,0,13
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 205,Recount,754,194,504,2,25,13,3,0,0,6,0,0,0,0,0,0,0,7
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 206,Recount,603,159,400,1,28,5,0,1,0,3,0,0,0,0,0,0,0,6
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 207,Recount,717,264,377,4,43,17,0,0,0,3,0,0,0,0,0,0,0,9
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 208,Recount,787,285,440,2,38,15,0,0,0,2,0,0,0,0,0,0,0,5
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 209,Recount,724,287,354,4,48,13,0,0,0,6,0,0,0,0,0,0,0,12
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 210,Recount,785,361,337,3,50,9,0,0,0,4,0,0,0,0,0,0,0,21
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 211,Recount,689,271,348,3,36,11,0,1,0,5,0,0,0,0,0,0,0,14
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 212,Recount,817,330,415,3,47,9,0,0,0,0,2,0,0,0,0,0,0,11
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 213,Recount,876,306,502,2,39,12,0,1,0,0,0,0,0,0,0,0,0,14
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 214,Recount,405,87,297,1,10,6,2,0,0,0,0,0,0,0,0,0,0,2
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 215,Recount,336,48,271,1,7,3,3,1,0,0,0,0,0,0,0,0,0,2
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 216,Recount,303,57,232,1,4,6,0,0,0,0,0,0,0,0,0,0,0,3
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 217,Recount,627,116,486,2,12,10,0,0,0,0,0,0,0,0,0,0,0,1
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 218,Recount,723,127,561,0,14,14,0,1,0,1,0,0,0,0,0,0,0,5
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 219,Recount,505,92,399,0,5,5,0,1,0,0,0,0,0,0,0,0,0,3
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 220,Recount,549,88,420,4,17,9,0,3,0,0,0,0,0,0,0,0,0,8
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 221,Recount,921,154,717,6,23,10,0,2,0,2,0,0,0,0,0,0,0,7
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 222,Recount,600,79,502,1,6,4,0,0,0,1,0,0,0,0,0,0,0,7
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 223,Recount,641,108,505,3,12,8,0,1,0,1,0,0,0,0,0,0,0,3
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 224,Recount,512,80,415,1,6,7,0,0,0,0,0,0,0,0,0,0,0,3
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 225,Recount,487,74,403,0,5,4,0,0,0,0,0,0,0,0,0,0,0,1
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 226,Recount,270,33,226,1,4,2,0,0,0,0,0,0,0,0,0,0,0,4
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 227,Recount,780,79,666,2,13,11,1,0,0,0,0,0,0,0,0,0,0,8
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 228,Recount,397,30,358,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 229,Recount,372,39,322,2,5,2,0,0,0,0,0,0,0,0,0,0,0,2
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 230,Recount,652,64,567,1,8,5,1,2,0,0,0,0,0,0,0,0,0,4
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 231,Recount,349,45,295,1,4,1,0,0,0,0,0,0,0,0,0,0,0,3
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 232,Recount,230,20,201,0,2,3,1,1,0,1,0,0,0,0,0,0,0,1
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 233,Recount,222,21,195,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 234,Recount,404,62,318,0,13,5,0,0,0,2,0,0,0,0,0,0,0,4
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 235,Recount,1341,288,942,0,66,24,1,1,0,3,0,0,0,0,0,0,1,15
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 236,Recount,462,56,383,1,14,5,1,0,0,0,0,0,0,0,0,0,1,1
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 237,Recount,574,48,504,0,2,9,0,3,0,0,0,0,0,0,0,0,0,8
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 238,Recount,511,64,430,0,7,6,1,0,0,0,0,0,0,0,0,0,0,3
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 239,Recount,434,61,354,0,5,3,1,0,0,0,0,0,0,0,0,0,0,10
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 240,Recount,506,53,434,0,7,9,1,0,0,0,0,0,0,0,0,0,0,2
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 241,Recount,902,168,646,1,49,28,0,0,0,2,0,0,0,0,0,0,0,8
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 242,Recount,821,147,606,8,24,22,0,0,0,5,0,0,0,0,0,0,0,9
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 243,Recount,1029,242,717,2,35,21,0,0,0,5,0,0,0,0,0,0,0,7
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 244,Recount,806,162,593,1,22,18,0,0,0,1,0,0,0,0,0,0,0,9
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 245,Recount,710,146,515,1,30,14,0,0,0,1,0,0,0,0,0,0,0,3
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 246,Recount,1213,218,914,1,47,17,1,1,0,0,0,0,0,0,0,0,0,14
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 247,Recount,609,141,423,2,23,7,0,0,0,4,1,0,0,0,0,0,0,8
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 248,Recount,1230,187,934,3,55,34,1,1,0,2,1,0,0,0,0,0,0,12
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 249,Recount,399,74,301,1,15,8,0,0,0,0,0,0,0,0,0,0,0,0
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 250,Recount,350,52,270,1,10,12,0,1,0,0,0,0,0,0,0,0,0,4
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 251,Recount,214,36,170,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 252,Recount,467,90,350,2,11,11,0,0,0,0,0,0,0,0,0,0,0,3
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 253,Recount,234,54,174,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 254,Recount,202,32,166,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 255,Recount,279,46,227,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 256,Recount,315,35,267,1,5,4,0,1,0,0,0,0,0,0,0,0,0,2
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 257,Recount,679,96,558,4,9,7,0,1,0,0,0,0,0,0,0,0,0,4
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 258,Recount,723,152,531,1,22,7,0,1,0,1,0,0,0,0,0,0,0,8
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 259,Recount,474,92,349,1,16,12,0,1,0,1,1,0,0,0,0,0,0,1
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 260,Recount,367,96,241,4,15,5,0,1,0,0,0,0,0,0,0,0,0,5
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 261,Recount,498,187,280,1,13,8,0,1,0,2,0,0,0,0,0,0,0,6
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 262,Recount,1031,398,561,0,34,16,1,0,0,7,0,0,0,0,0,0,0,14
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 263,Recount,540,174,334,2,17,8,0,1,0,1,0,0,0,0,0,0,0,3
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 264,Recount,1141,438,634,5,42,7,0,0,0,2,0,0,0,0,0,0,0,13
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 265,Recount,600,236,325,0,21,10,1,0,0,2,0,0,0,0,0,0,0,5
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 266,Recount,665,337,278,4,30,8,0,0,0,2,0,0,0,0,0,0,0,6
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 267,Recount,597,245,318,1,23,3,1,0,0,4,0,0,0,0,0,0,0,2
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 268,Recount,1306,563,658,2,56,14,1,1,0,0,0,0,0,0,0,0,0,11
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 269,Recount,829,346,415,6,33,11,1,2,0,2,1,0,0,0,0,0,0,12
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 270,Recount,773,360,365,5,26,8,1,0,0,2,0,0,0,0,0,0,0,6
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 271,Recount,1371,599,679,3,53,15,0,1,0,5,0,0,1,0,0,0,0,15
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 272,Recount,995,487,456,1,43,5,0,0,0,1,0,0,0,0,0,0,0,2
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 273,Recount,579,277,265,0,28,5,0,0,0,2,0,0,0,0,0,0,0,2
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 274,Recount,558,275,255,2,19,2,2,0,0,1,0,0,0,0,0,0,0,2
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 275,Recount,1234,510,638,6,41,16,1,1,0,6,0,0,0,0,0,0,0,15
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 276,Recount,1257,591,583,9,41,11,2,0,0,5,0,0,0,0,0,0,0,15
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 277,Recount,1206,521,621,2,43,3,1,2,0,5,0,0,0,0,0,0,0,8
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 278,Recount,731,328,356,1,33,7,0,0,0,2,0,0,0,0,0,0,0,4
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 279,Recount,991,447,477,2,39,9,1,2,0,3,0,0,0,0,0,0,0,11
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 280,Recount,1552,472,1003,5,30,15,0,1,0,6,0,0,0,0,0,0,0,20
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 281,Recount,737,239,456,2,19,14,1,1,0,2,0,0,0,0,0,0,0,3
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 282,Recount,356,75,265,1,8,6,0,0,0,0,0,0,0,0,0,0,0,1
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 283,Recount,679,210,428,4,23,8,0,0,0,0,0,0,0,0,0,0,0,6
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 284,Recount,703,158,518,1,13,7,0,1,0,2,0,0,0,0,0,0,0,3
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 285,Recount,168,42,117,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 286,Recount,471,133,310,2,15,4,0,0,0,0,0,0,0,0,0,0,0,7
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 287,Recount,459,141,286,2,21,5,0,0,0,0,0,0,0,0,0,0,0,4
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 288,Recount,1066,361,642,3,37,12,0,0,0,0,0,0,0,0,0,0,0,11
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 289,Recount,617,178,406,0,21,5,0,0,0,0,0,0,0,0,0,0,0,7
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 290,Recount,514,115,369,0,16,10,0,0,0,0,0,0,0,0,0,0,0,4
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 291,Recount,544,130,377,3,17,7,0,2,0,1,0,0,0,0,0,0,0,7
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 292,Recount,602,179,375,2,28,13,0,0,0,0,0,0,0,0,0,0,0,5
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 293,Recount,748,258,437,2,24,15,0,0,0,1,0,0,0,0,0,0,0,11
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 294,Recount,588,205,341,3,21,9,0,0,0,2,0,0,0,0,0,0,0,7
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 295,Recount,711,195,444,3,26,15,1,0,6,6,0,0,0,0,0,0,0,15
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 296,Recount,911,284,551,1,33,21,1,1,0,4,0,0,0,0,0,0,0,15
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 297,Recount,833,187,590,2,24,16,1,0,0,3,0,0,0,0,0,0,0,10
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 298,Recount,690,161,475,0,31,16,3,0,0,0,0,0,0,0,0,0,0,4
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 299,Recount,846,236,529,5,44,14,0,1,0,4,0,0,1,0,0,0,0,12
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 300,Recount,1162,250,842,1,39,14,0,0,0,2,0,0,0,0,0,0,0,14
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 301,Recount,1062,360,627,2,43,11,0,0,0,5,0,0,0,0,0,0,0,14
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 302,Recount,705,306,353,3,31,5,0,0,0,0,0,0,0,0,0,0,0,7
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 303,Recount,1115,425,613,3,44,17,2,0,0,0,0,0,0,0,0,0,0,11
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 304,Recount,861,327,475,3,30,6,2,0,0,3,0,0,0,0,0,0,0,15
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 305,Recount,856,336,459,1,43,4,1,0,0,0,0,0,0,0,0,0,0,12
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 306,Recount,741,210,485,4,23,8,0,0,0,0,0,0,0,0,0,0,0,11
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 307,Recount,794,289,462,2,23,9,0,0,0,1,0,0,0,0,0,0,0,8
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 308,Recount,674,176,480,0,9,7,0,0,0,0,0,0,0,0,0,0,0,2
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 309,Recount,1075,432,571,8,41,9,0,1,0,0,0,0,0,0,0,0,0,13
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 310,Recount,335,100,221,1,4,7,0,0,0,0,0,0,0,0,0,0,0,2
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 311,Recount,625,238,352,2,20,5,1,1,0,1,0,0,0,0,0,0,0,5
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 312,Recount,852,375,415,2,28,12,0,0,0,6,0,0,0,0,0,0,0,14
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 313,Recount,1740,747,903,5,46,14,0,1,0,2,0,0,0,0,0,0,0,22
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 314,Recount,665,323,308,2,11,3,1,0,0,6,0,0,0,0,0,0,0,11
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 315,Recount,1172,519,593,4,34,13,0,2,0,1,0,0,0,0,0,0,0,6
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 316,Recount,704,342,321,2,22,10,0,2,0,0,0,0,0,0,0,0,0,5
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 317,Recount,821,315,457,2,29,8,0,0,0,2,0,0,0,0,0,0,0,8
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 320,Recount,42,6,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 321,Recount,221,18,199,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 322,Recount,139,19,115,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 323,Recount,241,42,193,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 324,Recount,98,16,79,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 325,Recount,361,67,272,1,6,10,1,0,0,0,0,0,0,0,0,0,0,4
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 326,Recount,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MILWAUKEE ,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 327,Recount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MILWAUKEE ,CITY OF OAK CREEK,CITY OF OAK CREEK Wards 1-3,Recount,2934,1515,1241,11,93,21,1,0,0,18,0,0,0,0,0,0,0,34
MILWAUKEE ,CITY OF OAK CREEK,CITY OF OAK CREEK Wards 4-6,Recount,2831,1270,1355,11,112,16,2,0,0,25,0,0,0,0,0,0,0,40
MILWAUKEE ,CITY OF OAK CREEK,CITY OF OAK CREEK Wards 7-9,Recount,2960,1507,1278,9,102,19,0,2,0,12,0,0,1,0,1,0,0,29
MILWAUKEE ,CITY OF OAK CREEK,CITY OF OAK CREEK Wards 10-12,Recount,3250,1722,1301,17,119,23,3,0,0,24,1,0,0,0,0,0,0,40
MILWAUKEE ,CITY OF OAK CREEK,CITY OF OAK CREEK Wards 13-15,Recount,3242,1813,1227,8,125,22,0,0,0,15,0,0,0,0,0,0,0,32
MILWAUKEE ,CITY OF OAK CREEK,CITY OF OAK CREEK Wards 16-19,Recount,2616,1212,1237,7,112,16,1,0,0,6,0,0,0,0,0,0,0,25
MILWAUKEE ,CITY OF ST. FRANCIS,CITY OF ST. FRANCIS Ward 1-4,Recount,1568,639,803,4,69,32,1,0,0,5,0,0,0,0,0,0,0,15
MILWAUKEE ,CITY OF ST. FRANCIS,CITY OF ST. FRANCIS Ward 5-8,Recount,1668,693,849,10,64,14,2,1,0,8,0,0,0,0,1,0,0,26
MILWAUKEE ,CITY OF ST. FRANCIS,CITY OF ST. FRANCIS Ward 9-12,Recount,1836,670,1024,3,83,22,0,2,0,7,1,0,0,0,0,0,0,24
