County,,,Muni,HINDI,ward,Voter Count,
VERNON COUNTY,,,TOWN OF GENOA - VERNON COUNTY,63014,Town Of Genoa - Ward 1,303,
VERNON COUNTY,,,TOWN OF GENOA - VERNON COUNTY,63014,Town Of Genoa - Ward 2,172,
VERNON COUNTY,,,TOWN OF GREENWOOD - VERNON COUNTY,63016,Town Of Greenwood - Ward 1,250,
VERNON COUNTY,,,TOWN OF HAMBURG - VERNON COUNTY,63018,Town Of Hamburg - Ward 1,497,
VERNON COUNTY,,,TOWN OF HAMBURG - VERNON COUNTY,63018,Town Of Hamburg - Ward 2,117,
VERNON COUNTY,,,TOWN OF HARMONY - VERNON COUNTY,63020,Town Of Harmony - Ward 1,293,
VERNON COUNTY,,,TOWN OF HARMONY - VERNON COUNTY,63020,Town Of Harmony - Ward 2,71,
VERNON COUNTY,,,TOWN OF HARMONY - VERNON COUNTY,63020,Town Of Harmony - Ward 3,33,
VERNON COUNTY,,,TOWN OF HILLSBORO - VERNON COUNTY,63022,Town Of Hillsboro - Ward 1,298,
VERNON COUNTY,,,TOWN OF HILLSBORO - VERNON COUNTY,63022,Town Of Hillsboro - Ward 2,96,
VERNON COUNTY,,,TOWN OF HILLSBORO - VERNON COUNTY,63022,Town Of Hillsboro - Ward 3,18,
VERNON COUNTY,,,TOWN OF JEFFERSON - VERNON COUNTY,63024,Town Of Jefferson - Ward 1,142,
VERNON COUNTY,,,TOWN OF JEFFERSON - VERNON COUNTY,63024,Town Of Jefferson - Ward 2,294,
VERNON COUNTY,,,TOWN OF JEFFERSON - VERNON COUNTY,63024,Town Of Jefferson - Ward 3,170,
VERNON COUNTY,,,TOWN OF JEFFERSON - VERNON COUNTY,63024,Town Of Jefferson - Ward 4,78,
VERNON COUNTY,,,TOWN OF KICKAPOO - VERNON COUNTY,63026,Town Of Kickapoo - Ward 1,320,
VERNON COUNTY,,,TOWN OF LIBERTY - VERNON COUNTY,63028,Town Of Liberty - Ward 1,193,
VERNON COUNTY,,,TOWN OF STARK - VERNON COUNTY,63030,Town Of Stark - Ward 1,115,
VERNON COUNTY,,,TOWN OF STARK - VERNON COUNTY,63030,Town Of Stark - Ward 2,110,
VERNON COUNTY,,,TOWN OF STERLING - VERNON COUNTY,63032,Town Of Sterling - Ward 1,349,
VERNON COUNTY,,,TOWN OF UNION - VERNON COUNTY,63034,Town Of Union - Ward 1,136,
VERNON COUNTY,,,TOWN OF UNION - VERNON COUNTY,63034,Town Of Union - Ward 2,91,
VERNON COUNTY,,,TOWN OF UNION - VERNON COUNTY,63034,Town Of Union - Ward 3,46,
VERNON COUNTY,,,TOWN OF VIROQUA - VERNON COUNTY,63036,Town Of Viroqua - Ward 1,288,
VERNON COUNTY,,,TOWN OF VIROQUA - VERNON COUNTY,63036,Town Of Viroqua - Ward 2,389,
VERNON COUNTY,,,TOWN OF VIROQUA - VERNON COUNTY,63036,Town Of Viroqua - Ward 3,389,
VERNON COUNTY,,,TOWN OF VIROQUA - VERNON COUNTY,63036,Town Of Viroqua - Ward 4,54,
VERNON COUNTY,,,TOWN OF WEBSTER - VERNON COUNTY,63038,Town Of Webster - Ward 1,216,
VERNON COUNTY,,,TOWN OF WEBSTER - VERNON COUNTY,63038,Town Of Webster - Ward 2,185,
VERNON COUNTY,,,TOWN OF WHEATLAND - VERNON COUNTY,63040,Town Of Wheatland - Ward 1,401,
VERNON COUNTY,,,TOWN OF WHITESTOWN - VERNON COUNTY,63042,Town Of Whitestown - Ward 1,256,
VERNON COUNTY,,,VILLAGE OF CHASEBURG - VERNON COUNTY,63111,Village Of Chaseburg - Ward 1,182,
VERNON COUNTY,,,VILLAGE OF COON VALLEY - VERNON COUNTY,63112,Village Of Coon Valley - Ward 1,530,
VERNON COUNTY,,,VILLAGE OF DE SOTO - MULTIPLE COUNTIES,63116,Village Of De Soto - Ward 1,147,
VERNON COUNTY,,,VILLAGE OF DE SOTO - MULTIPLE COUNTIES,63116,Village of De Soto - Ward 2,47,
VERNON COUNTY,,,VILLAGE OF GENOA - VERNON COUNTY,63131,Village Of Genoa - Ward 1,154,
VERNON COUNTY,,,VILLAGE OF LA FARGE - VERNON COUNTY,63146,Village Of La Farge - Ward 1,412,
VERNON COUNTY,,,VILLAGE OF ONTARIO - MULTIPLE COUNTIES,63165,Village of Ontario - Ward 1,254,
VERNON COUNTY,,,VILLAGE OF READSTOWN - VERNON COUNTY,63176,Village Of Readstown - Ward 1,199,
VERNON COUNTY,,,VILLAGE OF STODDARD - VERNON COUNTY,63181,Village Of Stoddard - Ward 1,524,
VERNON COUNTY,,,CITY OF HILLSBORO - VERNON COUNTY,63236,City Of Hillsboro - Ward 1,238,
VERNON COUNTY,,,CITY OF HILLSBORO - VERNON COUNTY,63236,City Of Hillsboro - Ward 2,194,
VERNON COUNTY,,,CITY OF HILLSBORO - VERNON COUNTY,63236,City Of Hillsboro - Ward 3,195,
VERNON COUNTY,,,CITY OF HILLSBORO - VERNON COUNTY,63236,City Of Hillsboro - Ward 4,157,
VERNON COUNTY,,,CITY OF VIROQUA - VERNON COUNTY,63286,City Of Viroqua - Ward 1,325,
VERNON COUNTY,,,CITY OF VIROQUA - VERNON COUNTY,63286,City Of Viroqua - Ward 2,362,
VERNON COUNTY,,,CITY OF VIROQUA - VERNON COUNTY,63286,City Of Viroqua - Ward 3,360,
VERNON COUNTY,,,CITY OF VIROQUA - VERNON COUNTY,63286,City Of Viroqua - Ward 4,341,
VERNON COUNTY,,,CITY OF VIROQUA - VERNON COUNTY,63286,City Of Viroqua - Ward 5,348,
VERNON COUNTY,,,CITY OF VIROQUA - VERNON COUNTY,63286,City Of Viroqua - Ward 6,333,
VERNON COUNTY,,,CITY OF VIROQUA - VERNON COUNTY,63286,City Of Viroqua - Ward 7,288,
VERNON COUNTY,,,CITY OF VIROQUA - VERNON COUNTY,63286,City Of Viroqua - Ward 8,314,
VERNON COUNTY,,,CITY OF VIROQUA - VERNON COUNTY,63286,City Of Viroqua - Ward 9,222,
VERNON COUNTY,,,CITY OF WESTBY - VERNON COUNTY,63291,City Of Westby - Ward 1,445,
VERNON COUNTY,,,CITY OF WESTBY - VERNON COUNTY,63291,City Of Westby - Ward 2,360,
VERNON COUNTY,,,CITY OF WESTBY - VERNON COUNTY,63291,City Of Westby - Ward 3,260,
VERNON COUNTY,,,CITY OF WESTBY - VERNON COUNTY,63291,City Of Westby - Ward 4,115,
VERNON COUNTY,,,CITY OF WESTBY - VERNON COUNTY,63291,City Of Westby - Ward 5,152,
VILAS COUNTY,,,TOWN OF ARBOR VITAE - VILAS COUNTY,64002,Town of Arbor Vitae - Ward 1,81,
VILAS COUNTY,,,TOWN OF ARBOR VITAE - VILAS COUNTY,64002,Town of Arbor Vitae - Ward 2,482,
VILAS COUNTY,,,TOWN OF ARBOR VITAE - VILAS COUNTY,64002,Town of Arbor Vitae - Ward 3,335,
VILAS COUNTY,,,TOWN OF ARBOR VITAE - VILAS COUNTY,64002,Town of Arbor Vitae - Ward 4,467,
VILAS COUNTY,,,TOWN OF ARBOR VITAE - VILAS COUNTY,64002,Town Of Arbor Vitae - Ward 5,438,
VILAS COUNTY,,,TOWN OF ARBOR VITAE - VILAS COUNTY,64002,Town Of Arbor Vitae - Ward 6,309,
VILAS COUNTY,,,TOWN OF ARBOR VITAE - VILAS COUNTY,64002,Town Of Arbor Vitae - Ward 7,296,
VILAS COUNTY,,,TOWN OF BOULDER JUNCTION - VILAS COUNTY,64004,Town of Boulder Junction - Ward 1,81,
VILAS COUNTY,,,TOWN OF BOULDER JUNCTION - VILAS COUNTY,64004,Town of Boulder Junction - Ward 2,740,
VILAS COUNTY,,,TOWN OF CLOVERLAND - VILAS COUNTY,64006,Town of Cloverland - Ward 1,300,
VILAS COUNTY,,,TOWN OF CLOVERLAND - VILAS COUNTY,64006,Town Of Cloverland - Ward 2,542,
VILAS COUNTY,,,TOWN OF CONOVER - VILAS COUNTY,64008,Town of Conover - Ward 1,607,
VILAS COUNTY,,,TOWN OF CONOVER - VILAS COUNTY,64008,Town of Conover - Ward 2,349,
VILAS COUNTY,,,TOWN OF LAC DU FLAMBEAU - VILAS COUNTY,64010,Town of Lac du Flambeau - Ward 1,236,
VILAS COUNTY,,,TOWN OF LAC DU FLAMBEAU - VILAS COUNTY,64010,Town of Lac du Flambeau - Ward 2,138,
VILAS COUNTY,,,TOWN OF LAC DU FLAMBEAU - VILAS COUNTY,64010,Town of Lac du Flambeau - Ward 3,243,
VILAS COUNTY,,,TOWN OF LAC DU FLAMBEAU - VILAS COUNTY,64010,Town Of Lac Du Flambeau - Ward 4,64,
VILAS COUNTY,,,TOWN OF LAC DU FLAMBEAU - VILAS COUNTY,64010,Town Of Lac Du Flambeau - Ward 5,480,
VILAS COUNTY,,,TOWN OF LAC DU FLAMBEAU - VILAS COUNTY,64010,Town Of Lac Du Flambeau - Ward 6,388,
VILAS COUNTY,,,TOWN OF LAC DU FLAMBEAU - VILAS COUNTY,64010,Town Of Lac Du Flambeau - Ward 7,421,
VILAS COUNTY,,,TOWN OF LAND O-LAKES - VILAS COUNTY,64012,Town of Land O'Lakes - Ward 1,683,
VILAS COUNTY,,,TOWN OF LINCOLN - VILAS COUNTY,64014,Town of Lincoln - Ward 1,111,
VILAS COUNTY,,,TOWN OF LINCOLN - VILAS COUNTY,64014,Town of Lincoln - Ward 2,390,
VILAS COUNTY,,,TOWN OF LINCOLN - VILAS COUNTY,64014,Town of Lincoln - Ward 3,723,
VILAS COUNTY,,,TOWN OF LINCOLN - VILAS COUNTY,64014,Town of Lincoln - Ward 4,547,
VILAS COUNTY,,,TOWN OF LINCOLN - VILAS COUNTY,64014,Town Of Lincoln - Ward 5,99,
VILAS COUNTY,,,TOWN OF MANITOWISH WATERS - VILAS COUNTY,64016,Town of Manitowish Waters - Ward 1,586,
VILAS COUNTY,,,TOWN OF PHELPS - VILAS COUNTY,64018,Town of Phelps - Ward 1,414,
VILAS COUNTY,,,TOWN OF PHELPS - VILAS COUNTY,64018,Town of Phelps - Ward 2,549,
VILAS COUNTY,,,TOWN OF PLUM LAKE - VILAS COUNTY,64020,Town of Plum Lake - Ward 1,218,
VILAS COUNTY,,,TOWN OF PLUM LAKE - VILAS COUNTY,64020,Town of Plum Lake - Ward 2,209,
VILAS COUNTY,,,TOWN OF PRESQUE ISLE - VILAS COUNTY,64022,Town of Presque Isle - Ward 1,609,
VILAS COUNTY,,,TOWN OF ST. GERMAIN - VILAS COUNTY,64024,Town of St Germain - Ward 1,761,
VILAS COUNTY,,,TOWN OF ST. GERMAIN - VILAS COUNTY,64024,Town of St Germain - Ward 2,755,
VILAS COUNTY,,,TOWN OF WASHINGTON - VILAS COUNTY,64026,Town of Washington - Ward 1,763,
VILAS COUNTY,,,TOWN OF WASHINGTON - VILAS COUNTY,64026,Town of Washington - Ward 2,192,
VILAS COUNTY,,,TOWN OF WASHINGTON - VILAS COUNTY,64026,Town of Washington - Ward 3,218,
VILAS COUNTY,,,TOWN OF WINCHESTER - VILAS COUNTY,64028,Town of Winchester - Ward 1,405,
VILAS COUNTY,,,CITY OF EAGLE RIVER - VILAS COUNTY,64221,City of Eagle River - Ward 1,190,
VILAS COUNTY,,,CITY OF EAGLE RIVER - VILAS COUNTY,64221,City of Eagle River - Ward 2,211,
VILAS COUNTY,,,CITY OF EAGLE RIVER - VILAS COUNTY,64221,City of Eagle River - Ward 3,166,
VILAS COUNTY,,,CITY OF EAGLE RIVER - VILAS COUNTY,64221,City of Eagle River - Ward 4,55,
VILAS COUNTY,,,CITY OF EAGLE RIVER - VILAS COUNTY,64221,City of Eagle River - Ward 5,273,
WALWORTH COUNTY,,,TOWN OF BLOOMFIELD - WALWORTH COUNTY,65002,Town of Bloomfield - Ward 1,339,
WALWORTH COUNTY,,,TOWN OF BLOOMFIELD - WALWORTH COUNTY,65002,Town of Bloomfield - Ward 2,521,
WALWORTH COUNTY,,,TOWN OF DARIEN - WALWORTH COUNTY,65004,Town of Darien - Ward 1,547,
WALWORTH COUNTY,,,TOWN OF DARIEN - WALWORTH COUNTY,65004,Town of Darien - Ward 2,486,
WALWORTH COUNTY,,,TOWN OF DARIEN - WALWORTH COUNTY,65004,Town of Darien - Ward 3,27,
WALWORTH COUNTY,,,TOWN OF DELAVAN - WALWORTH COUNTY,65006,Town of Delavan - Ward  7,263,
WALWORTH COUNTY,,,TOWN OF DELAVAN - WALWORTH COUNTY,65006,Town of Delavan - Ward 1,389,
WALWORTH COUNTY,,,TOWN OF DELAVAN - WALWORTH COUNTY,65006,Town Of Delavan - Ward 10,94,
WALWORTH COUNTY,,,TOWN OF DELAVAN - WALWORTH COUNTY,65006,Town Of Delavan - Ward 11,27,
WALWORTH COUNTY,,,TOWN OF DELAVAN - WALWORTH COUNTY,65006,Town of Delavan - Ward 2,370,
WALWORTH COUNTY,,,TOWN OF DELAVAN - WALWORTH COUNTY,65006,Town of Delavan - Ward 3,617,
WALWORTH COUNTY,,,TOWN OF DELAVAN - WALWORTH COUNTY,65006,Town of Delavan - Ward 4,341,
WALWORTH COUNTY,,,TOWN OF DELAVAN - WALWORTH COUNTY,65006,Town of Delavan - Ward 5,331,
WALWORTH COUNTY,,,TOWN OF DELAVAN - WALWORTH COUNTY,65006,Town of Delavan - Ward 6,144,
WALWORTH COUNTY,,,TOWN OF DELAVAN - WALWORTH COUNTY,65006,Town Of Delavan - Ward 8,430,
WALWORTH COUNTY,,,TOWN OF DELAVAN - WALWORTH COUNTY,65006,Town Of Delavan - Ward 9,181,
WALWORTH COUNTY,,,TOWN OF EAST TROY - WALWORTH COUNTY,65008,Town of East Troy - Ward 1,599,
WALWORTH COUNTY,,,TOWN OF EAST TROY - WALWORTH COUNTY,65008,Town of East Troy - Ward 2,449,
WALWORTH COUNTY,,,TOWN OF EAST TROY - WALWORTH COUNTY,65008,Town of East Troy - Ward 3,577,
WALWORTH COUNTY,,,TOWN OF EAST TROY - WALWORTH COUNTY,65008,Town of East Troy - Ward 4,687,
WALWORTH COUNTY,,,TOWN OF EAST TROY - WALWORTH COUNTY,65008,Town of East Troy - Ward 5,471,
WALWORTH COUNTY,,,TOWN OF EAST TROY - WALWORTH COUNTY,65008,Town of East Troy - Ward 6,137,
WALWORTH COUNTY,,,TOWN OF GENEVA - WALWORTH COUNTY,65010,Town of Geneva - Ward 1,322,
WALWORTH COUNTY,,,TOWN OF GENEVA - WALWORTH COUNTY,65010,Town of Geneva - Ward 2,409,
WALWORTH COUNTY,,,TOWN OF GENEVA - WALWORTH COUNTY,65010,Town of Geneva - Ward 3,239,
WALWORTH COUNTY,,,TOWN OF GENEVA - WALWORTH COUNTY,65010,Town of Geneva - Ward 4,573,
WALWORTH COUNTY,,,TOWN OF GENEVA - WALWORTH COUNTY,65010,Town of Geneva - Ward 5,394,
WALWORTH COUNTY,,,TOWN OF GENEVA - WALWORTH COUNTY,65010,Town of Geneva - Ward 6,284,
WALWORTH COUNTY,,,TOWN OF GENEVA - WALWORTH COUNTY,65010,Town of Geneva - Ward 7,429,
WALWORTH COUNTY,,,TOWN OF GENEVA - WALWORTH COUNTY,65010,Town of Geneva - Ward 8,491,
WALWORTH COUNTY,,,TOWN OF LAFAYETTE - WALWORTH COUNTY,65012,Town of Lafayette - Ward 1,696,
WALWORTH COUNTY,,,TOWN OF LAFAYETTE - WALWORTH COUNTY,65012,Town of Lafayette - Ward 2,353,
WALWORTH COUNTY,,,TOWN OF LAFAYETTE - WALWORTH COUNTY,65012,Town of Lafayette - Ward 3,419,
WALWORTH COUNTY,,,TOWN OF LA GRANGE - WALWORTH COUNTY,65014,Town of La Grange - Ward 1,554,
WALWORTH COUNTY,,,TOWN OF LA GRANGE - WALWORTH COUNTY,65014,Town of La Grange - Ward 2,532,
WALWORTH COUNTY,,,TOWN OF LA GRANGE - WALWORTH COUNTY,65014,Town of La Grange - Ward 3,573,
WALWORTH COUNTY,,,TOWN OF LINN - WALWORTH COUNTY,65016,Town of Linn - Ward 1,364,
WALWORTH COUNTY,,,TOWN OF LINN - WALWORTH COUNTY,65016,Town of Linn - Ward 2,368,
WALWORTH COUNTY,,,TOWN OF LINN - WALWORTH COUNTY,65016,Town of Linn - Ward 3,467,
WALWORTH COUNTY,,,TOWN OF LINN - WALWORTH COUNTY,65016,Town of Linn - Ward 4,104,
WALWORTH COUNTY,,,TOWN OF LINN - WALWORTH COUNTY,65016,Town of Linn - Ward 5,316,
WALWORTH COUNTY,,,TOWN OF LINN - WALWORTH COUNTY,65016,Town Of Linn - Ward 6,30,
WALWORTH COUNTY,,,TOWN OF LYONS - WALWORTH COUNTY,65018,Town of Lyons - Ward 1,320,
WALWORTH COUNTY,,,TOWN OF LYONS - WALWORTH COUNTY,65018,Town of Lyons - Ward 2,336,
WALWORTH COUNTY,,,TOWN OF LYONS - WALWORTH COUNTY,65018,Town of Lyons - Ward 3,272,
WALWORTH COUNTY,,,TOWN OF LYONS - WALWORTH COUNTY,65018,Town of Lyons - Ward 4,279,
WALWORTH COUNTY,,,TOWN OF LYONS - WALWORTH COUNTY,65018,Town of Lyons - Ward 5,597,
WALWORTH COUNTY,,,TOWN OF LYONS - WALWORTH COUNTY,65018,Town of Lyons - Ward 6,102,
WALWORTH COUNTY,,,TOWN OF LYONS - WALWORTH COUNTY,65018,Town Of Lyons - Ward 7,270,
WALWORTH COUNTY,,,TOWN OF RICHMOND - WALWORTH COUNTY,65020,Town of Johnstown - Ward 1,1,
WALWORTH COUNTY,,,TOWN OF RICHMOND - WALWORTH COUNTY,65020,Town of Richmond - Ward 1,363,
WALWORTH COUNTY,,,TOWN OF RICHMOND - WALWORTH COUNTY,65020,Town of Richmond - Ward 2,571,
WALWORTH COUNTY,,,TOWN OF RICHMOND - WALWORTH COUNTY,65020,Town of Richmond - Ward 3,270,
WALWORTH COUNTY,,,TOWN OF SHARON - WALWORTH COUNTY,65022,Town of Sharon - Ward 1,549,
WALWORTH COUNTY,,,TOWN OF SPRING PRAIRIE - WALWORTH COUNTY,65024,Town of Spring Prairie - Ward 1,364,
WALWORTH COUNTY,,,TOWN OF SPRING PRAIRIE - WALWORTH COUNTY,65024,Town of Spring Prairie - Ward 2,411,
WALWORTH COUNTY,,,TOWN OF SPRING PRAIRIE - WALWORTH COUNTY,65024,Town of Spring Prairie - Ward 3,416,
WALWORTH COUNTY,,,TOWN OF SPRING PRAIRIE - WALWORTH COUNTY,65024,Town of Spring Prairie - Ward 4,407,
WALWORTH COUNTY,,,TOWN OF SUGAR CREEK - WALWORTH COUNTY,65026,Town of Sugar Creek - Ward 1,342,
WALWORTH COUNTY,,,TOWN OF SUGAR CREEK - WALWORTH COUNTY,65026,Town of Sugar Creek - Ward 2,560,
WALWORTH COUNTY,,,TOWN OF SUGAR CREEK - WALWORTH COUNTY,65026,Town of Sugar Creek - Ward 3,637,
WALWORTH COUNTY,,,TOWN OF SUGAR CREEK - WALWORTH COUNTY,65026,Town of Sugar Creek - Ward 4,656,
WALWORTH COUNTY,,,TOWN OF SUGAR CREEK - WALWORTH COUNTY,65026,Town of Sugar Creek - Ward 5,284,
WALWORTH COUNTY,,,TOWN OF TROY - WALWORTH COUNTY,65028,Town of Troy - Ward 1,606,
WALWORTH COUNTY,,,TOWN OF TROY - WALWORTH COUNTY,65028,Town of Troy - Ward 2,618,
WALWORTH COUNTY,,,TOWN OF TROY - WALWORTH COUNTY,65028,Town of Troy - Ward 3,482,
WALWORTH COUNTY,,,TOWN OF WALWORTH - WALWORTH COUNTY,65030,Town of Walworth - Ward 1,471,
WALWORTH COUNTY,,,TOWN OF WALWORTH - WALWORTH COUNTY,65030,Town of Walworth - Ward 2,388,
WALWORTH COUNTY,,,TOWN OF WALWORTH - WALWORTH COUNTY,65030,Town of Walworth - Ward 3,255,
WALWORTH COUNTY,,,TOWN OF WHITEWATER - WALWORTH COUNTY,65032,Town of Whitewater - Ward 1,411,
WALWORTH COUNTY,,,TOWN OF WHITEWATER - WALWORTH COUNTY,65032,Town of Whitewater - Ward 2,607,
WALWORTH COUNTY,,,TOWN OF WHITEWATER - WALWORTH COUNTY,65032,Town of Whitewater - Ward 3,76,
WALWORTH COUNTY,,,VILLAGE OF BLOOMFIELD - WALWORTH COUNTY,65115,Village Of Bloomfield - Ward 1,442,
WALWORTH COUNTY,,,VILLAGE OF BLOOMFIELD - WALWORTH COUNTY,65115,Village Of Bloomfield - Ward 2,471,
WALWORTH COUNTY,,,VILLAGE OF BLOOMFIELD - WALWORTH COUNTY,65115,Village Of Bloomfield - Ward 3,491,
WALWORTH COUNTY,,,VILLAGE OF BLOOMFIELD - WALWORTH COUNTY,65115,Village Of Bloomfield - Ward 4,453,
WALWORTH COUNTY,,,VILLAGE OF BLOOMFIELD - WALWORTH COUNTY,65115,Village Of Bloomfield - Ward 5,504,
WALWORTH COUNTY,,,VILLAGE OF DARIEN - WALWORTH COUNTY,65116,Village of Darien - Ward 1,463,
WALWORTH COUNTY,,,VILLAGE OF DARIEN - WALWORTH COUNTY,65116,Village of Darien - Ward 2,412,
WALWORTH COUNTY,,,VILLAGE OF EAST TROY - WALWORTH COUNTY,65121,Village of East Troy - Ward 1,549,
WALWORTH COUNTY,,,VILLAGE OF EAST TROY - WALWORTH COUNTY,65121,Village of East Troy - Ward 2,539,
WALWORTH COUNTY,,,VILLAGE OF EAST TROY - WALWORTH COUNTY,65121,Village of East Troy - Ward 3,674,
WALWORTH COUNTY,,,VILLAGE OF EAST TROY - WALWORTH COUNTY,65121,Village of East Troy - Ward 4,603,
WALWORTH COUNTY,,,VILLAGE OF EAST TROY - WALWORTH COUNTY,65121,Village of East Troy - Ward 5,403,
WALWORTH COUNTY,,,VILLAGE OF FONTANA - WALWORTH COUNTY,65126,Village of Fontana - Ward 1,266,
WALWORTH COUNTY,,,VILLAGE OF FONTANA - WALWORTH COUNTY,65126,Village of Fontana - Ward 2,422,
WALWORTH COUNTY,,,VILLAGE OF FONTANA - WALWORTH COUNTY,65126,Village of Fontana - Ward 3,560,
WALWORTH COUNTY,,,VILLAGE OF GENOA CITY - MULTIPLE COUNTIES,65131,Village of Genoa City - Ward 1,451,
WALWORTH COUNTY,,,VILLAGE OF GENOA CITY - MULTIPLE COUNTIES,65131,Village of Genoa City - Ward 2,406,
WALWORTH COUNTY,,,VILLAGE OF GENOA CITY - MULTIPLE COUNTIES,65131,Village of Genoa City - Ward 3,308,
WALWORTH COUNTY,,,VILLAGE OF GENOA CITY - MULTIPLE COUNTIES,65131,Village Of Genoa City - Ward 4,552,
WALWORTH COUNTY,,,VILLAGE OF GENOA CITY - MULTIPLE COUNTIES,65131,Village of Genoa City - Ward 5,2,
WALWORTH COUNTY,,,VILLAGE OF SHARON - WALWORTH COUNTY,65181,Village of Sharon - Ward 1,400,
WALWORTH COUNTY,,,VILLAGE OF SHARON - WALWORTH COUNTY,65181,Village of Sharon - Ward 2,466,
WALWORTH COUNTY,,,VILLAGE OF WALWORTH - WALWORTH COUNTY,65191,Village of Walworth - Ward 1,601,
WALWORTH COUNTY,,,VILLAGE OF WALWORTH - WALWORTH COUNTY,65191,Village of Walworth - Ward 2,584,
WALWORTH COUNTY,,,VILLAGE OF WALWORTH - WALWORTH COUNTY,65191,Village of Walworth - Ward 3,384,
WALWORTH COUNTY,,,VILLAGE OF WILLIAMS BAY - WALWORTH COUNTY,65192,Village of Williams Bay - Ward 1,386,
WALWORTH COUNTY,,,VILLAGE OF WILLIAMS BAY - WALWORTH COUNTY,65192,Village of Williams Bay - Ward 2,460,
WALWORTH COUNTY,,,VILLAGE OF WILLIAMS BAY - WALWORTH COUNTY,65192,Village of Williams Bay - Ward 3,418,
WALWORTH COUNTY,,,VILLAGE OF WILLIAMS BAY - WALWORTH COUNTY,65192,Village of Williams Bay - Ward 4,566,
WALWORTH COUNTY,,,CITY OF DELAVAN - WALWORTH COUNTY,65216,City of Delavan - Ward 1,148,
WALWORTH COUNTY,,,CITY OF DELAVAN - WALWORTH COUNTY,65216,City of Delavan - Ward 10,285,
WALWORTH COUNTY,,,CITY OF DELAVAN - WALWORTH COUNTY,65216,City of Delavan - Ward 11,476,
WALWORTH COUNTY,,,CITY OF DELAVAN - WALWORTH COUNTY,65216,City of Delavan - Ward 12,294,
WALWORTH COUNTY,,,CITY OF DELAVAN - WALWORTH COUNTY,65216,City of Delavan - Ward 13,398,
WALWORTH COUNTY,,,CITY OF DELAVAN - WALWORTH COUNTY,65216,City Of Delavan - Ward 14,334,
WALWORTH COUNTY,,,CITY OF DELAVAN - WALWORTH COUNTY,65216,City of Delavan - Ward 2,245,
WALWORTH COUNTY,,,CITY OF DELAVAN - WALWORTH COUNTY,65216,City of Delavan - Ward 3,306,
WALWORTH COUNTY,,,CITY OF DELAVAN - WALWORTH COUNTY,65216,City of Delavan - Ward 4,316,
WALWORTH COUNTY,,,CITY OF DELAVAN - WALWORTH COUNTY,65216,City of Delavan - Ward 5,265,
WALWORTH COUNTY,,,CITY OF DELAVAN - WALWORTH COUNTY,65216,City of Delavan - Ward 6,231,
WALWORTH COUNTY,,,CITY OF DELAVAN - WALWORTH COUNTY,65216,City of Delavan - Ward 7,190,
WALWORTH COUNTY,,,CITY OF DELAVAN - WALWORTH COUNTY,65216,City of Delavan - Ward 8,348,
WALWORTH COUNTY,,,CITY OF DELAVAN - WALWORTH COUNTY,65216,City of Delavan - Ward 9,261,
WALWORTH COUNTY,,,CITY OF ELKHORN - WALWORTH COUNTY,65221,City of Elkhorn - Ward 1,950,
WALWORTH COUNTY,,,CITY OF ELKHORN - WALWORTH COUNTY,65221,City of Elkhorn - Ward 2,490,
WALWORTH COUNTY,,,CITY OF ELKHORN - WALWORTH COUNTY,65221,City of Elkhorn - Ward 3,742,
WALWORTH COUNTY,,,CITY OF ELKHORN - WALWORTH COUNTY,65221,City of Elkhorn - Ward 4,1081,
WALWORTH COUNTY,,,CITY OF ELKHORN - WALWORTH COUNTY,65221,City of Elkhorn - Ward 5,1043,
WALWORTH COUNTY,,,CITY OF ELKHORN - WALWORTH COUNTY,65221,City of Elkhorn - Ward 6,949,
WALWORTH COUNTY,,,CITY OF ELKHORN - WALWORTH COUNTY,65221,City of Elkhorn - Ward 7,353,
WALWORTH COUNTY,,,CITY OF LAKE GENEVA - WALWORTH COUNTY,65246,City of Lake Geneva - Ward 1,538,
WALWORTH COUNTY,,,CITY OF LAKE GENEVA - WALWORTH COUNTY,65246,City of Lake Geneva - Ward 10,457,
WALWORTH COUNTY,,,CITY OF LAKE GENEVA - WALWORTH COUNTY,65246,City of Lake Geneva - Ward 2,609,
WALWORTH COUNTY,,,CITY OF LAKE GENEVA - WALWORTH COUNTY,65246,City of Lake Geneva - Ward 3,452,
WALWORTH COUNTY,,,CITY OF LAKE GENEVA - WALWORTH COUNTY,65246,City of Lake Geneva - Ward 4,471,
WALWORTH COUNTY,,,CITY OF LAKE GENEVA - WALWORTH COUNTY,65246,City of Lake Geneva - Ward 5,316,
WALWORTH COUNTY,,,CITY OF LAKE GENEVA - WALWORTH COUNTY,65246,City of Lake Geneva - Ward 6,440,
WALWORTH COUNTY,,,CITY OF LAKE GENEVA - WALWORTH COUNTY,65246,City of Lake Geneva - Ward 7,277,
WALWORTH COUNTY,,,CITY OF LAKE GENEVA - WALWORTH COUNTY,65246,City of Lake Geneva - Ward 8,602,
WALWORTH COUNTY,,,CITY OF LAKE GENEVA - WALWORTH COUNTY,65246,City of Lake Geneva - Ward 9,116,
WALWORTH COUNTY,,,CITY OF WHITEWATER - MULTIPLE COUNTIES,65291,City of Whitewater - Ward 1,1157,
WALWORTH COUNTY,,,CITY OF WHITEWATER - MULTIPLE COUNTIES,65291,City of Whitewater - Ward 10,247,
WALWORTH COUNTY,,,CITY OF WHITEWATER - MULTIPLE COUNTIES,65291,City of Whitewater - Ward 11,374,
