ELECTION,ELECTION,ELECTION,OFFICE TYPE,OFFICE,US CONGRESS,STATE SENATE,STATE ASSEMBLY,COURT OF APPEALS,COUNTYNO,COUNTY,MUNICIPALITY_TYPE,MUNICIPALITYNO,MUNICIPALITY,HINDI,ORDER,REPORTING UNIT,Joe Biden Barack Obama,Sarah Palin John McCain,Rosa Clemente Cynthia McKinney,Wayne A. Root Bob Barr,Stewart A. Alexander Brian Moore,Robert Moses Gloria LaRiva,Matt Gonzalez Ralph Nader,Darrell L. Castle Chuck Baldwin,David J. Klimisch Jeffrey J. Wamboldt,Scattering 
04-Nov-08,FALL,GENERAL,PRES,President,6,20,59,2,60,Sheboygan,Village,191,Waldo,60191,2,,99,175,1,1,0,0,2,2,1,1
04-Nov-08,FALL,GENERAL,PRES,President,6,9,27,2,60,Sheboygan,City,271,Plymouth,60271,2,Wards 1 - 3,518,456,2,1,0,0,10,1,0,3
04-Nov-08,FALL,GENERAL,PRES,President,6,9,27,2,60,Sheboygan,City,271,Plymouth,60271,3,Wards 4 & 5,536,489,2,3,0,0,3,4,0,4
04-Nov-08,FALL,GENERAL,PRES,President,6,9,27,2,60,Sheboygan,City,271,Plymouth,60271,4,Wards 6 - 8,773,779,3,2,1,0,6,1,0,5
04-Nov-08,FALL,GENERAL,PRES,President,6,9,27,2,60,Sheboygan,City,271,Plymouth,60271,5,Wards 9 & 10,496,553,1,4,0,0,9,1,0,6
04-Nov-08,FALL,GENERAL,PRES,President,6,9,26,2,60,Sheboygan,City,281,Sheboygan,60281,1,Ward 1,875,625,1,1,0,0,13,1,0,4
04-Nov-08,FALL,GENERAL,PRES,President,6,9,26,2,60,Sheboygan,City,281,Sheboygan,60281,2,Ward 2,881,724,1,6,2,0,11,3,1,2
04-Nov-08,FALL,GENERAL,PRES,President,6,9,26,2,60,Sheboygan,City,281,Sheboygan,60281,3,Ward 3,710,396,2,2,0,0,9,6,0,4
04-Nov-08,FALL,GENERAL,PRES,President,6,9,26,2,60,Sheboygan,City,281,Sheboygan,60281,4,Ward 4,816,382,0,1,0,0,12,3,0,3
04-Nov-08,FALL,GENERAL,PRES,President,6,9,26,2,60,Sheboygan,City,281,Sheboygan,60281,5,Ward 5,686,243,4,2,0,0,13,0,0,5
04-Nov-08,FALL,GENERAL,PRES,President,6,9,26,2,60,Sheboygan,City,281,Sheboygan,60281,6,Ward 6,824,665,4,5,0,0,15,2,1,5
04-Nov-08,FALL,GENERAL,PRES,President,6,9,26,2,60,Sheboygan,City,281,Sheboygan,60281,7,Ward 7,804,464,3,4,0,0,11,3,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,9,26,2,60,Sheboygan,City,281,Sheboygan,60281,8,Ward 8,1060,710,1,0,0,0,10,2,0,3
04-Nov-08,FALL,GENERAL,PRES,President,6,9,26,2,60,Sheboygan,City,281,Sheboygan,60281,9,Ward 9,930,700,4,2,0,0,7,0,1,8
04-Nov-08,FALL,GENERAL,PRES,President,6,9,26,2,60,Sheboygan,City,281,Sheboygan,60281,10,Ward 10,947,536,1,3,1,0,9,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,6,9,26,2,60,Sheboygan,City,281,Sheboygan,60281,11,Ward 11,957,498,1,7,1,0,11,2,1,2
04-Nov-08,FALL,GENERAL,PRES,President,6,9,26,2,60,Sheboygan,City,281,Sheboygan,60281,12,Ward 12,795,500,3,4,1,1,14,2,1,6
04-Nov-08,FALL,GENERAL,PRES,President,6,9,26,2,60,Sheboygan,City,281,Sheboygan,60281,13,Ward 13,1127,847,2,1,1,0,11,1,1,7
04-Nov-08,FALL,GENERAL,PRES,President,6,9,26,2,60,Sheboygan,City,281,Sheboygan,60281,14,Ward 14,1012,695,3,8,0,0,17,4,0,3
04-Nov-08,FALL,GENERAL,PRES,President,6,9,26,2,60,Sheboygan,City,281,Sheboygan,60281,15,Ward 15,904,484,1,3,0,1,6,2,0,5
04-Nov-08,FALL,GENERAL,PRES,President,6,9,26,2,60,Sheboygan,City,281,Sheboygan,60281,16,Ward 16,717,299,1,2,0,0,7,4,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,9,27,2,60,Sheboygan,City,281,Sheboygan,60281,17,Ward 17,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,20,59,2,60,Sheboygan,City,281,Sheboygan,60281,18,Ward 18,2,2,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,20,59,2,60,Sheboygan,City,281,Sheboygan,60281,19,Ward 19,0,1,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,9,27,2,60,Sheboygan,City,281,Sheboygan,60281,20,Ward 20,2,4,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,9,27,2,60,Sheboygan,City,281,Sheboygan,60281,21,Ward 21,10,7,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,9,27,2,60,Sheboygan,City,281,Sheboygan,60281,22,Ward 22,0,2,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,20,59,2,60,Sheboygan,City,281,Sheboygan,60281,23,Ward 23,2,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,9,27,2,60,Sheboygan,City,281,Sheboygan,60281,24,Ward 24,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,20,59,2,60,Sheboygan,City,281,Sheboygan,60281,25,Ward 25,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,6,9,27,2,60,Sheboygan,City,282,Sheboygan Falls,60282,2,"Wards 1, 2 & 9",970,1007,0,5,0,0,8,2,1,2
04-Nov-08,FALL,GENERAL,PRES,President,6,9,27,2,60,Sheboygan,City,282,Sheboygan Falls,60282,3,Wards 3 & 4,590,495,3,1,0,0,7,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,6,9,27,2,60,Sheboygan,City,282,Sheboygan Falls,60282,4,Wards 5 - 8,673,518,1,1,0,0,6,0,2,4
04-Nov-08,FALL,GENERAL,PRES,President,6,9,26,2,60,Sheboygan,City,282,Sheboygan Falls,60282,5,Ward 10,97,90,0,2,0,0,3,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,2,Baldwin,56002,2,,226,327,2,0,0,0,6,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,4,Cady,56004,2,,190,251,2,0,1,0,2,6,1,2
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,6,Cylon,56006,2,,165,176,0,0,0,1,5,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,8,Eau Galle,56008,2,Wards 1 & 2,278,353,1,6,0,0,7,2,2,2
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,10,Emerald,56010,2,Wards 1 & 2,197,183,0,1,0,0,4,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,12,Erin Prairie,56012,2,,157,220,2,0,0,0,7,1,0,2
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,14,Forest,56014,2,,134,171,3,2,0,0,3,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,16,Glenwood,56016,2,,183,227,1,0,0,0,3,0,1,0
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,18,Hammond,56018,3,,426,668,1,2,0,0,6,1,0,2
04-Nov-08,FALL,GENERAL,PRES,President,3,10,30,3,56,St. Croix,Town,20,Hudson,56020,2,Wards 1 - 11,1982,2700,1,17,1,0,36,11,2,11
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,22,Kinnickinnic,56022,2,Wards 1 - 3,480,521,4,1,0,0,7,0,1,3
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,24,Pleasant Valley,56024,2,,125,146,0,0,0,0,0,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,26,Richmond,56026,2,Wards 1 - 3,732,880,1,7,0,0,13,2,0,2
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,28,Rush River,56028,2,,121,123,1,0,0,0,3,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,10,30,3,56,St. Croix,Town,30,St Joseph,56030,2,Wards 1 - 7,1045,1261,3,8,0,0,13,1,1,4
04-Nov-08,FALL,GENERAL,PRES,President,3,10,28,3,56,St. Croix,Town,32,Somerset,56032,2,"Wards 1, 3 - 5",713,985,1,12,0,0,9,2,0,5
04-Nov-08,FALL,GENERAL,PRES,President,3,10,30,3,56,St. Croix,Town,32,Somerset,56032,3,Ward 2,99,184,0,3,0,0,3,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,34,Springfield,56034,2,,253,220,0,0,0,0,6,5,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,36,Stanton,56036,2,Wards 1 & 2,252,282,0,1,0,0,5,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,38,Star Prairie,56038,2,Wards 1 - 5,775,907,3,13,0,0,15,4,1,4
04-Nov-08,FALL,GENERAL,PRES,President,3,10,30,3,56,St. Croix,Town,40,Troy,56040,2,Wards 1 - 7,1202,1521,5,12,0,0,13,8,0,4
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Town,42,Warren,56042,2,Wards 1 & 2,381,511,1,10,0,1,7,0,0,6
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Village,106,Baldwin,56106,2,Wards 1 - 5,917,877,3,9,0,0,11,3,2,9
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Village,116,Deer Park,56116,2,,46,65,0,0,0,0,4,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Village,136,Hammond,56136,2,Wards 1 & 2,501,421,5,1,0,0,14,1,0,8
04-Nov-08,FALL,GENERAL,PRES,President,3,10,30,3,56,St. Croix,Village,161,North Hudson,56161,2,Wards 1 - 6,1078,1077,4,11,0,0,23,6,0,5
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Village,176,Roberts,56176,3,Wards 1 - 3,447,394,3,6,0,0,5,3,0,4
04-Nov-08,FALL,GENERAL,PRES,President,3,10,28,3,56,St. Croix,Village,181,Somerset,56181,3,Wards 1 - 3,515,564,0,4,0,0,4,4,1,4
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Village,182,Star Prairie,56182,2,,151,154,0,0,0,0,6,2,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Village,184,Spring Valley,56184,2,Ward 3,2,2,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Village,191,Wilson,56191,2,,55,53,0,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,Village,192,Woodville,56192,2,Wards 1 & 2,291,311,2,4,0,0,4,1,0,3
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,City,231,Glenwood City,56231,2,Wards 1 & 2,297,256,0,2,0,0,10,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,3,10,30,3,56,St. Croix,City,236,Hudson,56236,14,"Wards 1 - 3, 11 & 12",935,735,2,10,0,0,17,2,0,8
04-Nov-08,FALL,GENERAL,PRES,President,3,10,30,3,56,St. Croix,City,236,Hudson,56236,15,"Wards 4, 5, 13 & 14",1635,1501,1,11,0,0,11,5,1,3
04-Nov-08,FALL,GENERAL,PRES,President,3,10,30,3,56,St. Croix,City,236,Hudson,56236,16,Wards 6 - 10,1137,998,0,6,0,0,15,1,0,3
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,City,261,New Richmond,56261,13,Wards 1 - 6,944,793,2,5,0,0,18,1,2,4
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,City,261,New Richmond,56261,14,Wards 7 - 13,1122,1061,2,11,0,0,10,4,1,7
04-Nov-08,FALL,GENERAL,PRES,President,3,10,30,3,56,St. Croix,City,276,River Falls,56276,4,Wards 1 & 2,912,684,5,6,0,0,13,2,1,4
04-Nov-08,FALL,GENERAL,PRES,President,3,10,29,3,56,St. Croix,City,276,River Falls,56276,5,Ward 13,76,74,0,1,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,2,Aurora,61002,2,,80,79,2,0,0,0,3,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,4,Browning,61004,2,Wards 1 & 2,169,216,0,2,1,0,5,3,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,6,Chelsea,61006,2,,158,174,0,2,0,0,7,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,8,Cleveland,61008,2,,44,81,1,0,0,0,2,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,10,Deer Creek,61010,2,Wards 1 & 2,129,202,2,1,0,0,3,0,0,2
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,12,Ford,61012,2,,68,66,0,0,0,0,3,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,14,Goodrich,61014,2,,91,144,1,0,0,0,3,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,16,Greenwood,61016,2,,169,139,1,2,0,0,2,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,18,Grover,61018,2,,47,69,2,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,20,Hammel,61020,2,Wards 1 & 2,176,184,0,2,0,0,3,0,1,2
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,22,Holway,61022,2,,125,107,0,1,0,0,1,0,1,0
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,24,Jump River,61024,2,,69,59,0,0,0,1,2,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,26,Little Black,61026,2,Wards 1 & 2,290,248,0,4,2,0,5,0,2,2
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,28,Maplehurst,61028,2,Wards 1 & 2,84,75,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,30,McKinley,61030,2,,64,99,1,0,0,0,3,3,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,32,Medford,61032,2,Wards 1 - 3,508,663,1,5,0,0,5,3,3,2
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,34,Molitor,61034,2,,80,85,2,0,0,0,1,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,36,Pershing,61036,2,,63,16,0,0,0,0,1,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,38,Rib Lake,61038,2,Wards 1 & 2,193,227,0,1,0,0,3,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,40,Roosevelt,61040,2,,112,60,1,3,0,0,5,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,7,23,69,3,61,Taylor,Town,42,Taft,61042,2,,86,82,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Town,44,Westboro,61044,2,,190,198,0,1,0,0,3,1,0,3
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Village,131,Gilman,61131,2,,104,99,0,0,1,0,2,0,0,2
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Village,146,Lublin,61146,2,,40,28,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Village,176,Rib Lake,61176,2,,213,154,0,1,0,0,5,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,Village,181,Stetsonville,61181,2,,146,112,0,0,0,0,4,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,7,29,87,3,61,Taylor,City,251,Medford,61251,11,Wards 1 - 8,1065,920,0,4,0,0,25,7,2,4
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,2,Albion,62002,2,Wards 1 & 2,187,94,1,3,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,4,Arcadia,62004,2,Wards 1 - 3,461,315,1,2,0,0,3,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,6,Burnside,62006,2,Wards 1 & 2,168,52,0,0,0,0,3,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,8,Caledonia,62008,2,,288,206,0,0,0,0,2,3,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,10,Chimney Rock,62010,2,,82,44,1,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,12,Dodge,62012,2,,155,88,1,1,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,14,Ettrick,62014,2,Wards 1 & 2,436,232,1,2,0,1,5,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,16,Gale,62016,2,Wards 1 & 2,475,379,2,6,1,0,10,3,1,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,18,Hale,62018,2,Wards 1 - 3,302,185,2,1,0,0,6,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,20,Lincoln,62020,2,Wards 1 & 2,216,105,1,0,0,0,2,0,0,2
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,22,Pigeon,62022,2,Wards 1 & 2,223,135,0,0,0,0,2,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,24,Preston,62024,2,Wards 1 - 3,252,154,2,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,26,Sumner,62026,2,,246,196,0,1,0,0,3,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,28,Trempealeau,62028,2,Wards 1 - 3,540,384,4,2,0,0,2,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Town,30,Unity,62030,2,Wards 1 & 2,172,96,1,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Village,121,Eleva,62121,2,,213,89,1,2,0,0,1,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Village,122,Ettrick,62122,2,,148,91,0,1,0,0,4,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Village,173,Pigeon Falls,62173,2,,155,61,0,1,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Village,181,Strum,62181,2,Wards 1 & 2,400,153,0,0,0,0,2,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,Village,186,Trempealeau,62186,2,Wards 1 & 2,501,313,0,7,0,0,3,4,0,2
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,City,201,Arcadia,62201,2,Wards 1 - 3,567,299,0,2,0,0,3,1,1,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,City,206,Blair,62206,2,Wards 1 - 3,352,135,1,1,0,0,6,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,City,231,Galesville,62231,3,Wards 1 - 4,449,302,2,2,1,0,6,3,0,7
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,City,241,Independence,62241,2,Wards 1 - 3,374,160,0,2,0,0,4,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,City,265,Osseo,62265,2,Wards 1 - 4,509,290,1,2,0,0,4,1,0,3
04-Nov-08,FALL,GENERAL,PRES,President,3,31,91,3,62,Trempealeau,City,291,Whitehall,62291,3,Wards 1 - 4,450,250,1,6,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,2,Bergen,63002,2,Wards 1 - 3,433,316,0,4,1,0,3,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,4,Christiana,63004,2,Wards 1 & 2,274,175,1,2,0,0,4,5,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,6,Clinton,63006,2,Wards 1 & 2,148,111,2,0,0,0,2,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,8,Coon,63008,2,Wards 1 & 2,262,160,0,3,0,0,0,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,10,Forest,63010,2,,144,104,0,0,0,0,1,1,0,3
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,12,Franklin,63012,2,,224,284,0,2,0,0,5,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,14,Genoa,63014,2,Wards 1 & 2,259,129,1,1,0,0,3,4,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,16,Greenwood,63016,2,,100,81,2,4,0,0,3,2,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,18,Hamburg,63018,2,Wards 1 & 2,287,218,0,4,0,0,4,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,20,Harmony,63020,2,,178,135,1,1,0,0,1,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,22,Hillsboro,63022,2,Wards 1 & 2,196,141,3,0,1,0,3,3,0,2
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,24,Jefferson,63024,3,Wards 1 - 4,367,216,3,3,0,0,4,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,26,Kickapoo,63026,2,,194,81,1,2,0,0,4,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,28,Liberty,63028,2,,76,55,2,1,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,30,Stark,63030,2,Wards 1 & 2,115,73,4,1,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,32,Sterling,63032,2,,152,163,0,0,0,0,6,1,1,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,34,Union,63034,2,Wards 1 & 2,117,92,1,2,0,0,4,5,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,36,Viroqua,63036,2,Wards 1 - 4,525,363,2,2,0,0,7,2,0,3
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,38,Webster,63038,2,,209,116,2,0,0,0,4,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,40,Wheatland,63040,2,,169,92,0,0,0,0,0,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Town,42,Whitestown,63042,2,,115,92,0,1,0,0,2,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Village,111,Chaseburg,63111,2,,75,66,0,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Village,112,Coon Valley,63112,2,,257,160,1,1,0,0,1,1,0,2
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Village,116,De Soto,63116,2,Ward 1,66,60,1,0,0,1,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Village,131,Genoa,63131,2,,97,50,0,1,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Village,146,La Farge,63146,2,,257,106,0,0,0,0,2,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Village,165,Ontario,63165,2,,111,76,0,1,0,0,3,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Village,176,Readstown,63176,2,,130,66,0,0,0,0,1,3,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Village,181,Stoddard,63181,2,,299,129,0,3,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,Village,186,Viola,63186,2,Ward 1,52,45,0,0,0,0,2,0,0,2
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,City,236,Hillsboro,63236,3,Wards 1 - 4,362,233,2,0,0,0,4,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,City,286,Viroqua,63286,10,Wards 1 - 9,1452,830,5,4,0,1,14,8,0,7
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,63,Vernon,City,291,Westby,63291,4,Wards 1 - 5,761,349,0,0,0,0,3,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,2,Arbor Vitae,64002,3,Wards 1 - 4,954,1046,3,4,0,1,7,4,1,5
04-Nov-08,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,4,Boulder Junction,64004,2,Wards 1 & 2,315,416,1,1,0,0,7,4,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,6,Cloverland,64006,3,,289,401,0,0,0,0,8,2,0,2
04-Nov-08,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,8,Conover,64008,2,Wards 1 - 3,372,425,0,3,0,0,3,3,0,3
04-Nov-08,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,10,Lac du Flambeau,64010,2,Wards 1 - 3,1044,501,1,6,0,0,3,5,0,3
04-Nov-08,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,12,Land O'Lakes,64012,2,,262,338,2,3,0,0,7,0,0,2
04-Nov-08,FALL,GENERAL,PRES,President,8,12,34,3,64,Vilas,Town,14,Lincoln,64014,3,Wards 1 - 4,728,829,1,5,0,0,13,1,3,4
