"","state","pollster","start.date","end.date","entry.date.time..et.","number.of.observations","population","mode","trump","clinton","other","undecided","pollster.url","source.url","partisan","affiliation","question.text","question.iteration","johnson","other.nonas","decided.total","trump.defs","clinton.defs","other.defs"
"1361","--","NBC/SurveyMonkey",2016-03-28,"2016-04-03","2016-04-05T12:41:11Z",12116,"Registered Voters","Internet",33,45,NA,21,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24206","https://www.scribd.com/doc/306974607/NBC-News-SurveyMonkey-Weekly-Toplines-and-Methodology-3-28-4-3?secret_password=Osw6wZNsOphJxihwYPNZ","Nonpartisan","None","",1,NA,0,78,42.3076923076923,57.6923076923077,NA
"1362","--","IBD/TIPP",2016-03-28,"2016-04-02","2016-04-04T14:03:18Z",819,"Registered Voters","Live Phone",35,47,9,9,"http://elections.huffingtonpost.com/pollster/polls/ibd-tipp-24194","http://www.investors.com/politics/trump-support-fades-as-mistakes-grow-sanders-clinton-tied-ibdtipp-poll/","Nonpartisan","None","",1,NA,9,91,38.4615384615385,51.6483516483517,9.89010989010989
"1366","--","McClatchy/Marist",2016-03-29,"2016-03-31","2016-04-07T20:59:28Z",1066,"Registered Voters","Live Phone",41,50,NA,9,"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-24230","http://www.mcclatchydc.com/news/politics-government/election/article70343792.html","Nonpartisan","None","",1,NA,0,91,45.0549450549451,54.9450549450549,NA
"1370","--","Ipsos/Reuters",2016-03-27,"2016-03-31","2016-03-31T18:45:12Z",1580,"Registered Voters","Internet",32,45,13,9,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24179","http://big.assets.huffingtonpost.com/ReuterIPSOS3312016.pdf	","Nonpartisan","None","",1,NA,13,90,35.5555555555556,50,14.4444444444444
"1371","--","YouGov/Economist",2016-03-26,"2016-03-29","2016-03-31T20:35:54Z",1613,"Registered Voters","Internet",41,45,6,7,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24181","https://today.yougov.com/news/2016/03/31/trump-still-leads/","Nonpartisan","None","",1,NA,6,92,44.5652173913043,48.9130434782609,6.52173913043478
"1375","--","PPP (D)",2016-03-24,"2016-03-26","2016-03-31T18:05:23Z",1083,"Likely Voters","IVR/Online",41,48,NA,11,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-24178","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_33116.pdf","Pollster","Dem","",1,NA,0,89,46.0674157303371,53.9325842696629,NA
"1379","--","Morning Consult",2016-03-24,"2016-03-26","2016-03-28T17:06:25Z",2071,"Registered Voters","Internet",38,44,NA,18,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24158","https://morningconsult.com/2016/03/security-issues-rise-after-brussels-attacks/","Nonpartisan","None","",1,NA,0,82,46.3414634146341,53.6585365853659,NA
"1383","--","GQR (D-Democracy Corps/Women's Voices Women Vote)",2016-03-17,"2016-03-24","2016-04-01T18:06:29Z",900,"Likely Voters","Live Phone",40,53,1,6,"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-women-s-voices-women-vote-24187","http://www.democracycorps.com/attachments/article/1029/Dcor_March%20National_Memo_4.1.2016_FOR%20RELEASE.pdf?ct=t%28WV+March+National+Poll+Release%29","Sponsor","Dem","",1,NA,1,94,42.5531914893617,56.3829787234042,1.06382978723404
"1384","--","Ipsos/Reuters",2016-03-19,"2016-03-23","2016-03-24T17:37:44Z",1311,"Registered Voters","Internet",35,43,9,13,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24148","http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical3.23.16.pdf","Nonpartisan","None","",1,NA,9,87,40.2298850574713,49.4252873563218,10.3448275862069
"1385","--","McLaughlin (R)",2016-03-17,"2016-03-23","2016-03-29T18:06:35Z",1002,"Likely Voters","Internet",41,48,NA,12,"http://elections.huffingtonpost.com/pollster/polls/mclaughlin-r-24168","http://mclaughlinonline.com/pols/wp-content/uploads/2016/03/National-Omnibus-3-23-16-Topline-Public.pdf","Pollster","Rep","",1,NA,0,89,46.0674157303371,53.9325842696629,NA
"1389","--","FOX",2016-03-20,"2016-03-22","2016-03-23T22:19:32Z",1016,"Registered Voters","Live Phone",38,49,2,11,"http://elections.huffingtonpost.com/pollster/polls/fox-24141","http://www.foxnews.com/politics/interactive/2016/03/23/fox-news-poll-national-general-election-32316/","Nonpartisan","None","",1,NA,2,89,42.6966292134831,55.0561797752809,2.24719101123596
"1393","--","Bloomberg/Selzer",2016-03-19,"2016-03-22","2016-03-23T21:46:55Z",815,"Likely Voters","Live Phone",36,54,NA,9,"http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-24140","http://assets.bwbx.io/documents/users/iqjWHBFdfxIU/r.f2qF2GAiq8/v0","Nonpartisan","None","",1,NA,0,90,40,60,NA
"1394","--","Morning Consult",2016-03-18,"2016-03-21","2016-03-21T19:05:11Z",2001,"Registered Voters","Internet",38,45,NA,18,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24122","https://morningconsult.com/2016/03/paul-ryan-general-election-polling-hillary-clinton-bernie-sanders/","Nonpartisan","None","",1,NA,0,83,45.7831325301205,54.2168674698795,NA
"1398","--","Quinnipiac",2016-03-16,"2016-03-21","2016-03-23T11:19:56Z",1451,"Registered Voters","Live Phone",40,46,3,11,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-24134","http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2333","Nonpartisan","None","",1,NA,3,89,44.9438202247191,51.685393258427,3.37078651685393
"1402","--","Monmouth University",2016-03-17,"2016-03-20","2016-03-24T14:57:21Z",848,"Registered Voters","Live Phone",38,48,2,12,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-24144","http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/7714a05b-515f-4ad3-bdaa-e72a6e5f8e61.pdf","Nonpartisan","None","",1,NA,2,88,43.1818181818182,54.5454545454545,2.27272727272727
"1406","--","CBS/Times",2016-03-17,"2016-03-20","2016-03-22T02:44:13Z",1058,"Registered Voters","Live Phone",40,50,1,9,"http://elections.huffingtonpost.com/pollster/polls/cbs-times-24128","http://www.scribd.com/doc/305549318/3-21-16-CBS-NYT-Gen-Elect-Toplines","Nonpartisan","None","",1,NA,1,91,43.956043956044,54.9450549450549,1.0989010989011
"1410","--","CNN",2016-03-17,"2016-03-20","2016-03-22T00:48:49Z",925,"Registered Voters","Live Phone",41,53,6,0,"http://elections.huffingtonpost.com/pollster/polls/cnn-24127","http://www.cnn.com/2016/03/21/politics/2016-election-poll-results-toplines/index.html","Nonpartisan","None","",1,NA,6,100,41,53,6
"1414","--","Morning Consult",2016-03-16,"2016-03-18","2016-03-18T17:59:58Z",2011,"Registered Voters","Internet",37,45,NA,19,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24111","https://morningconsult.com/2016/03/cruz-edges-closer-to-trump-new-presidential-poll/?utm_content=31597007&utm_medium=social&utm_source=twitter","Nonpartisan","None","",1,NA,0,82,45.1219512195122,54.8780487804878,NA
"1418","--","Ipsos/Reuters",2016-03-12,"2016-03-16","2016-03-17T16:05:22Z",1437,"Registered Voters","Internet",37,42,13,8,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24103","http://big.assets.huffingtonpost.com/2016ReutersTracking3.16.16.pdf","Nonpartisan","None","",1,NA,13,92,40.2173913043478,45.6521739130435,14.1304347826087
"1419","--","Morning Consult",2016-03-11,"2016-03-13","2016-03-14T17:45:27Z",2978,"Registered Voters","Internet",37,47,NA,16,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24088","https://morningconsult.com/2016/03/bernie-sanders-hillary-clinton-donald-trump-ted-cruz-presidential-polling/","Nonpartisan","None","",1,NA,0,84,44.047619047619,55.952380952381,NA
"1423","--","YouGov/Economist",2016-03-10,"2016-03-12","2016-03-14T17:17:34Z",1647,"Registered Voters","Internet",42,43,8,7,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24084","https://today.yougov.com/news/2016/03/14/trump-rises-national-support-rubio-falls-and-carso/","Nonpartisan","None","",1,NA,8,93,45.1612903225806,46.2365591397849,8.60215053763441
"1427","--","Ipsos/Reuters",2016-03-05,"2016-03-09","2016-03-10T16:53:52Z",1594,"Registered Voters","Internet",31,45,13,11,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24040","http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePoliticalpdf.pdf","Nonpartisan","None","",1,NA,13,89,34.8314606741573,50.561797752809,14.6067415730337
"1428","--","Morning Consult",2016-03-04,"2016-03-06","2016-03-08T15:38:21Z",1516,"Registered Voters","Internet",38,46,NA,16,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24011","http://morningconsult.com/2016/03/poll-ted-cruz-closes-gap-on-donald-trump/","Nonpartisan","None","",1,NA,0,84,45.2380952380952,54.7619047619048,NA
"1432","--","NBC/WSJ",2016-03-03,"2016-03-06","2016-03-08T22:13:19Z",1200,"Registered Voters","Live Phone",38,51,9,2,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-24016","http://www.nbcnews.com/politics/2016-election/trump-cruz-locked-tight-race-nationally-new-poll-n534171","Nonpartisan","None","",1,NA,9,98,38.7755102040816,52.0408163265306,9.18367346938776
"1433","--","ABC/Post",2016-03-03,"2016-03-06","2016-03-08T12:06:27Z",864,"Registered Voters","Live Phone",41,50,4,6,"http://elections.huffingtonpost.com/pollster/polls/abc-post-24009","http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-national-poll-march-3-6-2016/1982/","Nonpartisan","None","",1,NA,4,95,43.1578947368421,52.6315789473684,4.21052631578947
"1434","--","Ipsos/Reuters",2016-02-27,"2016-03-02","2016-03-03T17:38:25Z",1381,"Registered Voters","Internet",35,46,10,10,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-23970","http://big.assets.huffingtonpost.com/2016ReutersTracking30216.pdf","Nonpartisan","None","",1,NA,10,91,38.4615384615385,50.5494505494505,10.989010989011
"1435","--","Rasmussen",2016-02-29,"2016-03-01","2016-03-02T17:19:05Z",1000,"Likely Voters","IVR/Online",36,41,21,3,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-23960","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/clinton_edges_ahead_of_trump_in_presidential_matchup","Nonpartisan","None","",1,NA,21,98,36.734693877551,41.8367346938776,21.4285714285714
"1436","--","Morning Consult",2016-02-26,"2016-02-27","2016-02-29T17:19:46Z",1182,"Registered Voters","Internet",43,44,NA,13,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-23918","http://morningconsult.com/2016/02/donald-trump-marco-rubio-super-tuesday-polling/","Nonpartisan","None","",1,NA,0,87,49.4252873563218,50.5747126436782,NA
"1440","--","CNN",2016-02-24,"2016-02-27","2016-03-01T14:22:05Z",920,"Registered Voters","Live Phone",44,52,4,NA,"http://elections.huffingtonpost.com/pollster/polls/cnn-23952","http://i2.cdn.turner.com/cnn/2016/images/02/29/rel4b.-.2016.general.pdf","Nonpartisan","None","",1,NA,4,100,44,52,4
"1444","--","Ipsos/Reuters",2016-02-20,"2016-02-24","2016-02-25T17:29:09Z",1246,"Registered Voters","Internet",35,44,10,11,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-23865","http://big.assets.huffingtonpost.com/2016ReutersTracking1.pdf","Nonpartisan","None","",1,NA,10,89,39.3258426966292,49.438202247191,11.2359550561798
"1445","--","FOX",2016-02-15,"2016-02-17","2016-02-18T23:08:04Z",1031,"Registered Voters","Live Phone",42,47,2,8,"http://elections.huffingtonpost.com/pollster/polls/fox-23803","http://www.foxnews.com/politics/interactive/2016/02/18/fox-news-poll-national-presidential-race-february-18-2016/","Nonpartisan","None","",1,NA,2,91,46.1538461538462,51.6483516483517,2.1978021978022
"1449","--","Ipsos/Reuters",2016-02-13,"2016-02-17","2016-02-19T17:07:16Z",1213,"Registered Voters","Internet",37,44,10,9,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-23811","http://big.assets.huffingtonpost.com/2016ReutersTracking.pdf","Nonpartisan","None","",1,NA,10,91,40.6593406593407,48.3516483516484,10.989010989011
"1450","--","Morning Consult",2016-02-15,"2016-02-16","2016-02-17T11:44:02Z",883,"Registered Voters","Internet",42,43,NA,16,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-23766","http://morningconsult.com/2016/02/trump-drops-slightly-clinton-holds-steady-in-new-poll/","Nonpartisan","None","",1,NA,0,85,49.4117647058824,50.5882352941176,NA
"1454","--","NBC/WSJ",2016-02-14,"2016-02-16","2016-02-18T22:10:10Z",800,"Registered Voters","Live Phone",40,50,9,1,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-23801","https://www.scribd.com/doc/299690763/NBCNews-WSJ-February-Poll?secret_password=Mf2CgQ8zDGpLW73pfCoJ","Nonpartisan","None","",1,NA,9,99,40.4040404040404,50.5050505050505,9.09090909090909
"1455","--","Suffolk/USA Today",2016-02-11,"2016-02-15","2016-02-17T17:22:40Z",1000,"Likely Voters","Live Phone",45,43,NA,14,"http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-23779","https://www.suffolk.edu/academics/10741.php","Nonpartisan","None","",1,NA,0,88,51.1363636363636,48.8636363636364,NA
"1459","--","Quinnipiac",2016-02-10,"2016-02-15","2016-02-18T15:18:37Z",1342,"Registered Voters","Live Phone",43,44,3,10,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23790","http://www.quinnipiac.edu/images/polling/us/us02182016_Urpfd42.pdf","Nonpartisan","None","",1,NA,3,90,47.7777777777778,48.8888888888889,3.33333333333333
"1463","--","Ipsos/Reuters",2016-02-06,"2016-02-10","2016-02-11T16:07:52Z",1337,"Registered Voters","Internet",34,44,11,10,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-23740","http://big.assets.huffingtonpost.com/2016ReutersTrackingPolitical21016.pdf","Nonpartisan","None","",1,NA,11,89,38.2022471910112,49.438202247191,12.3595505617978
"1464","--","Morning Consult",2016-02-03,"2016-02-07","2016-02-09T22:39:37Z",2197,"Registered Voters","Internet",40,45,NA,15,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-23731","http://morningconsult.com/2016/02/poll-cruz-rubio-gain-heading-to-new-hampshire/","Nonpartisan","None","",1,NA,0,85,47.0588235294118,52.9411764705882,NA
"1468","--","Quinnipiac",2016-02-02,"2016-02-04","2016-02-05T12:41:40Z",1125,"Registered Voters","Live Phone",41,46,3,10,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23675","http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2321","Nonpartisan","None","",1,NA,3,90,45.5555555555556,51.1111111111111,3.33333333333333
"1472","--","PPP (D)",2016-02-02,"2016-02-03","2016-02-09T17:00:29Z",1236,"Likely Voters","IVR/Online",40,47,NA,13,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-23727","http://www.publicpolicypolling.com/pdf/2015/2016results.pdf","Pollster","Dem","",1,NA,0,87,45.9770114942529,54.0229885057471,NA
"1476","--","Ipsos/Reuters",2016-01-30,"2016-02-03","2016-02-04T16:16:33Z",1434,"Registered Voters","Internet",36,44,9,10,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-23665","http://big.assets.huffingtonpost.com/2016Reutersipsos.pdf","Nonpartisan","None","",1,NA,9,89,40.4494382022472,49.438202247191,10.1123595505618
"1477","--","Morning Consult",2016-01-21,"2016-01-24","2016-01-26T20:19:29Z",4001,"Registered Voters","Internet",39,45,NA,16,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-23600","http://big.assets.huffingtonpost.com/160103_topline_trend_v4_TS.pdf","Nonpartisan","None","",1,NA,0,84,46.4285714285714,53.5714285714286,NA
"1478","--","CNN",2016-01-21,"2016-01-24","2016-01-26T12:30:45Z",907,"Registered Voters","Live Phone",47,48,5,0,"http://elections.huffingtonpost.com/pollster/polls/cnn-23592","http://www.cnn.com/2016/01/26/politics/poll-republicans-results-cnn-orc/index.html","Nonpartisan","None","",1,NA,5,100,47,48,5
"1482","--","Zogby (Internet)",2016-01-19,"2016-01-20","2016-01-26T16:53:26Z",843,"Likely Voters","Internet",45,45,NA,10,"http://elections.huffingtonpost.com/pollster/polls/zogby-internet-23594","http://zogbyanalytics.com/news/704-zogby-analytics-clinton-45-trump-45","Nonpartisan","None","",1,NA,0,90,50,50,NA
"1483","--","Morning Consult",2016-01-14,"2016-01-17","2016-01-19T19:11:34Z",4060,"Registered Voters","Internet",42,44,NA,14,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-23526","http://morningconsult.com/wp-content/uploads/2016/01/160102_Topline-Trend.pdf","Nonpartisan","None","",1,NA,0,86,48.8372093023256,51.1627906976744,NA
"1487","--","NBC/WSJ",2016-01-09,"2016-01-13","2016-01-17T14:29:52Z",800,"Registered Voters","Live Phone",41,51,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-23507","http://www.scribd.com/doc/295919133/NBC-WSJ-January-Poll","Nonpartisan","None","",1,NA,0,92,44.5652173913043,55.4347826086957,NA
"1488","--","Gravis Marketing/OANN",2016-01-10,"2016-01-10","2016-01-12T03:26:32Z",2416,"Registered Voters","Automated Phone",51,49,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-oann-23477","http://www.oann.com/pollresults/","Sponsor","Rep","",1,NA,0,100,51,49,NA
"1489","--","Morning Consult",2016-01-08,"2016-01-10","2016-01-14T16:33:59Z",2173,"Registered Voters","Internet",44,42,NA,14,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-23500","http://big.assets.huffingtonpost.com/160101crosstabstrend.pdf","Nonpartisan","None","",1,NA,0,86,51.1627906976744,48.8372093023256,NA
"1493","--","FOX",2016-01-04,"2016-01-07","2016-01-08T23:44:48Z",1006,"Registered Voters","Live Phone",47,44,2,7,"http://elections.huffingtonpost.com/pollster/polls/fox-23457","http://www.foxnews.com/politics/interactive/2016/01/08/fox-news-poll-national-presidential-race-obama-ratings/","Nonpartisan","None","",1,NA,2,93,50.5376344086022,47.3118279569892,2.1505376344086
"1494","--","Rasmussen",2015-12-22,"2015-12-23","2015-12-28T19:01:17Z",1000,"Likely Voters","IVR/Online",36,37,22,5,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-23421","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/clinton_vs_trump_still_a_dead_heat","Nonpartisan","None","",1,NA,22,95,37.8947368421053,38.9473684210526,23.1578947368421
"1495","--","CNN",2015-12-17,"2015-12-21","2015-12-23T21:20:00Z",927,"Registered Voters","Live Phone",47,49,4,NA,"http://elections.huffingtonpost.com/pollster/polls/cnn-23412","http://i2.cdn.turner.com/cnn/2015/images/12/23/cnnpoll2.pdf","Nonpartisan","None","",1,NA,4,100,47,49,4
"1499","--","Emerson College Polling Society",2015-12-17,"2015-12-20","2015-12-21T16:37:14Z",754,"Registered Voters","Automated Phone",46,48,NA,7,"http://elections.huffingtonpost.com/pollster/polls/emerson-college-polling-society-23395","http://media.wix.com/ugd/3bebb2_b85d13974aeb4901bd68916b963cea3c.pdf","Nonpartisan","None","",1,NA,0,94,48.936170212766,51.063829787234,NA
"1500","--","Quinnipiac",2015-12-16,"2015-12-20","2015-12-22T14:45:28Z",1140,"Registered Voters","Live Phone",40,47,2,11,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23400","http://www.quinnipiac.edu/images/polling/us/us12222015_Uhkm63g.pdf","Nonpartisan","None","",1,NA,2,89,44.9438202247191,52.8089887640449,2.24719101123596
"1504","--","PPP (D)",2015-12-16,"2015-12-17","2015-12-21T17:15:45Z",1267,"Likely Voters","IVR/Online",43,46,NA,11,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-23396","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_122115.pdf","Pollster","Dem","",1,NA,0,89,48.314606741573,51.685393258427,NA
"1508","--","FOX",2015-12-16,"2015-12-17","2015-12-18T23:04:23Z",1013,"Registered Voters","Live Phone",38,49,3,10,"http://elections.huffingtonpost.com/pollster/polls/fox-23385","http://www.foxnews.com/politics/interactive/2015/12/18/fox-news-poll-2016-gop-race-trump-muslim-ban-terrorism-isis/","Nonpartisan","None","",1,NA,3,90,42.2222222222222,54.4444444444444,3.33333333333333
"1512","--","Morning Consult",2015-12-11,"2015-12-15","2015-12-15T20:45:27Z",4038,"Registered Voters","Internet",41,46,NA,13,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-23333","http://big.assets.huffingtonpost.com/151203crosstabstrendTS.pdf","Nonpartisan","None","",1,NA,0,87,47.1264367816092,52.8735632183908,NA
"1516","--","ABC/Post",2015-12-10,"2015-12-13","2015-12-15T05:24:40Z",851,"Registered Voters","Live Phone",44,50,4,3,"http://elections.huffingtonpost.com/pollster/polls/abc-post-23326","http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-poll-dec-10-13-2015/1914/","Nonpartisan","None","",1,NA,4,98,44.8979591836735,51.0204081632653,4.08163265306122
"1517","--","NBC/WSJ",2015-12-06,"2015-12-09","2015-12-14T13:45:41Z",849,"Registered Voters","Live Phone",40,50,8,2,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-23315","http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/15564%20NBCWSJ%20December%20Poll%20(AM%2012-14-15%20Release).pdf","Nonpartisan","None","",1,NA,8,98,40.8163265306122,51.0204081632653,8.16326530612245
"1518","--","Gravis Marketing/OANN",2015-12-07,"2015-12-08","2015-12-10T19:44:46Z",1995,"Registered Voters","Automated Phone",49,51,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-oann-23300","http://www.oann.com/pollresults/","Sponsor","Rep","",1,NA,0,100,49,51,NA
"1519","--","Morning Consult",2015-12-03,"2015-12-07","2015-12-08T22:24:57Z",2047,"Registered Voters","Internet",45,40,NA,15,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-23281","http://big.assets.huffingtonpost.com/151201crosstabstrend_AP.pdf","Nonpartisan","None","",1,NA,0,85,52.9411764705882,47.0588235294118,NA
"1523","--","Suffolk/USA Today",2015-12-02,"2015-12-06","2015-12-08T20:23:37Z",1000,"Likely Voters","Live Phone",44,47,NA,8,"http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-23278","http://www.suffolk.edu/academics/10741.php","Nonpartisan","None","",1,NA,0,91,48.3516483516484,51.6483516483517,NA
"1527","--","Saint Leo University",2015-11-29,"2015-12-03","2015-12-09T20:42:25Z",746,"Likely Voters","Internet",37,51,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/saint-leo-university-23287","http://polls.saintleo.edu/trump-gains-while-carson-declines-in-new-saint-leo-university-national-political-poll/","Nonpartisan","None","",1,NA,0,88,42.0454545454545,57.9545454545455,NA
"1528","--","MSNBC/Telemundo/Marist",2015-11-15,"2015-12-02","2015-12-07T20:25:31Z",2360,"Registered Voters","Live Phone",41,52,NA,6,"http://elections.huffingtonpost.com/pollster/polls/msnbc-telemundo-marist-23269","http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/MSNBC_Telemundo_Marist%20Poll_National%20Annotated%20Questionnaire_December%202015.pdf","Sponsor","Other","",1,NA,0,93,44.0860215053763,55.9139784946236,NA
"1532","--","CNN",2015-11-27,"2015-12-01","2015-12-04T22:43:13Z",930,"Registered Voters","Live Phone",46,49,4,0,"http://elections.huffingtonpost.com/pollster/polls/cnn-23262","http://www.cnn.com/2015/12/04/politics/full-results-poll-general-election-2016/index.html","Nonpartisan","None","",1,NA,4,99,46.4646464646465,49.4949494949495,4.04040404040404
"1536","--","Quinnipiac",2015-11-23,"2015-11-30","2015-12-02T12:04:16Z",1453,"Registered Voters","Live Phone",41,47,2,10,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23247","http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2307","Nonpartisan","None","",1,NA,2,90,45.5555555555556,52.2222222222222,2.22222222222222
"1540","--","FOX",2015-11-16,"2015-11-19","2015-11-23T18:25:04Z",1016,"Registered Voters","Live Phone",46,41,2,12,"http://elections.huffingtonpost.com/pollster/polls/fox-23216","http://www.foxnews.com/politics/interactive/2015/11/20/fox-news-poll-2016-matchups-syrian-refugees/","Nonpartisan","None","",1,NA,2,89,51.685393258427,46.0674157303371,2.24719101123596
"1541","--","PPP (D)",2015-11-16,"2015-11-17","2015-11-19T15:33:58Z",1360,"Likely Voters","IVR/Online",44,45,NA,11,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-23175","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_111915.pdf","Pollster","Dem","",1,NA,0,89,49.438202247191,50.561797752809,NA
"1545","--","Morning Consult",2015-11-13,"2015-11-16","2015-11-17T15:45:58Z",2001,"Registered Voters","Internet",43,44,NA,14,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-23158","http://big.assets.huffingtonpost.com/151104crosstabstrend.pdf","Nonpartisan","None","",1,NA,0,87,49.4252873563218,50.5747126436782,NA
"1549","--","Morning Consult",2015-11-05,"2015-11-08","2015-11-10T17:55:28Z",4002,"Registered Voters","Internet",43,43,NA,14,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-23107","http://big.assets.huffingtonpost.com/151102crosstabstrend.pdf","Nonpartisan","None","",1,NA,0,86,50,50,NA
"1553","--","McClatchy/Marist",2015-10-29,"2015-11-04","2015-11-09T22:11:27Z",541,"Registered Voters","Live Phone",41,56,NA,3,"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-23096","http://maristpoll.marist.edu/wp-content/misc/usapolls/us151029/2016/McClatchy_Marist%20Poll_GOP%20Primary%20and%20General%20Election%202016_Complete%20Survey%20Findings_Nature%20of%20the%20Sample%20and%20Tables_November%202015.pdf","Nonpartisan","None","",1,NA,0,97,42.2680412371134,57.7319587628866,NA
"1557","--","Quinnipiac",2015-10-29,"2015-11-02","2015-11-04T16:23:42Z",1144,"Registered Voters","Live Phone",43,46,2,9,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23059","http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2299","Nonpartisan","None","",1,NA,2,91,47.2527472527472,50.5494505494505,2.1978021978022
"1561","--","Morning Consult",2015-10-29,"2015-11-01","2015-11-03T20:26:04Z",2350,"Registered Voters","Internet",44,44,NA,12,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-23056","http://morningconsult.com/polls/new-poll-jeb-bushs-popularity-problem-trump-down-for-second-consecutive-week/","Nonpartisan","None","",1,NA,0,88,50,50,NA
"1562","--","Zogby (Internet)",2015-10-30,"2015-10-31","2015-11-09T20:52:54Z",1002,"Likely Voters","Internet",37,41,16,6,"http://elections.huffingtonpost.com/pollster/polls/zogby-internet-23091","http://www.zogbyanalytics.com/news/672-polling-in-low-forties-clinton-barely-leads-gop-front-runners","Nonpartisan","None","",1,NA,16,94,39.3617021276596,43.6170212765958,17.0212765957447
"1563","--","NBC/WSJ",2015-10-25,"2015-10-29","2015-11-05T16:00:43Z",1000,"Adults","Live Phone",42,50,6,2,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-23071","http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/15463%20NBCWSJ%20Late%20October%20Poll%20(4).pdf","Nonpartisan","None","",1,NA,6,98,42.8571428571429,51.0204081632653,6.12244897959184
