G.A.B. Canvass Reporting System,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Ward by Ward Report,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2014 GENERAL ELECTION,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
GOVERNOR/LIEUTENANT GOVERNOR,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Total Votes Cast,DEM,REP,IND,IND,,IND,REP,CON,IND,IND,REP,
,TOWN OF HAMMOND Wards 1 - 3,866,272,583,3,8,,0,0,0,0,0,0,0
,TOWN OF HUDSON Wards 1-14,"4,055","1,387","2,619",7,40,,0,0,0,1,0,0,1
,TOWN OF KINNICKINNIC WARDS 1 - 3,820,348,467,0,5,,0,0,0,0,0,0,0
,TOWN OF PLEASANT VALLEY WARD 1,223,91,132,0,0,,0,0,0,0,0,0,0
,"TOWN OF RICHMOND WARDS 1, 2",611,195,407,3,6,,0,0,0,0,0,0,0
,TOWN OF RICHMOND WARDS 3-5,516,198,316,0,2,,0,0,0,0,0,0,0
,TOWN OF RUSH RIVER WARD 1,227,99,127,1,0,,0,0,0,0,0,0,0
,TOWN OF ST. JOSEPH Wards 1 - 6,"1,880",668,"1,185",6,19,,2,0,0,0,0,0,0
,TOWN OF SOMERSET WARDS 1 - 6,"1,575",545,"1,010",2,18,,0,0,0,0,0,0,0
,TOWN OF SPRINGFIELD WARD 1,330,119,206,1,4,,0,0,0,0,0,0,0
,TOWN OF STANTON WARD 1,346,143,200,1,2,,0,0,0,0,0,0,0
,TOWN OF STAR PRAIRIE WARDS 1 - 6,"1,230",422,798,0,10,,0,0,0,0,0,0,0
,TOWN OF TROY Wards 1 - 7,"2,446",893,"1,528",3,22,,0,0,0,0,0,0,0
,TOWN OF WARREN WARDS 1 - 3,718,261,442,4,10,,1,0,0,0,0,0,0
,VILLAGE OF BALDWIN Wards 1 - 7,"1,220",448,753,8,11,,0,0,0,0,0,0,0
,VILLAGE OF DEER PARK WARD 1,86,19,66,0,0,,0,0,0,0,0,0,1
,VILLAGE OF HAMMOND WARD 1-4,696,329,349,5,13,,0,0,0,0,0,0,0
,VILLAGE OF NORTH HUDSON Wards 1-6,"1,764",708,"1,025",7,23,,1,0,0,0,0,0,0
,VILLAGE OF ROBERTS WARDS 1-4,591,259,323,0,8,,1,0,0,0,0,0,0
,VILLAGE OF SOMERSET Wards 1-4,633,254,363,2,14,,0,0,0,0,0,0,0
,VILLAGE OF STAR PRAIRIE WARD 1,182,83,97,1,1,,0,0,0,0,0,0,0
,VILLAGE OF SPRING VALLEY Ward 3,3,1,2,0,0,,0,0,0,0,0,0,0
,VILLAGE OF WILSON WARD 1,84,33,49,0,2,,0,0,0,0,0,0,0
,VILLAGE OF WOODVILLE Ward 1-2,405,156,243,2,4,,0,0,0,0,0,0,0
,CITY OF GLENWOOD CITY WARDS 1 - 2,396,149,237,3,7,,0,0,0,0,0,0,0
,CITY OF HUDSON WARDS 1 - 2,617,270,335,2,9,,1,0,0,0,0,0,0
,CITY OF HUDSON WARDS 3 - 4,"1,124",456,658,3,7,,0,0,0,0,0,0,0
,CITY OF HUDSON WARDS 5 - 6,993,455,522,1,14,,1,0,0,0,0,0,0
,CITY OF HUDSON WARDS 7 - 8,824,364,446,1,13,,0,0,0,0,0,0,0
,CITY OF HUDSON WARDS 9 - 10,958,518,428,1,9,,2,0,0,0,0,0,0
,CITY OF HUDSON WARDS 11 - 12,981,423,547,0,9,,2,0,0,0,0,0,0
,CITY OF NEW RICHMOND Wards 1-6,"1,125",528,580,3,13,,1,0,0,0,0,0,0
,CITY OF NEW RICHMOND Wards 7-12,"1,372",627,728,4,13,,0,0,0,0,0,0,0
,CITY OF RIVER FALLS Wards 1 - 4 & 15,"1,320",622,664,6,28,,0,0,0,0,0,0,0
,County Totals:,"33,760","13,231","20,066",87,361,,12,0,0,1,0,0,2
SAUK ,TOWN OF BARABOO WARDS 1-4,909,460,431,6,12,,0,0,0,0,0,0,0
,TOWN OF BEAR CREEK WARD 1,305,170,130,2,3,,0,0,0,0,0,0,0
,TOWN OF DELLONA WARDS 1-2,720,318,391,7,4,,0,0,0,0,0,0,0
,TOWN OF DELTON WARDS 1-4,961,465,482,2,12,,0,0,0,0,0,0,0
,TOWN OF EXCELSIOR WARDS 1-3,757,323,431,1,2,,0,0,0,0,0,0,0
,TOWN OF FAIRFIELD WARD 1-2,578,317,255,3,3,,0,0,0,0,0,0,0
,TOWN OF FRANKLIN WARDS 1-3,320,143,174,0,3,,0,0,0,0,0,0,0
,TOWN OF FREEDOM WARDS 1-2,245,100,140,2,3,,0,0,0,0,0,0,0
,TOWN OF GREENFIELD WARD 1,490,241,238,4,7,,0,0,0,0,0,0,0
,TOWN OF HONEY CREEK WARD 1,372,190,180,1,0,,0,0,0,1,0,0,0
,TOWN OF IRONTON WARD 1,241,88,152,1,0,,0,0,0,0,0,0,0
,TOWN OF LA VALLE WARDS 1-3,656,277,369,4,6,,0,0,0,0,0,0,0
,TOWN OF MERRIMAC Ward 1,564,268,291,0,5,,0,0,0,0,0,0,0
,TOWN OF PRAIRIE DU SAC WARDS 1-2,535,249,282,0,4,,0,0,0,0,0,0,0
,TOWN OF REEDSBURG WARDS 1-3,543,203,330,3,7,,0,0,0,0,0,0,0
,TOWN OF SPRING GREEN WARDS 1-4,816,416,390,2,8,,0,0,0,0,0,0,0
,TOWN OF SUMPTER WARDS 1-3,321,160,154,4,3,,0,0,0,0,0,0,0
,TOWN OF TROY WARD 1,399,186,205,1,7,,0,0,0,0,0,0,0
,TOWN OF WASHINGTON WARD 1-2,312,121,188,0,3,,0,0,0,0,0,0,0
,TOWN OF WESTFIELD WARD 1,268,82,182,2,2,,0,0,0,0,0,0,0
,TOWN OF WINFIELD Wards 1-2,396,165,228,1,2,,0,0,0,0,0,0,0
,TOWN OF WOODLAND WARD 1,294,129,163,1,1,,0,0,0,0,0,0,0
,VILLAGE OF CAZENOVIA WARD 2,9,4,5,0,0,,0,0,0,0,0,0,0
,VILLAGE OF IRONTON WARD 1,78,30,46,0,2,,0,0,0,0,0,0,0
,VILLAGE OF LAKE DELTON WARDS 1-3,831,435,385,2,9,,0,0,0,0,0,0,0
,VILLAGE OF LAVALLE Ward 1,134,65,68,1,0,,0,0,0,0,0,0,0
,VILLAGE OF LIME RIDGE WARD 1,66,44,22,0,0,,0,0,0,0,0,0,0
,VILLAGE OF LOGANVILLE WARD 1,115,50,63,0,2,,0,0,0,0,0,0,0
,VILLAGE OF MERRIMAC WARD 1,206,97,108,0,1,,0,0,0,0,0,0,0
,VILLAGE OF NORTH FREEDOM Ward 1,230,117,107,3,3,,0,0,0,0,0,0,0
,VILLAGE OF PLAIN WARD 1,370,149,216,2,3,,0,0,0,0,0,0,0
,VILLAGE OF PRAIRIE DU SAC WARDS 1 - 4,"1,902","1,105",779,1,17,,0,0,0,0,0,0,0
,VILLAGE OF ROCK SPRINGS Ward 1,118,40,76,1,1,,0,0,0,0,0,0,0
,VILLAGE OF SAUK CITY WARDS 1-5,"1,491",922,539,9,21,,0,0,0,0,0,0,0
,VILLAGE OF SPRING GREEN WARDS 1-2,793,488,294,6,5,,0,0,0,0,0,0,0
,VILLAGE OF WEST BARABOO Wards 1 & 2,499,267,226,0,6,,0,0,0,0,0,0,0
,CITY OF BARABOO WARDS 1 - 14,"4,534","2,588","1,873",13,60,,0,0,0,0,0,0,0
,"CITY OF REEDSBURG Ward 1-3, 13",708,358,344,2,4,,0,0,0,0,0,0,0
,"CITY OF REEDSBURG Ward 4, 6, 14",849,388,456,1,4,,0,0,0,0,0,0,0
,"CITY OF REEDSBURG Ward 5, 7-9","1,052",506,531,7,8,,0,0,0,0,0,0,0
,CITY OF REEDSBURG Ward 10-12,575,297,271,2,5,,0,0,0,0,0,0,0
,CITY OF WISCONSIN DELLS Ward 4,47,20,27,0,0,,0,0,0,0,0,0,0
,"CITY OF WISCONSIN DELLS Wards 8, 10",0,0,0,0,0,,0,0,0,0,0,0,0
,County Totals:,"25,609","13,041","12,222",97,248,,0,0,0,1,0,0,0
SAWYER ,TOWN OF BASS LAKE WARDS 1-5,925,540,374,2,9,,0,0,0,0,0,0,0
,TOWN OF COUDERAY ward 1,112,64,48,0,0,,0,0,0,0,0,0,0
,TOWN OF DRAPER ward 1,110,51,58,0,1,,0,0,0,0,0,0,0
,TOWN OF EDGEWATER WARDS 1-2,269,89,179,0,1,,0,0,0,0,0,0,0
,TOWN OF HAYWARD WARDS 1-8,"1,301",569,710,5,17,,0,0,0,0,0,0,0
,TOWN OF HUNTER Ward 1,300,143,156,0,1,,0,0,0,0,0,0,0
,TOWN OF LENROOT WARDS 1-2,658,278,373,5,2,,0,0,0,0,0,0,0
,TOWN OF MEADOWBROOK ward 1,67,14,50,1,2,,0,0,0,0,0,0,0
,TOWN OF METEOR ward 1,73,21,49,2,0,,0,0,0,0,0,0,1
,TOWN OF OJIBWA WARDS 1-2,99,34,65,0,0,,0,0,0,0,0,0,0
,TOWN OF RADISSON WARDS 1-2,158,52,106,0,0,,0,0,0,0,0,0,0
,TOWN OF ROUND LAKE Wards1-2,556,224,330,1,1,,0,0,0,0,0,0,0
,TOWN OF SAND LAKE ward 1,410,181,227,1,1,,0,0,0,0,0,0,0
,TOWN OF SPIDER LAKE ward 1,222,88,132,1,1,,0,0,0,0,0,0,0
,TOWN OF WEIRGOR ward 1,146,52,93,1,0,,0,0,0,0,0,0,0
,TOWN OF WINTER WARDS 1-2,450,182,268,0,0,,0,0,0,0,0,0,0
,VILLAGE OF COUDERAY ward 1,34,23,11,0,0,,0,0,0,0,0,0,0
,VILLAGE OF EXELAND ward 1,69,39,30,0,0,,0,0,0,0,0,0,0
,VILLAGE OF RADISSON ward 1,75,39,34,0,2,,0,0,0,0,0,0,0
,VILLAGE OF WINTER Ward 1,89,36,51,0,2,,0,0,0,0,0,0,0
,CITY OF HAYWARD Wards 1 - 6,703,310,377,3,13,,0,0,0,0,0,0,0
,County Totals:,"6,826","3,029","3,721",22,53,,0,0,0,0,0,0,1
SHAWANO ,TOWN OF ALMON WARD 1,224,72,152,0,0,,0,0,0,0,0,0,0
,TOWN OF ANGELICA WARDS 1 - 3,799,221,572,3,3,,0,0,0,0,0,0,0
,TOWN OF ANIWA WARD 1,205,55,150,0,0,,0,0,0,0,0,0,0
,TOWN OF BARTELME Ward 1,266,210,54,1,1,,0,0,0,0,0,0,0
,TOWN OF BELLE PLAINE Wards 1 - 3,841,266,569,4,2,,0,0,0,0,0,0,0
,TOWN OF BIRNAMWOOD WARD 1,311,110,199,1,1,,0,0,0,0,0,0,0
,TOWN OF FAIRBANKS WARD 1,256,49,205,1,0,,0,1,0,0,0,0,0
,TOWN OF GERMANIA WARDS 1- 2,135,35,98,1,1,,0,0,0,0,0,0,0
,TOWN OF GRANT WARD 1 - 2,405,89,313,1,2,,0,0,0,0,0,0,0
,TOWN OF GREEN VALLEY WARD 1 - 2,431,112,315,0,4,,0,0,0,0,0,0,0
,TOWN OF HARTLAND WARD 1,337,59,278,0,0,,0,0,0,0,0,0,0
,TOWN OF HERMAN WARD 1 - 2,334,112,221,0,1,,0,0,0,0,0,0,0
,TOWN OF HUTCHINS WARD 1,243,57,182,2,2,,0,0,0,0,0,0,0
,TOWN OF LESSOR WARD 1 - 2,551,145,402,2,2,,0,0,0,0,0,0,0
,TOWN OF MAPLE GROVE Ward 1,391,122,267,2,0,,0,0,0,0,0,0,0
,TOWN OF MORRIS Ward 1,199,81,114,1,3,,0,0,0,0,0,0,0
,TOWN OF NAVARINO Ward 1,207,61,144,0,2,,0,0,0,0,0,0,0
,TOWN OF PELLA Ward 1,425,111,309,2,3,,0,0,0,0,0,0,0
,TOWN OF RED SPRINGS Wards 1 - 2,375,195,177,2,1,,0,0,0,0,0,0,0
,TOWN OF RICHMOND Wards 1-3,913,254,649,4,6,,0,0,0,0,0,0,0
,TOWN OF SENECA Ward 1,258,79,178,0,1,,0,0,0,0,0,0,0
,TOWN OF WASHINGTON Wards 1 - 3,866,274,583,5,4,,0,0,0,0,0,0,0
,TOWN OF WAUKECHON Wards 1 - 2,474,133,337,1,3,,0,0,0,0,0,0,0
,TOWN OF WESCOTT WARDS 1-4,"1,457",508,935,7,7,,0,0,0,0,0,0,0
,TOWN OF WITTENBERG Wards 1 - 2,363,124,239,0,0,,0,0,0,0,0,0,0
,VILLAGE OF ANIWA Ward 1,84,28,56,0,0,,0,0,0,0,0,0,0
,VILLAGE OF BIRNAMWOOD Ward 1,253,79,169,1,4,,0,0,0,0,0,0,0
,VILLAGE OF BONDUEL Wards 1 - 2,586,163,411,4,8,,0,0,0,0,0,0,0
,VILLAGE OF BOWLER Ward 1,98,37,60,0,1,,0,0,0,0,0,0,0
,VILLAGE OF CECIL Ward 1,273,80,192,0,1,,0,0,0,0,0,0,0
,VILLAGE OF ELAND Ward 1,100,62,37,1,0,,0,0,0,0,0,0,0
,VILLAGE OF GRESHAM Ward 1,222,107,109,1,5,,0,0,0,0,0,0,0
,VILLAGE OF MATTOON Ward 1,102,33,68,0,1,,0,0,0,0,0,0,0
,VILLAGE OF PULASKI Wards 4 & 7,51,16,35,0,0,,0,0,0,0,0,0,0
,VILLAGE OF TIGERTON Ward 1,271,98,169,4,0,,0,0,0,0,0,0,0
,VILLAGE OF WITTENBERG Wards 1 - 2,319,143,172,3,1,,0,0,0,0,0,0,0
,CITY OF MARION WARDS 4 - 6,5,2,3,0,0,,0,0,0,0,0,0,0
,CITY OF SHAWANO Wards 1 & 2,533,194,329,6,4,,0,0,0,0,0,0,0
,CITY OF SHAWANO Wards 3 & 4,531,230,294,3,3,,1,0,0,0,0,0,0
,CITY OF SHAWANO Wards 5 & 6,486,188,288,4,5,,1,0,0,0,0,0,0
,CITY OF SHAWANO Wards 7 & 8,471,192,267,6,5,,1,0,0,0,0,0,0
,CITY OF SHAWANO Wards 9 & 10,586,248,337,1,0,,0,0,0,0,0,0,0
,CITY OF SHAWANO Wards 11 & 12,601,296,299,4,2,,0,0,0,0,0,0,0
,County Totals:,"16,838","5,730","10,937",78,89,,3,1,0,0,0,0,0
SHEBOYGAN ,TOWN OF GREENBUSH Wards 1 - 3,815,232,576,4,3,,0,0,0,0,0,0,0
,TOWN OF HERMAN WARDS 1 - 3,876,239,627,3,7,,0,0,0,0,0,0,0
,TOWN OF HOLLAND Wards 1 - 3,"1,339",256,"1,071",1,11,,0,0,0,0,0,0,0
,TOWN OF LIMA Wards 1 - 4,"1,581",337,"1,230",2,12,,0,0,0,0,0,0,0
,TOWN OF LYNDON Wards 1 - 3,821,211,599,4,7,,0,0,0,0,0,0,0
,TOWN OF MITCHELL Wards 1 - 3,630,180,446,1,3,,0,0,0,0,0,0,0
,TOWN OF MOSEL Ward 1,420,152,267,1,0,,0,0,0,0,0,0,0
,TOWN OF PLYMOUTH Wards 1 - 4,"1,692",518,"1,159",6,8,,0,0,0,0,0,0,1
,TOWN OF RHINE Wards 1 - 3,"1,193",385,796,2,10,,0,0,0,0,0,0,0
,TOWN OF RUSSELL Ward 1,165,40,125,0,0,,0,0,0,0,0,0,0
,TOWN OF SCOTT Wards 1-3,918,182,728,0,5,,0,0,0,0,1,2,0
,TOWN OF SHEBOYGAN WARDS 1-10,"3,810","1,354","2,425",10,20,,0,0,0,0,0,0,1
,TOWN OF SHEBOYGAN FALLS Wards 1-3,906,240,660,2,4,,0,0,0,0,0,0,0
,TOWN OF SHERMAN Wards 1 - 2,779,143,633,1,2,,0,0,0,0,0,0,0
,TOWN OF WILSON WARDS 1-4,"1,996",693,"1,289",4,8,,0,0,0,0,0,0,2
,VILLAGE OF ADELL Ward 1,235,50,183,1,1,,0,0,0,0,0,0,0
,VILLAGE OF CASCADE Ward 1,299,86,207,1,5,,0,0,0,0,0,0,0
,VILLAGE OF CEDAR GROVE Wards 1 - 3,"1,034",171,849,5,9,,0,0,0,0,0,0,0
,VILLAGE OF ELKHART LAKE Wards 1 - 2,616,236,368,5,7,,0,0,0,0,0,0,0
,VILLAGE OF GLENBEULAH Ward 1,225,85,139,1,0,,0,0,0,0,0,0,0
,VILLAGE OF HOWARDS GROVE Wards 1-4,"1,680",558,"1,112",4,5,,0,0,0,0,0,0,1
,VILLAGE OF KOHLER Wards 1 - 3,"1,208",390,813,0,5,,0,0,0,0,0,0,0
,VILLAGE OF OOSTBURG WARDS 1-4,"1,686",241,"1,427",6,11,,1,0,0,0,0,0,0
,VILLAGE OF RANDOM LAKE Wards 1 - 2,794,191,600,0,3,,0,0,0,0,0,0,0
,VILLAGE OF WALDO Ward 1,234,50,182,0,2,,0,0,0,0,0,0,0
,CITY OF PLYMOUTH Wards 1-3,886,328,546,4,6,,0,0,0,0,0,0,2
,CITY OF PLYMOUTH Wards 4-6,"1,010",399,603,0,6,,0,0,0,0,0,0,2
,CITY OF PLYMOUTH Wards 7-9,935,375,552,1,7,,0,0,0,0,0,0,0
,CITY OF PLYMOUTH Wards 10-12,889,292,585,2,9,,0,0,0,0,0,0,1
,CITY OF SHEBOYGAN WARD 01,"1,070",486,576,3,5,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 02,806,383,419,1,3,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 03,711,326,374,1,10,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 04,586,308,269,2,7,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 05,917,414,499,0,4,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 06,212,101,108,0,3,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 07,93,36,55,0,2,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 08,394,182,208,2,2,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 09,97,51,43,1,2,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 10,555,267,274,4,10,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 11,607,320,278,1,8,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 12,635,309,319,0,6,,0,0,0,0,0,0,1
,CITY OF SHEBOYGAN WARD 13,861,449,399,0,10,,0,0,0,0,0,0,3
,CITY OF SHEBOYGAN WARD 14,448,248,187,7,5,,0,0,0,0,0,0,1
,CITY OF SHEBOYGAN WARD 15,268,141,118,4,5,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 16,697,295,391,5,6,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 17,609,294,309,1,5,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 18,507,270,223,4,10,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 19,934,449,475,2,7,,0,0,0,0,0,0,1
,CITY OF SHEBOYGAN WARD 20,691,353,328,4,6,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 21,336,166,160,2,8,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 22,967,486,472,1,8,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 23,"1,029",425,593,4,6,,0,0,0,0,0,0,1
,CITY OF SHEBOYGAN WARD 24,"1,050",482,549,5,14,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 25,813,356,448,4,4,,0,0,0,0,0,0,1
,CITY OF SHEBOYGAN WARD 26,831,364,460,1,4,,0,0,0,0,0,0,2
,CITY OF SHEBOYGAN WARD 27,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 28,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 29,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN WARD 30,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN FALLS WARDS 1-2 & 9,"1,513",478,"1,015",7,8,,0,0,0,0,0,0,5
,CITY OF SHEBOYGAN FALLS WARDS 3-5,"1,208",475,710,5,18,,0,0,0,0,0,0,0
,CITY OF SHEBOYGAN FALLS WARDS 6-8,"1,115",427,672,4,11,,0,0,0,0,0,0,1
,County Totals:,"50,232","17,955","31,728",146,373,,1,0,0,0,1,2,26
TAYLOR ,TOWN OF AURORA Ward 1,157,57,97,1,2,,0,0,0,0,0,0,0
,TOWN OF BROWNING Ward 1,323,74,244,3,2,,0,0,0,0,0,0,0
,TOWN OF CHELSEA Ward 1,312,77,231,2,2,,0,0,0,0,0,0,0
,TOWN OF CLEVELAND Ward 1,121,24,94,1,2,,0,0,0,0,0,0,0
,TOWN OF DEER CREEK Ward 1,279,46,230,0,3,,0,0,0,0,0,0,0
,TOWN OF FORD Ward 1,126,42,83,0,1,,0,0,0,0,0,0,0
,TOWN OF GOODRICH Ward 1,225,55,169,0,1,,0,0,0,0,0,0,0
,TOWN OF GREENWOOD Ward 1,254,61,192,0,1,,0,0,0,0,0,0,0
,TOWN OF GROVER Ward 1,111,16,94,0,1,,0,0,0,0,0,0,0
,TOWN OF HAMMEL Wards 1 - 2,312,69,237,1,5,,0,0,0,0,0,0,0
,TOWN OF HOLWAY Ward 1,195,33,158,2,2,,0,0,0,0,0,0,0
,TOWN OF JUMP RIVER Ward 1,132,55,76,1,0,,0,0,0,0,0,0,0
,TOWN OF LITTLE BLACK Wards1 & 2,456,125,330,0,1,,0,0,0,0,0,0,0
,TOWN OF MAPLEHURST Ward 1,147,45,100,1,1,,0,0,0,0,0,0,0
,TOWN OF MCKINLEY Ward 1,152,33,116,1,2,,0,0,0,0,0,0,0
,TOWN OF MEDFORD WDS 1-3,"1,010",266,742,1,1,,0,0,0,0,0,0,0
,TOWN OF MOLITOR Ward 1,129,39,87,0,3,,0,0,0,0,0,0,0
,TOWN OF PERSHING Ward 1,76,24,51,0,1,,0,0,0,0,0,0,0
,TOWN OF RIB LAKE Wards 1 - 2,311,77,234,0,0,,0,0,0,0,0,0,0
,TOWN OF ROOSEVELT Ward 1,159,57,96,3,3,,0,0,0,0,0,0,0
,TOWN OF TAFT Ward 1,142,46,94,0,2,,0,0,0,0,0,0,0
,TOWN OF WESTBORO Ward 1,315,90,225,0,0,,0,0,0,0,0,0,0
,VILLAGE OF GILMAN Ward,178,80,92,3,3,,0,0,0,0,0,0,0
,VILLAGE OF LUBLIN Ward,46,16,30,0,0,,0,0,0,0,0,0,0
,VILLAGE OF RIB LAKE Ward 1,300,95,202,1,2,,0,0,0,0,0,0,0
,VILLAGE OF STETSONVILLE Ward 1,194,71,120,1,1,,0,1,0,0,0,0,0
,CITY OF MEDFORD WARDS 1 - 8,"1,582",575,982,4,21,,0,0,0,0,0,0,0
,County Totals:,"7,744","2,248","5,406",26,63,,0,1,0,0,0,0,0
TREMPEALEAU ,TOWN OF ALBION Wards 1 & 2,276,136,133,5,2,,0,0,0,0,0,0,0
,TOWN OF ARCADIA WARDS 1 - 4,715,264,446,2,3,,0,0,0,0,0,0,0
,TOWN OF BURNSIDE WARDS 1 - 2,168,65,103,0,0,,0,0,0,0,0,0,0
,TOWN OF CALEDONIA WARDS 1 - 2,388,162,219,1,6,,0,0,0,0,0,0,0
,TOWN OF CHIMNEY ROCK WARD 1,113,49,64,0,0,,0,0,0,0,0,0,0
,TOWN OF DODGE Ward 1,178,86,92,0,0,,0,0,0,0,0,0,0
,TOWN OF ETTRICK Wards 1-2,580,287,288,2,2,,0,0,0,0,0,0,1
,TOWN OF GALE WARDS 1 - 3,737,284,439,1,9,,0,0,0,0,0,0,4
,TOWN OF HALE WARD 1,444,206,233,1,4,,0,0,0,0,0,0,0
,TOWN OF LINCOLN WARDS 1 - 2,250,125,120,3,2,,0,0,0,0,0,0,0
,TOWN OF PIGEON WARDS 1 - 2,283,126,155,0,2,,0,0,0,0,0,0,0
,TOWN OF PRESTON WARDS 1 - 3,323,168,154,0,1,,0,0,0,0,0,0,0
,TOWN OF SUMNER WARD 1,373,164,205,2,2,,0,0,0,0,0,0,0
,TOWN OF TREMPEALEAU Wards 1-2,795,333,450,3,9,,0,0,0,0,0,0,0
,TOWN OF UNITY WARDS 1 - 2,229,112,116,0,1,,0,0,0,0,0,0,0
,VILLAGE OF ELEVA WARD 1,262,149,110,2,1,,0,0,0,0,0,0,0
,VILLAGE OF ETTRICK Ward 1,217,95,120,0,2,,0,0,0,0,0,0,0
,VILLAGE OF PIGEON FALLS WARD 1,156,78,74,1,2,,0,0,0,0,0,0,1
,VILLAGE OF STRUM Wards 1 - 3,440,250,180,2,8,,0,0,0,0,0,0,0
,VILLAGE OF TREMPEALEAU WARD 1 & 2,687,316,358,5,8,,0,0,0,0,0,0,0
,CITY OF ARCADIA WARDS 1 - 4,568,226,336,4,2,,0,0,0,0,0,0,0
,CITY OF BLAIR WARDS 1 - 3,396,233,153,3,7,,0,0,0,0,0,0,0
,CITY OF GALESVILLE WARDS 1 - 3,605,278,321,3,3,,0,0,0,0,0,0,0
,CITY OF INDEPENDENCE WARDS 1 - 4,358,153,199,2,4,,0,0,0,0,0,0,0
,CITY OF OSSEO Wards 1 - 3,630,329,296,0,5,,0,0,0,0,0,0,0
,CITY OF WHITEHALL WARDS 1 - 4,560,300,253,0,6,,0,0,0,0,0,0,1
,County Totals:,"10,731","4,974","5,617",42,91,,0,0,0,0,0,0,7
VERNON ,TOWN OF BERGEN Wards 1 - 3,670,324,340,1,5,,0,0,0,0,0,0,0
,TOWN OF CHRISTIANA Wards 1 & 2,402,182,214,0,5,,0,0,0,0,0,1,0
,TOWN OF CLINTON Wards 1 & 2,186,77,106,2,1,,0,0,0,0,0,0,0
,TOWN OF COON WARDS 1 & 2,362,194,165,0,3,,0,0,0,0,0,0,0
,TOWN OF FOREST WARD 1,222,100,120,1,1,,0,0,0,0,0,0,0
,TOWN OF FRANKLIN WARD 1 & 2,464,183,276,2,3,,0,0,0,0,0,0,0
,TOWN OF GENOA WARDS 1 & 2,348,200,147,1,0,,0,0,0,0,0,0,0
,TOWN OF GREENWOOD WARD 1,180,86,94,0,0,,0,0,0,0,0,0,0
,TOWN OF HAMBURG WARDS 1 & 2,479,211,263,2,3,,0,0,0,0,0,0,0
,TOWN OF HARMONY WARDS 1 - 3,293,137,146,2,8,,0,0,0,0,0,0,0
,TOWN OF HILLSBORO WARDS 1 - 3,294,104,187,0,3,,0,0,0,0,0,0,0
,TOWN OF JEFFERSON WARDS 1 - 4,497,227,260,6,4,,0,0,0,0,0,0,0
,TOWN OF KICKAPOO WARD 1,236,135,99,0,2,,0,0,0,0,0,0,0
,TOWN OF LIBERTY WARD 1,131,70,54,0,6,,0,1,0,0,0,0,0
,TOWN OF STARK WARDS 1 - 2,165,81,79,1,4,,0,0,0,0,0,0,0
,TOWN OF STERLING WARD 1,262,89,172,1,0,,0,0,0,0,0,0,0
,TOWN OF UNION WARD 1 - 3,195,85,106,2,1,,0,0,0,0,0,0,1
,TOWN OF VIROQUA WARDS 1 - 4,801,383,403,1,14,,0,0,0,0,0,0,0
,TOWN OF WEBSTER WARDS 1 - 2,283,172,111,0,0,,0,0,0,0,0,0,0
,TOWN OF WHEATLAND WARD 1,271,137,134,0,0,,0,0,0,0,0,0,0
,TOWN OF WHITESTOWN WARD 1,189,85,104,0,0,,0,0,0,0,0,0,0
,VILLAGE OF CHASEBURG WARD 1,121,48,71,2,0,,0,0,0,0,0,0,0
,VILLAGE OF COON VALLEY Ward 1,326,158,162,2,4,,0,0,0,0,0,0,0
,VILLAGE OF DE SOTO WARD 1,107,51,52,0,4,,0,0,0,0,0,0,0
,VILLAGE OF GENOA WARD 1,115,68,46,0,1,,0,0,0,0,0,0,0
,VILLAGE OF LA FARGE WARD 1,273,158,113,0,2,,0,0,0,0,0,0,0
,VILLAGE OF ONTARIO Ward 1,155,74,76,2,3,,0,0,0,0,0,0,0
